Name,Date,Last Observation (%),Last Observation (ML)
"Wivenhoe","25-03-2015","95.1","1108437.15"
"Wivenhoe","26-03-2015","95.4","1112204.1"
"Wivenhoe","27-03-2015","95.9","1117377.89"
"Wivenhoe","28-03-2015","95.9","1117275.25"
"Wivenhoe","29-03-2015","95.8","1116750.99"
"Wivenhoe","30-03-2015","95.9","1117679.4"
"Wivenhoe","31-03-2015","95.6","1114460.43"
"Wivenhoe","01-04-2015","95.8","1116207.61"
"Wivenhoe","02-04-2015","96.1","1120042.34"
"Wivenhoe","03-04-2015","96.9","1129269.02"
"Wivenhoe","04-04-2015","97.9","1140339.36"
"Wivenhoe","05-04-2015","98.6","1148622.33"
"Wivenhoe","06-04-2015","98.8","1151748.78"
"Wivenhoe","07-04-2015","98.9","1152282.03"
"Wivenhoe","08-04-2015","98.8","1151535.42"
"Wivenhoe","09-04-2015","98.8","1151008.58"
"Wivenhoe","10-04-2015","98.8","1150793.88"
"Wivenhoe","11-04-2015","98.7","1150469.59"
"Wivenhoe","12-04-2015","98.7","1150151.51"
"Wivenhoe","13-04-2015","98.7","1150363.04"
"Wivenhoe","14-04-2015","98.8","1151326.82"
"Wivenhoe","15-04-2015","98.7","1150580.78"
"Wivenhoe","16-04-2015","98.8","1150790.8"
"Wivenhoe","17-04-2015","98.8","1151628.14"
"Wivenhoe","18-04-2015","99","1153664.57"
"Wivenhoe","19-04-2015","98.6","1149092.79"
"Wivenhoe","20-04-2015","98.7","1149932.32"
"Wivenhoe","21-04-2015","98.5","1148127.41"
"Wivenhoe","22-04-2015","98.5","1148227.5"
"Wivenhoe","23-04-2015","98.4","1146746.34"
"Wivenhoe","24-04-2015","98.4","1146321.21"
"Wivenhoe","25-04-2015","98.3","1145683.73"
"Wivenhoe","26-04-2015","98.3","1144924.95"
"Wivenhoe","27-04-2015","98.1","1142707.67"
"Wivenhoe","28-04-2015","97.9","1141233.34"
"Wivenhoe","29-04-2015","97.9","1140490.55"
"Wivenhoe","30-04-2015","98","1141439.03"
"Wivenhoe","01-05-2015","101.6","1183971.9"
"Wivenhoe","02-05-2015","104.4","1216618.24"
"Wivenhoe","03-05-2015","101.4","1181922.46"
"Wivenhoe","04-05-2015","100.2","1167087.93"
"Wivenhoe","05-05-2015","99.6","1160943.38"
"Wivenhoe","06-05-2015","99.6","1160940.25"
"Wivenhoe","07-05-2015","99.7","1161694.16"
"Wivenhoe","08-05-2015","99.9","1164160.2"
"Wivenhoe","09-05-2015","99.9","1164270.77"
"Wivenhoe","10-05-2015","99.9","1164057.47"
"Wivenhoe","11-05-2015","99.9","1163948.48"
"Wivenhoe","12-05-2015","99.8","1163300.94"
"Wivenhoe","13-05-2015","99.8","1162344.21"
"Wivenhoe","14-05-2015","99.7","1161485.87"
"Wivenhoe","15-05-2015","99.6","1160949.66"
"Wivenhoe","16-05-2015","99.6","1160727.37"
"Wivenhoe","17-05-2015","99.6","1160095.17"
"Wivenhoe","18-05-2015","99.6","1161053.75"
"Wivenhoe","19-05-2015","99.7","1161162.58"
"Wivenhoe","20-05-2015","99.7","1161474.91"
"Wivenhoe","21-05-2015","99.8","1162552.6"
"Wivenhoe","22-05-2015","99.9","1163959.52"
"Wivenhoe","23-05-2015","99.8","1162546.31"
"Wivenhoe","24-05-2015","99.7","1161591.59"
"Wivenhoe","25-05-2015","99.7","1161484.34"
"Wivenhoe","26-05-2015","99.7","1161268.25"
"Wivenhoe","27-05-2015","99.6","1160948.1"
"Wivenhoe","28-05-2015","99.6","1161157.86"
"Wivenhoe","29-05-2015","99.7","1161588.46"
"Wivenhoe","30-05-2015","99.6","1160514.52"
"Wivenhoe","31-05-2015","99.5","1159130.92"
"Wivenhoe","01-06-2015","99.4","1158590.71"
"Wivenhoe","02-06-2015","99.5","1159978.59"
"Wivenhoe","03-06-2015","99.6","1160623.3"
"Wivenhoe","04-06-2015","99.5","1159116.73"
"Wivenhoe","05-06-2015","99.3","1157616.24"
"Wivenhoe","06-06-2015","99.2","1156447.35"
"Wivenhoe","07-06-2015","99.2","1156021.21"
"Wivenhoe","08-06-2015","99.1","1154525.12"
"Wivenhoe","09-06-2015","99","1153457.3"
"Wivenhoe","10-06-2015","99","1153239.11"
"Wivenhoe","11-06-2015","98.9","1152294.56"
"Wivenhoe","12-06-2015","98.9","1152492.16"
"Wivenhoe","13-06-2015","98.9","1151858.48"
"Wivenhoe","14-06-2015","98.9","1152393.36"
"Wivenhoe","15-06-2015","98.9","1152073.36"
"Wivenhoe","16-06-2015","98.9","1152598.85"
"Wivenhoe","17-06-2015","98.9","1152700.81"
"Wivenhoe","18-06-2015","99","1153027.23"
"Wivenhoe","19-06-2015","99","1153662.93"
"Wivenhoe","20-06-2015","98.9","1152608.32"
"Wivenhoe","21-06-2015","98.9","1152387.06"
"Wivenhoe","22-06-2015","99","1153999.01"
"Wivenhoe","23-06-2015","99","1153675.57"
"Wivenhoe","24-06-2015","99","1153774.43"
"Wivenhoe","25-06-2015","99","1153669.25"
"Wivenhoe","26-06-2015","98.9","1152189.57"
"Wivenhoe","27-06-2015","99","1153020.91"
"Wivenhoe","28-06-2015","98.9","1152715.04"
"Wivenhoe","29-06-2015","98.8","1151643.68"
"Wivenhoe","30-06-2015","98.7","1150584.1"
"Wivenhoe","01-07-2015","98.8","1150794.08"
"Wivenhoe","02-07-2015","98.8","1150897.48"
"Wivenhoe","03-07-2015","98.8","1151312.71"
"Wivenhoe","04-07-2015","98.7","1150580.96"
"Wivenhoe","05-07-2015","98.8","1150677.98"
"Wivenhoe","06-07-2015","98.8","1151220.41"
"Wivenhoe","07-07-2015","98.7","1150579.37"
"Wivenhoe","08-07-2015","98.7","1150146.85"
"Wivenhoe","09-07-2015","98.6","1148977.08"
"Wivenhoe","10-07-2015","98.4","1146424.4"
"Wivenhoe","11-07-2015","98.5","1148101.87"
"Wivenhoe","12-07-2015","98.3","1145576.02"
"Wivenhoe","13-07-2015","98.5","1147917.65"
"Wivenhoe","14-07-2015","98.4","1146211.87"
"Wivenhoe","15-07-2015","98.6","1149189.99"
"Wivenhoe","16-07-2015","98.3","1145893.12"
"Wivenhoe","17-07-2015","98.3","1145149.62"
"Wivenhoe","18-07-2015","98.3","1145255.81"
"Wivenhoe","19-07-2015","98","1142497.18"
"Wivenhoe","20-07-2015","97.9","1140907.92"
"Wivenhoe","21-07-2015","98","1141543.43"
"Wivenhoe","22-07-2015","97.9","1141013.82"
"Wivenhoe","23-07-2015","97.9","1140484.39"
"Wivenhoe","24-07-2015","97.9","1140378.53"
"Wivenhoe","25-07-2015","97.7","1138791.48"
"Wivenhoe","26-07-2015","97.7","1138262.83"
"Wivenhoe","27-07-2015","97.5","1136572.42"
"Wivenhoe","28-07-2015","97.5","1135622.4"
"Wivenhoe","29-07-2015","97.5","1136361.25"
"Wivenhoe","30-07-2015","97.5","1135622.4"
"Wivenhoe","31-07-2015","97.4","1135094.87"
"Wivenhoe","01-08-2015","97.4","1134778.44"
"Wivenhoe","02-08-2015","97.4","1134462.07"
"Wivenhoe","03-08-2015","97.3","1133302.65"
"Wivenhoe","04-08-2015","97.2","1133091.94"
"Wivenhoe","05-08-2015","97.2","1132038.85"
"Wivenhoe","06-08-2015","97.1","1131933.58"
"Wivenhoe","07-08-2015","97.2","1132249.41"
"Wivenhoe","08-08-2015","97.7","1138368.55"
"Wivenhoe","09-08-2015","97.6","1137840.05"
"Wivenhoe","10-08-2015","97.5","1135727.92"
"Wivenhoe","11-08-2015","97","1130250.28"
"Wivenhoe","12-08-2015","97","1129934.88"
"Wivenhoe","13-08-2015","96.8","1127728.9"
"Wivenhoe","14-08-2015","96.7","1126574.68"
"Wivenhoe","15-08-2015","96.7","1126260.05"
"Wivenhoe","16-08-2015","96.6","1125211.76"
"Wivenhoe","17-08-2015","96.6","1125630.99"
"Wivenhoe","18-08-2015","96.5","1124897.42"
"Wivenhoe","19-08-2015","96.5","1124268.94"
"Wivenhoe","20-08-2015","96.4","1123745.4"
"Wivenhoe","21-08-2015","96.5","1124583.15"
"Wivenhoe","22-08-2015","96.6","1125316.56"
"Wivenhoe","23-08-2015","96.5","1124687.9"
"Wivenhoe","24-08-2015","96.3","1121548.56"
"Wivenhoe","25-08-2015","96.2","1121339.51"
"Wivenhoe","26-08-2015","96.2","1120712.52"
"Wivenhoe","27-08-2015","96.2","1120399.13"
"Wivenhoe","28-08-2015","96.2","1120608.05"
"Wivenhoe","29-08-2015","96.3","1122489.67"
"Wivenhoe","30-08-2015","96.3","1122175.9"
"Wivenhoe","31-08-2015","96.2","1121130.48"
"Wivenhoe","01-09-2015","96.1","1120294.68"
"Wivenhoe","02-09-2015","96.1","1119668.14"
"Wivenhoe","03-09-2015","96","1119146.22"
"Wivenhoe","04-09-2015","95.9","1117894.37"
"Wivenhoe","05-09-2015","95.9","1117477.32"
"Wivenhoe","06-09-2015","95.9","1117060.39"
"Wivenhoe","07-09-2015","95.8","1115810.3"
"Wivenhoe","08-09-2015","95.8","1116122.73"
"Wivenhoe","09-09-2015","95.7","1115185.66"
"Wivenhoe","10-09-2015","96.1","1119876.96"
"Wivenhoe","11-09-2015","95.7","1115393.84"
"Wivenhoe","12-09-2015","95.7","1114561.27"
"Wivenhoe","13-09-2015","95.5","1112378"
"Wivenhoe","14-09-2015","95.4","1111131.87"
"Wivenhoe","15-09-2015","95.3","1110509.2"
"Wivenhoe","16-09-2015","95.2","1109575.69"
"Wivenhoe","17-09-2015","95.3","1110820.5"
"Wivenhoe","18-09-2015","95.3","1109990.51"
"Wivenhoe","19-09-2015","95.2","1109575.69"
"Wivenhoe","20-09-2015","95.2","1108850.04"
"Wivenhoe","21-09-2015","95.1","1108331.95"
"Wivenhoe","22-09-2015","95.1","1108331.95"
"Wivenhoe","23-09-2015","95.2","1109472"
"Wivenhoe","24-09-2015","94.8","1104297.24"
"Wivenhoe","25-09-2015","94.6","1102232.63"
"Wivenhoe","26-09-2015","94.5","1101201.47"
"Wivenhoe","27-09-2015","94.5","1101407.64"
"Wivenhoe","28-09-2015","94.5","1101407.64"
"Wivenhoe","29-09-2015","94.5","1100686.18"
"Wivenhoe","30-09-2015","94.5","1100583.15"
"Wivenhoe","01-10-2015","94.4","1099656.18"
"Wivenhoe","02-10-2015","94.4","1099656.18"
"Wivenhoe","03-10-2015","94.3","1098626.96"
"Wivenhoe","04-10-2015","94.3","1098421.21"
"Wivenhoe","05-10-2015","94.1","1096570.86"
"Wivenhoe","06-10-2015","94.1","1096057.33"
"Wivenhoe","07-10-2015","93.9","1093800.13"
"Wivenhoe","08-10-2015","93.8","1093082.74"
"Wivenhoe","09-10-2015","93.7","1092365.74"
"Wivenhoe","10-10-2015","93.8","1092570.55"
"Wivenhoe","11-10-2015","93.7","1092263.34"
"Wivenhoe","12-10-2015","93.7","1091751.48"
"Wivenhoe","13-10-2015","93.5","1090012.66"
"Wivenhoe","14-10-2015","93.5","1089501.68"
"Wivenhoe","15-10-2015","93.5","1089297.35"
"Wivenhoe","16-10-2015","93.4","1088888.78"
"Wivenhoe","17-10-2015","93.4","1088684.55"
"Wivenhoe","18-10-2015","93.3","1087357.82"
"Wivenhoe","19-10-2015","93.2","1086236.28"
"Wivenhoe","20-10-2015","93.2","1086032.48"
"Wivenhoe","21-10-2015","93.2","1085930.58"
"Wivenhoe","22-10-2015","93.2","1086440.13"
"Wivenhoe","23-10-2015","93.1","1084301.43"
"Wivenhoe","24-10-2015","93","1084199.68"
"Wivenhoe","25-10-2015","93","1083589.34"
"Wivenhoe","26-10-2015","93.3","1087249.79"
"Wivenhoe","27-10-2015","92.8","1081744.22"
"Wivenhoe","28-10-2015","92.8","1081328.52"
"Wivenhoe","29-10-2015","92.8","1080912.17"
"Wivenhoe","30-10-2015","92.7","1080596.96"
"Wivenhoe","31-10-2015","92.7","1079673.39"
"Wivenhoe","01-11-2015","92.6","1079155.8"
"Wivenhoe","02-11-2015","92.6","1079246.35"
"Wivenhoe","03-11-2015","92.5","1077815.13"
"Wivenhoe","04-11-2015","92.4","1076287.79"
"Wivenhoe","05-11-2015","93","1083271.78"
"Wivenhoe","06-11-2015","92.9","1082651.56"
"Wivenhoe","07-11-2015","93","1083863.58"
"Wivenhoe","08-11-2015","92.8","1081614.2"
"Wivenhoe","09-11-2015","92.8","1081605.38"
"Wivenhoe","10-11-2015","92.8","1081594.58"
"Wivenhoe","11-11-2015","92.8","1080974.7"
"Wivenhoe","12-11-2015","92.8","1080760.94"
"Wivenhoe","13-11-2015","92.7","1080344.32"
"Wivenhoe","14-11-2015","92.7","1080434.97"
"Wivenhoe","15-11-2015","92.7","1080321.72"
"Wivenhoe","16-11-2015","93","1083256.09"
"Wivenhoe","17-11-2015","93","1084059.76"
"Wivenhoe","18-11-2015","93.1","1084964.88"
"Wivenhoe","19-11-2015","93.3","1087399.6"
"Wivenhoe","20-11-2015","93.1","1085047.73"
"Wivenhoe","21-11-2015","93","1083810.73"
"Wivenhoe","22-11-2015","93","1083596.49"
"Wivenhoe","23-11-2015","93.1","1085112.7"
"Wivenhoe","24-11-2015","93.2","1086020.21"
"Wivenhoe","25-11-2015","93","1083566.27"
"Wivenhoe","26-11-2015","92.9","1082740.26"
"Wivenhoe","27-11-2015","92.9","1082020.12"
"Wivenhoe","28-11-2015","92.9","1082108.44"
"Wivenhoe","29-11-2015","92.7","1079866.66"
"Wivenhoe","30-11-2015","92.7","1079653.35"
"Wivenhoe","01-12-2015","92.6","1079136.18"
"Wivenhoe","02-12-2015","92.5","1078011.17"
"Wivenhoe","03-12-2015","92.4","1076887.18"
"Wivenhoe","04-12-2015","92.4","1076168.53"
"Wivenhoe","05-12-2015","92.4","1076865.65"
"Wivenhoe","06-12-2015","92.3","1075843.75"
"Wivenhoe","07-12-2015","92.3","1075226.72"
"Wivenhoe","08-12-2015","92.2","1074811.95"
"Wivenhoe","09-12-2015","92.2","1074296.36"
"Wivenhoe","10-12-2015","92.1","1073375.02"
"Wivenhoe","11-12-2015","92.1","1073365.48"
"Wivenhoe","12-12-2015","92.1","1073255.1"
"Wivenhoe","13-12-2015","92","1072236.17"
"Wivenhoe","14-12-2015","92","1072225.44"
"Wivenhoe","15-12-2015","91.9","1070804.63"
"Wivenhoe","16-12-2015","92.9","1082524.01"
"Wivenhoe","17-12-2015","92.6","1078760.95"
"Wivenhoe","18-12-2015","91.8","1069364.05"
"Wivenhoe","19-12-2015","91.7","1068348.31"
"Wivenhoe","20-12-2015","91.7","1068036.27"
"Wivenhoe","21-12-2015","91.6","1067322.72"
"Wivenhoe","22-12-2015","91.5","1066208.36"
"Wivenhoe","23-12-2015","91.4","1065095.01"
"Wivenhoe","24-12-2015","91.4","1064983.63"
"Wivenhoe","25-12-2015","91.3","1064372.5"
"Wivenhoe","26-12-2015","91.3","1063460.93"
"Wivenhoe","27-12-2015","91.3","1064148.93"
"Wivenhoe","28-12-2015","91.1","1062038.24"
"Wivenhoe","29-12-2015","91","1060728.93"
"Wivenhoe","30-12-2015","91","1060120.73"
"Wivenhoe","31-12-2015","90.9","1059711"
"Wivenhoe","01-01-2016","90.9","1058802.88"
"Wivenhoe","02-01-2016","90.6","1055306.45"
"Wivenhoe","03-01-2016","90.4","1052913.37"
"Wivenhoe","04-01-2016","90.5","1055088.26"
"Wivenhoe","05-01-2016","90.7","1057365.67"
"Wivenhoe","06-01-2016","90.8","1057853.01"
"Wivenhoe","07-01-2016","90.7","1056747.2"
"Wivenhoe","08-01-2016","90.6","1056239.11"
"Wivenhoe","09-01-2016","90.5","1054836.62"
"Wivenhoe","10-01-2016","90.5","1054428.64"
"Wivenhoe","11-01-2016","90.5","1054418.07"
"Wivenhoe","12-01-2016","90.4","1053712.36"
"Wivenhoe","13-01-2016","90.3","1052610.24"
"Wivenhoe","14-01-2016","90.3","1051905.57"
"Wivenhoe","15-01-2016","90.1","1049515.57"
"Wivenhoe","16-01-2016","89.9","1048123.18"
"Wivenhoe","17-01-2016","89.9","1047025.98"
"Wivenhoe","18-01-2016","89.8","1046127.07"
"Wivenhoe","19-01-2016","89.7","1045130.2"
"Wivenhoe","20-01-2016","89.7","1044823.36"
"Wivenhoe","21-01-2016","89.8","1046490.31"
"Wivenhoe","22-01-2016","89.9","1047170.92"
"Wivenhoe","23-01-2016","89.6","1044593.48"
"Wivenhoe","24-01-2016","89.5","1042713.68"
"Wivenhoe","25-01-2016","89.4","1041225.86"
"Wivenhoe","26-01-2016","89.2","1039645.74"
"Wivenhoe","27-01-2016","89.4","1041895.24"
"Wivenhoe","28-01-2016","89.7","1045631.36"
"Wivenhoe","29-01-2016","89.8","1046815.56"
"Wivenhoe","30-01-2016","90","1048692.83"
"Wivenhoe","31-01-2016","90.2","1050770.98"
"Wivenhoe","01-02-2016","90.1","1049712.75"
"Wivenhoe","02-02-2016","90.3","1052358.13"
"Wivenhoe","03-02-2016","90.2","1051266.29"
"Wivenhoe","04-02-2016","90.4","1053944.36"
"Wivenhoe","05-02-2016","90.6","1055434.68"
"Wivenhoe","06-02-2016","90.2","1051068.14"
"Wivenhoe","07-02-2016","89.9","1047704.44"
"Wivenhoe","08-02-2016","90","1048297.38"
"Wivenhoe","09-02-2016","89.9","1047210.54"
"Wivenhoe","10-02-2016","89.9","1048000.87"
"Wivenhoe","11-02-2016","89.9","1047803.24"
"Wivenhoe","12-02-2016","90.1","1049906.69"
"Wivenhoe","13-02-2016","90","1048396.23"
"Wivenhoe","14-02-2016","89.8","1046914.29"
"Wivenhoe","15-02-2016","90.1","1049471.09"
"Wivenhoe","16-02-2016","89.8","1046914.29"
"Wivenhoe","17-02-2016","89.8","1045828.65"
"Wivenhoe","18-02-2016","89.9","1047210.54"
"Wivenhoe","19-02-2016","90.2","1051167.21"
"Wivenhoe","20-02-2016","90.2","1051068.14"
"Wivenhoe","21-02-2016","90","1049088.4"
"Wivenhoe","22-02-2016","89.7","1045138.27"
"Wivenhoe","23-02-2016","89.7","1045236.87"
"Wivenhoe","24-02-2016","89.6","1044054.15"
"Wivenhoe","25-02-2016","89.5","1043364.74"
"Wivenhoe","26-02-2016","89.4","1042183.77"
"Wivenhoe","27-02-2016","89.3","1041102.17"
"Wivenhoe","28-02-2016","89.3","1040610.84"
"Wivenhoe","29-02-2016","89.3","1040610.84"
"Wivenhoe","01-03-2016","89.2","1039137.99"
"Wivenhoe","02-03-2016","89.1","1038549.32"
"Wivenhoe","03-03-2016","89.1","1037960.93"
"Wivenhoe","04-03-2016","88.9","1036295.28"
"Wivenhoe","05-03-2016","88.9","1035414.33"
"Wivenhoe","06-03-2016","88.7","1034045.19"
"Wivenhoe","07-03-2016","88.7","1033361.17"
"Wivenhoe","08-03-2016","88.6","1032677.52"
"Wivenhoe","09-03-2016","88.6","1032775.16"
"Wivenhoe","10-03-2016","88.5","1031799.09"
"Wivenhoe","11-03-2016","88.5","1031506.41"
"Wivenhoe","12-03-2016","88.4","1030238.95"
"Wivenhoe","13-03-2016","88.4","1029654.4"
"Wivenhoe","14-03-2016","88.3","1028972.77"
"Wivenhoe","15-03-2016","87.9","1024793.89"
"Wivenhoe","16-03-2016","87.8","1023436.41"
"Wivenhoe","17-03-2016","87.8","1023436.41"
"Wivenhoe","18-03-2016","88.2","1027999.67"
"Wivenhoe","19-03-2016","88.9","1036197.36"
"Wivenhoe","20-03-2016","88.5","1031799.09"
"Wivenhoe","21-03-2016","87.8","1023533.32"
"Wivenhoe","22-03-2016","87.6","1021016.14"
"Wivenhoe","23-03-2016","87.5","1019759.53"
"Wivenhoe","24-03-2016","87.4","1018793.81"
"Wivenhoe","25-03-2016","87.4","1018118.28"
"Wivenhoe","26-03-2016","87.5","1019180"
"Wivenhoe","27-03-2016","87.5","1019856.14"
"Wivenhoe","28-03-2016","87.4","1018890.35"
"Wivenhoe","29-03-2016","87.4","1018118.28"
"Wivenhoe","30-03-2016","87.3","1017732.44"
"Wivenhoe","31-03-2016","87.3","1017057.52"
"Wivenhoe","01-04-2016","87.2","1016094.02"
"Wivenhoe","02-04-2016","87.1","1015323.79"
"Wivenhoe","03-04-2016","87.1","1014554.07"
"Wivenhoe","04-04-2016","87","1013208.31"
"Wivenhoe","05-04-2016","86.8","1011672.21"
"Wivenhoe","06-04-2016","86.7","1010809.06"
"Wivenhoe","07-04-2016","86.7","1010042.36"
"Wivenhoe","08-04-2016","87.4","1018600.76"
"Wivenhoe","09-04-2016","87.3","1016672.02"
"Wivenhoe","10-04-2016","86.9","1012152.02"
"Wivenhoe","11-04-2016","86.4","1007267.32"
"Wivenhoe","12-04-2016","86.4","1006694.01"
"Wivenhoe","13-04-2016","86.7","1009850.76"
"Wivenhoe","14-04-2016","86.7","1010425.64"
"Wivenhoe","15-04-2016","86.6","1008988.97"
"Wivenhoe","16-04-2016","86.5","1008319.14"
"Wivenhoe","17-04-2016","86.3","1005643.66"
"Wivenhoe","18-04-2016","86","1001832.13"
"Wivenhoe","19-04-2016","85.8","999646.07"
"Wivenhoe","20-04-2016","85.7","998127.7"
"Wivenhoe","21-04-2016","85.6","997464.02"
"Wivenhoe","22-04-2016","85.9","1000521.9"
"Wivenhoe","23-04-2016","86","1001686.87"
"Wivenhoe","24-04-2016","85.6","997653.61"
"Wivenhoe","25-04-2016","85.5","995859.37"
"Wivenhoe","26-04-2016","85.2","992262.1"
"Wivenhoe","27-04-2016","85.4","994599.56"
"Wivenhoe","28-04-2016","85.2","992734.08"
"Wivenhoe","29-04-2016","85.1","991790.3"
"Wivenhoe","30-04-2016","85.1","991979"
"Wivenhoe","01-05-2016","85.1","992167.73"
"Wivenhoe","02-05-2016","85","990752.99"
"Wivenhoe","03-05-2016","85","990281.78"
"Wivenhoe","04-05-2016","85","991035.81"
"Wivenhoe","05-05-2016","84.9","989339.89"
"Wivenhoe","06-05-2016","85.3","994245.65"
"Wivenhoe","07-05-2016","85.2","992356.48"
"Wivenhoe","08-05-2016","85","990658.73"
"Wivenhoe","09-05-2016","84.6","986048.95"
"Wivenhoe","10-05-2016","84.3","982392.24"
"Wivenhoe","11-05-2016","84.2","981082.22"
"Wivenhoe","12-05-2016","84.1","980147.34"
"Wivenhoe","13-05-2016","84.2","981549.92"
"Wivenhoe","14-05-2016","84.4","983328.82"
"Wivenhoe","15-05-2016","84.3","982673.14"
"Wivenhoe","16-05-2016","84.3","982485.86"
"Wivenhoe","17-05-2016","84.1","979960.46"
"Wivenhoe","18-05-2016","84","979213.18"
"Wivenhoe","19-05-2016","83.8","976880.89"
"Wivenhoe","20-05-2016","84.1","979680.18"
"Wivenhoe","21-05-2016","84.3","982205"
"Wivenhoe","22-05-2016","84.1","980521.21"
"Wivenhoe","23-05-2016","84.2","980801.68"
"Wivenhoe","24-05-2016","83.9","977720"
"Wivenhoe","25-05-2016","83.9","977999.84"
"Wivenhoe","26-05-2016","84.3","982579.5"
"Wivenhoe","27-05-2016","84.2","980708.18"
"Wivenhoe","28-05-2016","83.5","973530.17"
"Wivenhoe","29-05-2016","83.2","969262.01"
"Wivenhoe","30-05-2016","83","967318.46"
"Wivenhoe","31-05-2016","83.1","968336.13"
"Wivenhoe","01-06-2016","83","967503.43"
"Wivenhoe","02-06-2016","83.2","969632.57"
"Wivenhoe","03-06-2016","83.9","977906.55"
"Wivenhoe","04-06-2016","83.9","977813.28"
"Wivenhoe","05-06-2016","83.7","975483.64"
"Wivenhoe","06-06-2016","83.4","971765.43"
"Wivenhoe","07-06-2016","82.9","965932.1"
"Wivenhoe","08-06-2016","82.9","965655.02"
"Wivenhoe","09-06-2016","82.9","965655.02"
"Wivenhoe","10-06-2016","82.9","966301.64"
"Wivenhoe","11-06-2016","83.1","968336.13"
"Wivenhoe","12-06-2016","82.8","965285.67"
"Wivenhoe","13-06-2016","82.8","964362.8"
"Wivenhoe","14-06-2016","82.7","963901.63"
"Wivenhoe","15-06-2016","82.7","963532.81"
"Wivenhoe","16-06-2016","83","966856.17"
"Wivenhoe","17-06-2016","83","966671.3"
"Wivenhoe","18-06-2016","82.8","964270.55"
"Wivenhoe","19-06-2016","82.4","959942.77"
"Wivenhoe","20-06-2016","82.7","963901.63"
"Wivenhoe","21-06-2016","83","966763.73"
"Wivenhoe","22-06-2016","83.6","974273.98"
"Wivenhoe","23-06-2016","83.4","971672.62"
"Wivenhoe","24-06-2016","83.3","971115.9"
"Wivenhoe","25-06-2016","83.9","977626.74"
"Wivenhoe","26-06-2016","84","978933.07"
"Wivenhoe","27-06-2016","83.3","970559.44"
"Wivenhoe","28-06-2016","83.1","967780.93"
"Wivenhoe","29-06-2016","83","967318.46"
"Wivenhoe","30-06-2016","83","967041.06"
"Wivenhoe","01-07-2016","83.2","970003.23"
"Wivenhoe","02-07-2016","83.4","971765.43"
"Wivenhoe","03-07-2016","83.1","968798.98"
"Wivenhoe","04-07-2016","83.2","969632.57"
"Wivenhoe","05-07-2016","83.8","976135.49"
"Wivenhoe","06-07-2016","83.6","974366.99"
"Wivenhoe","07-07-2016","83.5","973065.52"
"Wivenhoe","08-07-2016","83.3","970374.01"
"Wivenhoe","09-07-2016","82.9","965932.1"
"Wivenhoe","10-07-2016","82.8","965285.67"
"Wivenhoe","11-07-2016","82.8","964824.15"
"Wivenhoe","12-07-2016","82.8","964824.15"
"Wivenhoe","13-07-2016","82.7","963901.63"
"Wivenhoe","14-07-2016","82.7","963809.41"
"Wivenhoe","15-07-2016","82.5","960862.27"
"Wivenhoe","16-07-2016","82.9","966301.64"
"Wivenhoe","17-07-2016","82.6","962150.76"
"Wivenhoe","18-07-2016","82.5","961598.39"
"Wivenhoe","19-07-2016","82.6","962242.85"
"Wivenhoe","20-07-2016","82.6","962427.05"
"Wivenhoe","21-07-2016","82.2","957647.06"
"Wivenhoe","22-07-2016","82.4","959758.95"
"Wivenhoe","23-07-2016","82.2","958289.42"
"Wivenhoe","24-07-2016","82.2","957647.06"
"Wivenhoe","25-07-2016","82","955538.89"
"Wivenhoe","26-07-2016","81.9","954898.01"
"Wivenhoe","27-07-2016","82","955264.18"
"Wivenhoe","28-07-2016","81.8","953708.71"
"Wivenhoe","29-07-2016","82.4","959942.77"
"Wivenhoe","30-07-2016","81.9","954806.48"
"Wivenhoe","31-07-2016","81.9","954165.99"
"Wivenhoe","01-08-2016","81.7","951881.35"
"Wivenhoe","02-08-2016","81.7","952063.96"
"Wivenhoe","03-08-2016","81.7","952155.28"
"Wivenhoe","04-08-2016","81.6","951059.95"
"Wivenhoe","05-08-2016","81.5","950147.96"
"Wivenhoe","06-08-2016","81.7","951516.22"
"Wivenhoe","07-08-2016","81.4","949054.5"
"Wivenhoe","08-08-2016","81.4","948144.05"
"Wivenhoe","09-08-2016","81.3","947871.05"
"Wivenhoe","10-08-2016","81.3","947325.25"
"Wivenhoe","11-08-2016","81.2","945871.01"
"Wivenhoe","12-08-2016","81.2","945871.01"
"Wivenhoe","13-08-2016","81.1","945416.93"
"Wivenhoe","14-08-2016","81.1","944872.27"
"Wivenhoe","15-08-2016","81","943874.38"
"Wivenhoe","16-08-2016","81","943421.08"
"Wivenhoe","17-08-2016","80.9","942967.95"
"Wivenhoe","18-08-2016","80.9","942333.87"
"Wivenhoe","19-08-2016","80.8","941519.13"
"Wivenhoe","20-08-2016","80.8","941428.64"
"Wivenhoe","21-08-2016","80.7","940524.11"
"Wivenhoe","22-08-2016","80.7","940162.49"
"Wivenhoe","23-08-2016","80.7","939800.99"
"Wivenhoe","24-08-2016","81.3","947143.37"
"Wivenhoe","25-08-2016","81.2","946143.55"
"Wivenhoe","26-08-2016","81.1","944600.04"
"Wivenhoe","27-08-2016","80.7","940433.69"
"Wivenhoe","28-08-2016","80.4","937183.46"
"Wivenhoe","29-08-2016","80.5","937634.33"
"Wivenhoe","30-08-2016","80.5","937814.74"
"Wivenhoe","31-08-2016","80.5","937724.53"
"Wivenhoe","01-09-2016","80.3","935201.67"
