Name,Date,Last Observation (%),Last Observation (ML)
"Wivenhoe","14-10-2013","97","1130663.71"
"Wivenhoe","15-10-2013","96.9","1129212.48"
"Wivenhoe","16-10-2013","96.9","1129338.44"
"Wivenhoe","17-10-2013","96.8","1128414.07"
"Wivenhoe","18-10-2013","96.8","1128483.04"
"Wivenhoe","19-10-2013","96.9","1129085.86"
"Wivenhoe","20-10-2013","96.8","1128055.86"
"Wivenhoe","21-10-2013","96.8","1127972.18"
"Wivenhoe","22-10-2013","96.8","1128097.37"
"Wivenhoe","23-10-2013","96.8","1127803.49"
"Wivenhoe","24-10-2013","96.8","1128034.44"
"Wivenhoe","25-10-2013","96.7","1126375.77"
"Wivenhoe","26-10-2013","96.6","1125975.93"
"Wivenhoe","27-10-2013","96.5","1124752.68"
"Wivenhoe","28-10-2013","96.5","1124293.18"
"Wivenhoe","29-10-2013","96.3","1122421.9"
"Wivenhoe","30-10-2013","96.1","1119923.65"
"Wivenhoe","31-10-2013","96","1118624.49"
"Wivenhoe","01-11-2013","95.8","1116435.22"
"Wivenhoe","02-11-2013","95.8","1116435.22"
"Wivenhoe","03-11-2013","95.7","1115393.84"
"Wivenhoe","04-11-2013","95.6","1113625.19"
"Wivenhoe","05-11-2013","95.5","1112585.79"
"Wivenhoe","06-11-2013","95.3","1110646.25"
"Wivenhoe","07-11-2013","95.3","1110023.86"
"Wivenhoe","08-11-2013","95.2","1109568.34"
"Wivenhoe","09-11-2013","95.2","1109003.85"
"Wivenhoe","10-11-2013","95.1","1108559.04"
"Wivenhoe","11-11-2013","95.2","1108967.84"
"Wivenhoe","12-11-2013","95.2","1108972.4"
"Wivenhoe","13-11-2013","95.3","1110395.21"
"Wivenhoe","14-11-2013","95.6","1113817.91"
"Wivenhoe","15-11-2013","95.8","1116378.82"
"Wivenhoe","16-11-2013","95.8","1116464.49"
"Wivenhoe","17-11-2013","95.8","1115957.97"
"Wivenhoe","18-11-2013","95.9","1116946.62"
"Wivenhoe","19-11-2013","95.8","1115849.43"
"Wivenhoe","20-11-2013","95.6","1114442.37"
"Wivenhoe","21-11-2013","95.6","1114249.32"
"Wivenhoe","22-11-2013","95.6","1113525.81"
"Wivenhoe","23-11-2013","95.6","1113856.42"
"Wivenhoe","24-11-2013","95.7","1115161.76"
"Wivenhoe","25-11-2013","95.7","1115420.86"
"Wivenhoe","26-11-2013","95.7","1114975.85"
"Wivenhoe","27-11-2013","95.4","1111959.04"
"Wivenhoe","28-11-2013","95.4","1111127.48"
"Wivenhoe","29-11-2013","95.4","1112165.12"
"Wivenhoe","30-11-2013","95.6","1113410.31"
"Wivenhoe","01-12-2013","95.3","1110501.66"
"Wivenhoe","02-12-2013","95.3","1109981.02"
"Wivenhoe","03-12-2013","95.2","1109046.89"
"Wivenhoe","04-12-2013","95.2","1108942.04"
"Wivenhoe","05-12-2013","95.1","1108318.9"
"Wivenhoe","06-12-2013","95","1106661"
"Wivenhoe","07-12-2013","94.9","1106245.24"
"Wivenhoe","08-12-2013","94.8","1104280.26"
"Wivenhoe","09-12-2013","94.7","1103866.35"
"Wivenhoe","10-12-2013","94.7","1103141.58"
"Wivenhoe","11-12-2013","94.8","1104255.91"
"Wivenhoe","12-12-2013","94.8","1104481.77"
"Wivenhoe","13-12-2013","94.7","1103241.39"
"Wivenhoe","14-12-2013","94.6","1102518.1"
"Wivenhoe","15-12-2013","94.5","1101690.87"
"Wivenhoe","16-12-2013","94.4","1100556.05"
"Wivenhoe","17-12-2013","94.3","1098289.79"
"Wivenhoe","18-12-2013","94.2","1097363.43"
"Wivenhoe","19-12-2013","94.1","1096643.24"
"Wivenhoe","20-12-2013","94.1","1096231.06"
"Wivenhoe","21-12-2013","93.9","1094587.04"
"Wivenhoe","22-12-2013","93.8","1093560.71"
"Wivenhoe","23-12-2013","93.8","1092739.53"
"Wivenhoe","24-12-2013","93.7","1092123.7"
"Wivenhoe","25-12-2013","93.6","1090689.99"
"Wivenhoe","26-12-2013","93.5","1089870.62"
"Wivenhoe","27-12-2013","93.5","1089052.35"
"Wivenhoe","28-12-2013","93.4","1088234.02"
"Wivenhoe","29-12-2013","93.4","1087823.91"
"Wivenhoe","30-12-2013","93.1","1085071.83"
"Wivenhoe","31-12-2013","93","1084153.71"
"Wivenhoe","01-01-2014","93","1084050.23"
"Wivenhoe","02-01-2014","93","1083743.79"
"Wivenhoe","03-01-2014","93","1083946.18"
"Wivenhoe","04-01-2014","92.9","1082726.11"
"Wivenhoe","05-01-2014","92.6","1079273.49"
"Wivenhoe","06-01-2014","92.7","1080387.59"
"Wivenhoe","07-01-2014","92.6","1078865.16"
"Wivenhoe","08-01-2014","92.5","1077446.95"
"Wivenhoe","09-01-2014","92.4","1076939.71"
"Wivenhoe","10-01-2014","92.5","1077342.32"
"Wivenhoe","11-01-2014","92.4","1076532.71"
"Wivenhoe","12-01-2014","92.3","1075520.3"
"Wivenhoe","13-01-2014","92.1","1073601.13"
"Wivenhoe","14-01-2014","92","1071785.7"
"Wivenhoe","15-01-2014","91.9","1070777.71"
"Wivenhoe","16-01-2014","91.9","1070373.28"
"Wivenhoe","17-01-2014","91.8","1069668.23"
"Wivenhoe","18-01-2014","91.7","1068561.44"
"Wivenhoe","19-01-2014","91.7","1068158.3"
"Wivenhoe","20-01-2014","91.7","1067956.21"
"Wivenhoe","21-01-2014","91.8","1070076.52"
"Wivenhoe","22-01-2014","91.4","1065345.02"
"Wivenhoe","23-01-2014","91.9","1070364.84"
"Wivenhoe","24-01-2014","92.1","1073486.11"
"Wivenhoe","25-01-2014","92","1072477.86"
"Wivenhoe","26-01-2014","92","1071770.49"
"Wivenhoe","27-01-2014","91.9","1070360.34"
"Wivenhoe","28-01-2014","91.8","1070157.9"
"Wivenhoe","29-01-2014","91.7","1068849"
"Wivenhoe","30-01-2014","91.5","1066337.93"
"Wivenhoe","31-01-2014","91.4","1065333.25"
"Wivenhoe","01-02-2014","91.4","1065232.44"
"Wivenhoe","02-02-2014","91.3","1064330.52"
"Wivenhoe","03-02-2014","91.3","1064028.34"
"Wivenhoe","04-02-2014","91.1","1061314.11"
"Wivenhoe","05-02-2014","91","1060215.81"
"Wivenhoe","06-02-2014","91","1060135.32"
"Wivenhoe","07-02-2014","90.9","1059388.78"
"Wivenhoe","08-02-2014","90.9","1058639.32"
"Wivenhoe","09-02-2014","90.8","1058420.71"
"Wivenhoe","10-02-2014","90.7","1057191.31"
"Wivenhoe","11-02-2014","90.7","1057097.03"
"Wivenhoe","12-02-2014","90.6","1056096.65"
"Wivenhoe","13-02-2014","90.7","1056868.43"
"Wivenhoe","14-02-2014","90.4","1053220.72"
"Wivenhoe","15-02-2014","90.3","1052359.3"
"Wivenhoe","16-02-2014","90.3","1052206.38"
"Wivenhoe","17-02-2014","90.2","1051141.97"
"Wivenhoe","18-02-2014","90.1","1049305.07"
"Wivenhoe","19-02-2014","90.3","1052052.9"
"Wivenhoe","20-02-2014","90.3","1052573.15"
"Wivenhoe","21-02-2014","90.3","1052338.55"
"Wivenhoe","22-02-2014","90","1048315.41"
"Wivenhoe","23-02-2014","89.7","1044795.92"
"Wivenhoe","24-02-2014","89.5","1042673.23"
"Wivenhoe","25-02-2014","89.4","1041808.27"
"Wivenhoe","26-02-2014","89.4","1041339.94"
"Wivenhoe","27-02-2014","89.5","1042396.52"
"Wivenhoe","28-02-2014","89.2","1038872.24"
"Wivenhoe","01-03-2014","89.1","1037960.93"
"Wivenhoe","02-03-2014","89","1037038.84"
"Wivenhoe","03-03-2014","89","1036942.91"
"Wivenhoe","04-03-2014","88.9","1035731.05"
"Wivenhoe","05-03-2014","88.8","1035184.84"
"Wivenhoe","06-03-2014","88.7","1033286.57"
"Wivenhoe","07-03-2014","88.6","1031965.84"
"Wivenhoe","08-03-2014","88.5","1030902.19"
"Wivenhoe","09-03-2014","88.4","1029574.68"
"Wivenhoe","10-03-2014","88.3","1028632.69"
"Wivenhoe","11-03-2014","88.2","1028252.48"
"Wivenhoe","12-03-2014","88.2","1027164.59"
"Wivenhoe","13-03-2014","88.4","1030531.33"
"Wivenhoe","14-03-2014","88","1025736.15"
"Wivenhoe","15-03-2014","88","1025110.74"
"Wivenhoe","16-03-2014","87.9","1023742.78"
"Wivenhoe","17-03-2014","88.1","1026744.31"
"Wivenhoe","18-03-2014","87.8","1023442.98"
"Wivenhoe","19-03-2014","87.8","1023082.51"
"Wivenhoe","20-03-2014","87.7","1021884.52"
"Wivenhoe","21-03-2014","87.6","1021033.55"
"Wivenhoe","22-03-2014","87.5","1019009.68"
"Wivenhoe","23-03-2014","87.4","1018163.82"
"Wivenhoe","24-03-2014","87.3","1017414.96"
"Wivenhoe","25-03-2014","87.3","1017794.24"
"Wivenhoe","26-03-2014","87.4","1018839.36"
"Wivenhoe","27-03-2014","88.4","1029696.97"
"Wivenhoe","28-03-2014","89.9","1047708.51"
"Wivenhoe","29-03-2014","90.9","1058919.08"
"Wivenhoe","30-03-2014","91.4","1065486.37"
"Wivenhoe","31-03-2014","92","1072552.96"
"Wivenhoe","01-04-2014","92.3","1075806.73"
"Wivenhoe","02-04-2014","92.3","1075479.73"
"Wivenhoe","03-04-2014","92.1","1073531.89"
"Wivenhoe","04-04-2014","92.1","1073211.23"
"Wivenhoe","05-04-2014","92.1","1073412.97"
"Wivenhoe","06-04-2014","92.3","1075475.83"
"Wivenhoe","07-04-2014","92.1","1073508.09"
"Wivenhoe","08-04-2014","92.1","1072766.81"
"Wivenhoe","09-04-2014","92","1072250.78"
"Wivenhoe","10-04-2014","92","1072435.3"
"Wivenhoe","11-04-2014","92.2","1074876.78"
"Wivenhoe","12-04-2014","92.1","1072750.59"
"Wivenhoe","13-04-2014","91.8","1069840.41"
"Wivenhoe","14-04-2014","92.1","1073389.23"
"Wivenhoe","15-04-2014","92.2","1074269"
"Wivenhoe","16-04-2014","92.5","1077668.7"
"Wivenhoe","17-04-2014","92.6","1079313.5"
"Wivenhoe","18-04-2014","92.6","1079412.94"
"Wivenhoe","19-04-2014","92.6","1078538.53"
"Wivenhoe","20-04-2014","92.5","1078133.43"
"Wivenhoe","21-04-2014","92.5","1077515.07"
"Wivenhoe","22-04-2014","92.4","1076812.59"
"Wivenhoe","23-04-2014","92.4","1076306.21"
"Wivenhoe","24-04-2014","92.3","1075878.03"
"Wivenhoe","25-04-2014","92.3","1074944.92"
"Wivenhoe","26-04-2014","92.2","1074736.99"
"Wivenhoe","27-04-2014","92.2","1073876.03"
"Wivenhoe","28-04-2014","92.1","1073620.8"
"Wivenhoe","29-04-2014","92.3","1075176.58"
"Wivenhoe","30-04-2014","92.1","1073457.69"
"Wivenhoe","01-05-2014","92","1071942.68"
"Wivenhoe","02-05-2014","92.2","1073855.46"
"Wivenhoe","03-05-2014","92.2","1073852.95"
"Wivenhoe","04-05-2014","92","1071934.37"
"Wivenhoe","05-05-2014","91.8","1069415.3"
"Wivenhoe","06-05-2014","91.7","1068407.46"
"Wivenhoe","07-05-2014","91.7","1068203.78"
"Wivenhoe","08-05-2014","91.6","1066895.84"
"Wivenhoe","09-05-2014","91.5","1066391.47"
"Wivenhoe","10-05-2014","91.5","1066087.84"
"Wivenhoe","11-05-2014","91.4","1065583.79"
"Wivenhoe","12-05-2014","91.4","1064979.75"
"Wivenhoe","13-05-2014","91.3","1064275.88"
"Wivenhoe","14-05-2014","91.3","1063672.49"
"Wivenhoe","15-05-2014","91.3","1063869.92"
"Wivenhoe","16-05-2014","91.3","1063967.27"
"Wivenhoe","17-05-2014","91.2","1062663.83"
"Wivenhoe","18-05-2014","91","1060363.24"
"Wivenhoe","19-05-2014","90.9","1059761.77"
"Wivenhoe","20-05-2014","91","1060257.94"
"Wivenhoe","21-05-2014","90.9","1059756.28"
"Wivenhoe","22-05-2014","90.9","1059454.29"
"Wivenhoe","23-05-2014","91","1060948.54"
"Wivenhoe","24-05-2014","90.8","1058252.53"
"Wivenhoe","25-05-2014","90.8","1057851.29"
"Wivenhoe","26-05-2014","90.8","1057649.35"
"Wivenhoe","27-05-2014","90.7","1057347.87"
"Wivenhoe","28-05-2014","90.7","1057146.02"
"Wivenhoe","29-05-2014","90.7","1056446.62"
"Wivenhoe","30-05-2014","90.6","1055847.05"
"Wivenhoe","31-05-2014","90.6","1055546.02"
"Wivenhoe","01-06-2014","90.6","1055344.45"
"Wivenhoe","02-06-2014","90.6","1055242.32"
"Wivenhoe","03-06-2014","90.5","1054444.65"
"Wivenhoe","04-06-2014","90.4","1053250.48"
"Wivenhoe","05-06-2014","90.4","1053148.52"
"Wivenhoe","06-06-2014","90.3","1052748.93"
"Wivenhoe","07-06-2014","90.3","1051655.49"
"Wivenhoe","08-06-2014","90.3","1051652.77"
"Wivenhoe","09-06-2014","90.1","1050461.27"
"Wivenhoe","10-06-2014","90.1","1049864.59"
"Wivenhoe","11-06-2014","90.1","1050257.81"
"Wivenhoe","12-06-2014","90.1","1050156.09"
"Wivenhoe","13-06-2014","90.1","1050153.37"
"Wivenhoe","14-06-2014","90.1","1049358.96"
"Wivenhoe","15-06-2014","89.8","1046786.7"
"Wivenhoe","16-06-2014","89.8","1046586.54"
"Wivenhoe","17-06-2014","89.8","1046090.37"
"Wivenhoe","18-06-2014","89.7","1045791.67"
"Wivenhoe","19-06-2014","89.7","1045493.05"
"Wivenhoe","20-06-2014","89.7","1045490.34"
"Wivenhoe","21-06-2014","89.7","1045487.63"
"Wivenhoe","22-06-2014","89.7","1045484.92"
"Wivenhoe","23-06-2014","89.7","1044693.45"
"Wivenhoe","24-06-2014","89.7","1044789.31"
"Wivenhoe","25-06-2014","89.5","1043308.9"
"Wivenhoe","26-06-2014","89.5","1043109.3"
"Wivenhoe","27-06-2014","89.4","1042024.21"
"Wivenhoe","28-06-2014","89.5","1042611.78"
"Wivenhoe","29-06-2014","89.4","1041723.77"
"Wivenhoe","30-06-2014","89.3","1040443.39"
"Wivenhoe","01-07-2014","89.3","1040047.81"
"Wivenhoe","02-07-2014","89.2","1039456.03"
"Wivenhoe","03-07-2014","89.2","1038864.52"
"Wivenhoe","04-07-2014","89","1037195"
"Wivenhoe","05-07-2014","88.9","1035625.51"
"Wivenhoe","06-07-2014","88.8","1035133.59"
"Wivenhoe","07-07-2014","88.8","1034739.66"
"Wivenhoe","08-07-2014","88.7","1034052.58"
"Wivenhoe","09-07-2014","88.7","1034049.89"
"Wivenhoe","10-07-2014","88.7","1033070.15"
"Wivenhoe","11-07-2014","88.6","1032091.83"
"Wivenhoe","12-07-2014","88.5","1031311.34"
"Wivenhoe","13-07-2014","88.4","1030141.51"
"Wivenhoe","14-07-2014","88.5","1031116.29"
"Wivenhoe","15-07-2014","88.5","1030921.27"
"Wivenhoe","16-07-2014","88.4","1030433.86"
"Wivenhoe","17-07-2014","88.4","1030141.51"
"Wivenhoe","18-07-2014","88.4","1029557"
"Wivenhoe","19-07-2014","88.3","1028778.09"
"Wivenhoe","20-07-2014","88.3","1028388.82"
"Wivenhoe","21-07-2014","88.2","1027610.64"
"Wivenhoe","22-07-2014","88.2","1027416.18"
"Wivenhoe","23-07-2014","88.1","1026832.96"
"Wivenhoe","24-07-2014","88.1","1026541.46"
"Wivenhoe","25-07-2014","88","1025958.66"
"Wivenhoe","26-07-2014","88.1","1026347.16"
"Wivenhoe","27-07-2014","87.9","1024405.88"
"Wivenhoe","28-07-2014","87.9","1024211.93"
"Wivenhoe","29-07-2014","87.8","1023533.32"
"Wivenhoe","30-07-2014","87.8","1023145.72"
"Wivenhoe","31-07-2014","87.8","1022661.39"
"Wivenhoe","01-08-2014","87.6","1021209.58"
"Wivenhoe","02-08-2014","87.5","1019759.53"
"Wivenhoe","03-08-2014","87.5","1019083.45"
"Wivenhoe","04-08-2014","87.5","1019373.15"
"Wivenhoe","05-08-2014","87.4","1018697.28"
"Wivenhoe","06-08-2014","87.4","1018600.76"
"Wivenhoe","07-08-2014","87.4","1018504.25"
"Wivenhoe","08-08-2014","87.5","1019856.14"
"Wivenhoe","09-08-2014","87.5","1019373.15"
"Wivenhoe","10-08-2014","87.1","1014842.66"
"Wivenhoe","11-08-2014","86.8","1011480.34"
"Wivenhoe","12-08-2014","86.8","1011000.81"
"Wivenhoe","13-08-2014","86.7","1010329.81"
"Wivenhoe","14-08-2014","86.7","1009850.76"
"Wivenhoe","15-08-2014","86.7","1009850.76"
"Wivenhoe","16-08-2014","86.8","1011960.07"
"Wivenhoe","17-08-2014","86.9","1012152.02"
"Wivenhoe","18-08-2014","86.8","1011960.07"
"Wivenhoe","19-08-2014","86.7","1010713.19"
"Wivenhoe","20-08-2014","86.7","1010042.36"
"Wivenhoe","21-08-2014","86.6","1008988.97"
"Wivenhoe","22-08-2014","86.6","1009659.2"
"Wivenhoe","23-08-2014","86.8","1011384.42"
"Wivenhoe","24-08-2014","86.8","1011192.6"
"Wivenhoe","25-08-2014","86.7","1010329.81"
"Wivenhoe","26-08-2014","86.7","1010713.19"
"Wivenhoe","27-08-2014","86.7","1010329.81"
"Wivenhoe","28-08-2014","86.6","1008893.26"
"Wivenhoe","29-08-2014","86.6","1009371.91"
"Wivenhoe","30-08-2014","86.5","1008510.48"
"Wivenhoe","31-08-2014","86.5","1008032.19"
"Wivenhoe","01-09-2014","86.5","1007649.69"
"Wivenhoe","02-09-2014","86.4","1006311.95"
"Wivenhoe","03-09-2014","86.7","1010329.81"
"Wivenhoe","04-09-2014","86.6","1009180.43"
"Wivenhoe","05-09-2014","86.5","1008510.48"
"Wivenhoe","06-09-2014","86.5","1007458.49"
"Wivenhoe","07-09-2014","86.3","1005548.22"
"Wivenhoe","08-09-2014","86.3","1005261.95"
"Wivenhoe","09-09-2014","86.3","1005357.36"
"Wivenhoe","10-09-2014","86.3","1005739.1"
"Wivenhoe","11-09-2014","86.3","1006025.49"
"Wivenhoe","12-09-2014","86.3","1005166.54"
"Wivenhoe","13-09-2014","86.1","1002783.86"
"Wivenhoe","14-09-2014","86.1","1002879.07"
"Wivenhoe","15-09-2014","86","1002022.42"
"Wivenhoe","16-09-2014","85.9","1001451.66"
"Wivenhoe","17-09-2014","85.9","1001261.47"
"Wivenhoe","18-09-2014","85.8","1000215.96"
"Wivenhoe","19-09-2014","85.8","999930.98"
"Wivenhoe","20-09-2014","85.7","998222.55"
"Wivenhoe","21-09-2014","85.5","996611.26"
"Wivenhoe","22-09-2014","85.4","995380.56"
"Wivenhoe","23-09-2014","85.4","995475.19"
"Wivenhoe","24-09-2014","85.3","994434.73"
"Wivenhoe","25-09-2014","85.4","994907.55"
"Wivenhoe","26-09-2014","85.3","993867.58"
"Wivenhoe","27-09-2014","85.1","991884.65"
"Wivenhoe","28-09-2014","85.1","991413"
"Wivenhoe","29-09-2014","85.1","991130.09"
"Wivenhoe","30-09-2014","85","990470.24"
"Wivenhoe","01-10-2014","84.8","987740.34"
"Wivenhoe","02-10-2014","84.9","988775.11"
"Wivenhoe","03-10-2014","84.8","988022.46"
"Wivenhoe","04-10-2014","84.7","987364.27"
"Wivenhoe","05-10-2014","84.7","986988.32"
"Wivenhoe","06-10-2014","84.6","986048.95"
"Wivenhoe","07-10-2014","84.6","985391.82"
"Wivenhoe","08-10-2014","84.4","983891.11"
"Wivenhoe","09-10-2014","84.3","982860.44"
"Wivenhoe","10-10-2014","84.3","982392.24"
"Wivenhoe","11-10-2014","84.2","981362.82"
"Wivenhoe","12-10-2014","84.2","980895.19"
"Wivenhoe","13-10-2014","84.3","982205"
"Wivenhoe","14-10-2014","84.1","979867.02"
"Wivenhoe","15-10-2014","83.9","977533.49"
"Wivenhoe","16-10-2014","83.8","976880.89"
"Wivenhoe","17-10-2014","83.7","974925.19"
"Wivenhoe","18-10-2014","83.6","974646.06"
"Wivenhoe","19-10-2014","83.6","973809.05"
"Wivenhoe","20-10-2014","83.5","972508.17"
"Wivenhoe","21-10-2014","83.4","971394.23"
"Wivenhoe","22-10-2014","83.4","972136.74"
"Wivenhoe","23-10-2014","83.4","971579.81"
"Wivenhoe","24-10-2014","83.3","971115.9"
"Wivenhoe","25-10-2014","83.3","970466.72"
"Wivenhoe","26-10-2014","82.9","966394.05"
"Wivenhoe","27-10-2014","83.6","974273.98"
"Wivenhoe","28-10-2014","83.2","969169.39"
"Wivenhoe","29-10-2014","82.8","964824.15"
"Wivenhoe","30-10-2014","82.6","962242.85"
"Wivenhoe","31-10-2014","82.5","961874.54"
"Wivenhoe","01-11-2014","82.5","960862.27"
"Wivenhoe","02-11-2014","82.3","959115.81"
"Wivenhoe","03-11-2014","82.1","957096.75"
"Wivenhoe","04-11-2014","82.1","956271.75"
"Wivenhoe","05-11-2014","82","955355.74"
"Wivenhoe","06-11-2014","82","955081.08"
"Wivenhoe","07-11-2014","81.9","954074.52"
"Wivenhoe","08-11-2014","81.8","952886.05"
"Wivenhoe","09-11-2014","81.7","952155.28"
"Wivenhoe","10-11-2014","81.7","951516.22"
"Wivenhoe","11-11-2014","81.4","947962.04"
"Wivenhoe","12-11-2014","81.4","947962.04"
"Wivenhoe","13-11-2014","81.3","946961.52"
"Wivenhoe","14-11-2014","81.1","945235.35"
"Wivenhoe","15-11-2014","81.4","948053.04"
"Wivenhoe","16-11-2014","80.8","942062.22"
"Wivenhoe","17-11-2014","80.7","940704.96"
"Wivenhoe","18-11-2014","80.7","940433.69"
"Wivenhoe","19-11-2014","80.6","939349.27"
"Wivenhoe","20-11-2014","80.6","939258.95"
"Wivenhoe","21-11-2014","80.9","943149.18"
"Wivenhoe","22-11-2014","80.6","939439.6"
"Wivenhoe","23-11-2014","80.5","937724.53"
"Wivenhoe","24-11-2014","80.5","937634.33"
"Wivenhoe","25-11-2014","80.8","940976.28"
"Wivenhoe","26-11-2014","80.5","937814.74"
"Wivenhoe","27-11-2014","80","931786.54"
"Wivenhoe","28-11-2014","79.9","930530.87"
"Wivenhoe","29-11-2014","79.8","929634.8"
"Wivenhoe","30-11-2014","79.7","929187.02"
"Wivenhoe","01-12-2014","79.6","928113.06"
"Wivenhoe","02-12-2014","79.6","927040.09"
"Wivenhoe","03-12-2014","79.5","926236.02"
"Wivenhoe","04-12-2014","79.4","925075.57"
"Wivenhoe","05-12-2014","79.5","926325.33"
"Wivenhoe","06-12-2014","79.5","926414.66"
"Wivenhoe","07-12-2014","79.4","925075.57"
"Wivenhoe","08-12-2014","79.3","924094.56"
"Wivenhoe","09-12-2014","79.4","925164.8"
"Wivenhoe","10-12-2014","79.6","927576.45"
"Wivenhoe","11-12-2014","79.7","928291.98"
"Wivenhoe","12-12-2014","79.8","930261.98"
"Wivenhoe","13-12-2014","79.7","928560.42"
"Wivenhoe","14-12-2014","79.7","929187.02"
"Wivenhoe","15-12-2014","79.7","928291.98"
"Wivenhoe","16-12-2014","79.7","928649.91"
"Wivenhoe","17-12-2014","79.8","930082.75"
"Wivenhoe","18-12-2014","79.9","930710.17"
"Wivenhoe","19-12-2014","79.7","928828.92"
"Wivenhoe","20-12-2014","79.5","926861.36"
"Wivenhoe","21-12-2014","79.5","926414.66"
"Wivenhoe","22-12-2014","79.4","925432.51"
"Wivenhoe","23-12-2014","79.4","924629.56"
"Wivenhoe","24-12-2014","79.3","924005.42"
"Wivenhoe","25-12-2014","79.2","923114.39"
"Wivenhoe","26-12-2014","79","920712.02"
"Wivenhoe","27-12-2014","78.9","919113.22"
"Wivenhoe","28-12-2014","78.9","919912.34"
"Wivenhoe","29-12-2014","79","921067.61"
"Wivenhoe","30-12-2014","79","920534.27"
"Wivenhoe","31-12-2014","79","920090"
"Wivenhoe","01-01-2015","78.9","919379.53"
"Wivenhoe","02-01-2015","78.8","918492.06"
"Wivenhoe","03-01-2015","78.9","919468.32"
"Wivenhoe","04-01-2015","78.9","918846.97"
"Wivenhoe","05-01-2015","78.8","917959.91"
"Wivenhoe","06-01-2015","78.7","917428"
"Wivenhoe","07-01-2015","78.6","916276.38"
"Wivenhoe","08-01-2015","78.6","916187.84"
"Wivenhoe","09-01-2015","78.6","915656.76"
"Wivenhoe","10-01-2015","78.3","912916.76"
"Wivenhoe","11-01-2015","78.3","912828.49"
"Wivenhoe","12-01-2015","78.2","911769.7"
"Wivenhoe","13-01-2015","78.2","911681.51"
"Wivenhoe","14-01-2015","78.2","911416.99"
"Wivenhoe","15-01-2015","78.2","911593.33"
"Wivenhoe","16-01-2015","78.5","915125.92"
"Wivenhoe","17-01-2015","78","908511.35"
"Wivenhoe","18-01-2015","77.9","907280.93"
"Wivenhoe","19-01-2015","77.7","905087.11"
"Wivenhoe","20-01-2015","77.8","906227.36"
"Wivenhoe","21-01-2015","77.7","904999.45"
"Wivenhoe","22-01-2015","77.6","903948.04"
"Wivenhoe","23-01-2015","78","909039.09"
"Wivenhoe","24-01-2015","78.6","915479.79"
"Wivenhoe","25-01-2015","78.6","916364.93"
"Wivenhoe","26-01-2015","79.2","922491.07"
"Wivenhoe","27-01-2015","78.9","919379.53"
"Wivenhoe","28-01-2015","78.6","916364.93"
"Wivenhoe","29-01-2015","78.6","916276.38"
"Wivenhoe","30-01-2015","78.6","915922.27"
"Wivenhoe","31-01-2015","78.5","915214.38"
"Wivenhoe","01-02-2015","78.4","914064.99"
"Wivenhoe","02-02-2015","78.3","911946.1"
"Wivenhoe","03-02-2015","78.2","911593.33"
"Wivenhoe","04-02-2015","78.2","910711.91"
"Wivenhoe","05-02-2015","78.1","909479.07"
"Wivenhoe","06-02-2015","78","908423.42"
"Wivenhoe","07-02-2015","77.9","907632.34"
"Wivenhoe","08-02-2015","77.8","907105.27"
"Wivenhoe","09-02-2015","77.8","906929.63"
"Wivenhoe","10-02-2015","77.8","906139.6"
"Wivenhoe","11-02-2015","77.7","905350.14"
"Wivenhoe","12-02-2015","77.6","904298.4"
"Wivenhoe","13-02-2015","77.6","904035.62"
"Wivenhoe","14-02-2015","77.5","902722.65"
"Wivenhoe","15-02-2015","77.4","901848.2"
"Wivenhoe","16-02-2015","77.1","898444.5"
"Wivenhoe","17-02-2015","77.1","897834.7"
"Wivenhoe","18-02-2015","77","896964.14"
"Wivenhoe","19-02-2015","77","897573.46"
"Wivenhoe","20-02-2015","79.8","929366.11"
"Wivenhoe","21-02-2015","86.7","1009946.56"
"Wivenhoe","22-02-2015","93.4","1087969.98"
"Wivenhoe","23-02-2015","94.9","1106364.89"
"Wivenhoe","24-02-2015","95.3","1110820.5"
"Wivenhoe","25-02-2015","95.4","1111339.48"
"Wivenhoe","26-02-2015","95.4","1111443.3"
"Wivenhoe","27-02-2015","95.9","1117373.08"
"Wivenhoe","28-02-2015","95.9","1117164.62"
"Wivenhoe","01-03-2015","95.9","1117373.08"
"Wivenhoe","02-03-2015","96","1118520.17"
"Wivenhoe","03-03-2015","95.9","1117894.37"
"Wivenhoe","04-03-2015","95.9","1117685.83"
"Wivenhoe","05-03-2015","96.1","1119250.59"
"Wivenhoe","06-03-2015","95.8","1116018.58"
"Wivenhoe","07-03-2015","95.8","1116122.73"
"Wivenhoe","08-03-2015","95.8","1115914.44"
"Wivenhoe","09-03-2015","95.5","1113313.29"
"Wivenhoe","10-03-2015","95.4","1112066.37"
"Wivenhoe","11-03-2015","95.3","1110716.72"
"Wivenhoe","12-03-2015","95.1","1108331.95"
"Wivenhoe","13-03-2015","95","1107503.38"
"Wivenhoe","14-03-2015","95","1107296.32"
"Wivenhoe","15-03-2015","94.9","1105330.69"
"Wivenhoe","16-03-2015","94.6","1102748.49"
"Wivenhoe","17-03-2015","94.6","1102026.34"
"Wivenhoe","18-03-2015","94.6","1101923.2"
"Wivenhoe","19-03-2015","94.4","1099656.18"
"Wivenhoe","20-03-2015","94.4","1099768.62"
"Wivenhoe","21-03-2015","94.9","1105571.8"
"Wivenhoe","22-03-2015","95","1107097.21"
"Wivenhoe","23-03-2015","95.1","1108432.37"
"Wivenhoe","24-03-2015","95.2","1109049.37"
