"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"France (FR)","01.01.2015 00:00 - 01.01.2015 01:00 (UTC)","193","n/e","n/e","2515","1577","274","n/e","n/e","n/e","11","","4229","3732","n/e","57945","n/e","n/e","0","281","n/e","1383"
"France (FR)","01.01.2015 01:00 - 01.01.2015 02:00 (UTC)","193","n/e","n/e","2452","1416","273","n/e","n/e","n/e","14","","4007","3046","n/e","57652","n/e","n/e","0","281","n/e","1464"
"France (FR)","01.01.2015 02:00 - 01.01.2015 03:00 (UTC)","193","n/e","n/e","2345","1132","274","n/e","n/e","n/e","326","","3787","1726","n/e","57583","n/e","n/e","0","282","n/e","1543"
"France (FR)","01.01.2015 03:00 - 01.01.2015 04:00 (UTC)","193","n/e","n/e","2344","770","276","n/e","n/e","n/e","1488","","3654","810","n/e","57551","n/e","n/e","0","281","n/e","1579"
"France (FR)","01.01.2015 04:00 - 01.01.2015 05:00 (UTC)","193","n/e","n/e","2340","861","277","n/e","n/e","n/e","2361","","3594","1090","n/e","57465","n/e","n/e","0","277","n/e","1482"
"France (FR)","01.01.2015 05:00 - 01.01.2015 06:00 (UTC)","193","n/e","n/e","2318","1067","277","n/e","n/e","n/e","2131","","3416","1269","n/e","57683","n/e","n/e","0","279","n/e","1387"
"France (FR)","01.01.2015 06:00 - 01.01.2015 07:00 (UTC)","194","n/e","n/e","2357","1083","276","n/e","n/e","n/e","2096","","3283","1086","n/e","57384","n/e","n/e","0","278","n/e","1583"
"France (FR)","01.01.2015 07:00 - 01.01.2015 08:00 (UTC)","198","n/e","n/e","2385","965","277","n/e","n/e","n/e","2534","","3472","916","n/e","56839","n/e","n/e","59","275","n/e","1814"
"France (FR)","01.01.2015 08:00 - 01.01.2015 09:00 (UTC)","205","n/e","n/e","2382","984","279","n/e","n/e","n/e","2741","","3681","803","n/e","57017","n/e","n/e","385","274","n/e","1936"
"France (FR)","01.01.2015 09:00 - 01.01.2015 10:00 (UTC)","205","n/e","n/e","2364","1091","278","n/e","n/e","n/e","2221","","3798","819","n/e","57458","n/e","n/e","1053","276","n/e","1927"
"France (FR)","01.01.2015 10:00 - 01.01.2015 11:00 (UTC)","204","n/e","n/e","2355","1052","278","n/e","n/e","n/e","1629","","3889","1095","n/e","57479","n/e","n/e","1635","278","n/e","1846"
"France (FR)","01.01.2015 11:00 - 01.01.2015 12:00 (UTC)","204","n/e","n/e","2352","1052","275","n/e","n/e","n/e","1300","","4007","1699","n/e","57840","n/e","n/e","1883","277","n/e","1768"
"France (FR)","01.01.2015 12:00 - 01.01.2015 13:00 (UTC)","204","n/e","n/e","2343","1008","273","n/e","n/e","n/e","626","","3718","960","n/e","57501","n/e","n/e","1857","274","n/e","1715"
"France (FR)","01.01.2015 13:00 - 01.01.2015 14:00 (UTC)","204","n/e","n/e","2330","998","274","n/e","n/e","n/e","1389","","3483","610","n/e","57133","n/e","n/e","1516","278","n/e","1693"
"France (FR)","01.01.2015 14:00 - 01.01.2015 15:00 (UTC)","204","n/e","n/e","2324","1038","276","n/e","n/e","n/e","2645","","3418","598","n/e","57388","n/e","n/e","911","277","n/e","1697"
"France (FR)","01.01.2015 15:00 - 01.01.2015 16:00 (UTC)","205","n/e","n/e","2319","1093","276","n/e","n/e","n/e","2140","","3378","660","n/e","57643","n/e","n/e","300","278","n/e","1938"
"France (FR)","01.01.2015 16:00 - 01.01.2015 17:00 (UTC)","205","n/e","n/e","2350","1176","275","n/e","n/e","n/e","251","","3678","3006","n/e","58011","n/e","n/e","39","279","n/e","2301"
"France (FR)","01.01.2015 17:00 - 01.01.2015 18:00 (UTC)","205","n/e","n/e","2363","1162","274","n/e","n/e","n/e","15","","4530","5744","n/e","58080","n/e","n/e","0","278","n/e","2672"
"France (FR)","01.01.2015 18:00 - 01.01.2015 19:00 (UTC)","205","n/e","n/e","2358","1233","274","n/e","n/e","n/e","1","","4926","6382","n/e","58246","n/e","n/e","0","279","n/e","3017"
"France (FR)","01.01.2015 19:00 - 01.01.2015 20:00 (UTC)","205","n/e","n/e","2397","1202","274","n/e","n/e","n/e","1","","4817","5380","n/e","58257","n/e","n/e","0","281","n/e","3289"
"France (FR)","01.01.2015 20:00 - 01.01.2015 21:00 (UTC)","205","n/e","n/e","2591","1165","275","n/e","n/e","n/e","11","","4830","3513","n/e","58192","n/e","n/e","0","279","n/e","3496"
"France (FR)","01.01.2015 21:00 - 01.01.2015 22:00 (UTC)","205","n/e","n/e","2735","1175","274","n/e","n/e","n/e","13","","4764","4193","n/e","58194","n/e","n/e","0","279","n/e","3619"
"France (FR)","01.01.2015 22:00 - 01.01.2015 23:00 (UTC)","205","n/e","n/e","2748","943","273","n/e","n/e","n/e","11","","4395","3041","n/e","58077","n/e","n/e","0","282","n/e","3887"
"France (FR)","01.01.2015 23:00 - 02.01.2015 00:00 (UTC)","205","n/e","n/e","2570","971","274","n/e","n/e","n/e","82","","3685","1773","n/e","58012","n/e","n/e","0","282","n/e","3971"
"France (FR)","02.01.2015 00:00 - 02.01.2015 01:00 (UTC)","205","n/e","n/e","2357","1001","274","n/e","n/e","n/e","588","","3178","1172","n/e","57865","n/e","n/e","0","282","n/e","4022"
"France (FR)","02.01.2015 01:00 - 02.01.2015 02:00 (UTC)","205","n/e","n/e","2342","992","274","n/e","n/e","n/e","1014","","2836","903","n/e","57838","n/e","n/e","0","282","n/e","4034"
"France (FR)","02.01.2015 02:00 - 02.01.2015 03:00 (UTC)","204","n/e","n/e","2342","750","274","n/e","n/e","n/e","2896","","2792","533","n/e","57416","n/e","n/e","0","282","n/e","4223"
"France (FR)","02.01.2015 03:00 - 02.01.2015 04:00 (UTC)","205","n/e","n/e","2340","699","274","n/e","n/e","n/e","3263","","2799","430","n/e","57040","n/e","n/e","0","282","n/e","4433"
"France (FR)","02.01.2015 04:00 - 02.01.2015 05:00 (UTC)","205","n/e","n/e","2342","736","275","n/e","n/e","n/e","3284","","2865","350","n/e","57368","n/e","n/e","0","283","n/e","4504"
"France (FR)","02.01.2015 05:00 - 02.01.2015 06:00 (UTC)","203","n/e","n/e","2290","1147","275","n/e","n/e","n/e","2931","","3023","716","n/e","58084","n/e","n/e","0","280","n/e","4490"
"France (FR)","02.01.2015 06:00 - 02.01.2015 07:00 (UTC)","203","n/e","n/e","2321","1575","273","n/e","n/e","n/e","1417","","3200","1452","n/e","58080","n/e","n/e","0","278","n/e","4425"
"France (FR)","02.01.2015 07:00 - 02.01.2015 08:00 (UTC)","201","n/e","n/e","2570","1784","276","n/e","n/e","n/e","14","","3667","3013","n/e","58041","n/e","n/e","57","279","n/e","4247"
"France (FR)","02.01.2015 08:00 - 02.01.2015 09:00 (UTC)","200","n/e","n/e","2594","1945","276","n/e","n/e","n/e","1","","4224","3975","n/e","58459","n/e","n/e","331","275","n/e","3843"
"France (FR)","02.01.2015 09:00 - 02.01.2015 10:00 (UTC)","201","n/e","n/e","2596","2276","274","n/e","n/e","n/e","1","","4554","4344","n/e","58590","n/e","n/e","842","276","n/e","3518"
"France (FR)","02.01.2015 10:00 - 02.01.2015 11:00 (UTC)","204","n/e","n/e","2612","2433","276","n/e","n/e","n/e","1","","4880","4563","n/e","58589","n/e","n/e","1271","271","n/e","3270"
"France (FR)","02.01.2015 11:00 - 02.01.2015 12:00 (UTC)","205","n/e","n/e","2603","2427","275","n/e","n/e","n/e","1","","4941","5375","n/e","58605","n/e","n/e","1397","268","n/e","3083"
"France (FR)","02.01.2015 12:00 - 02.01.2015 13:00 (UTC)","205","n/e","n/e","2601","2345","274","n/e","n/e","n/e","4","","4577","3989","n/e","58552","n/e","n/e","1360","275","n/e","2771"
"France (FR)","02.01.2015 13:00 - 02.01.2015 14:00 (UTC)","205","n/e","n/e","2602","2339","285","n/e","n/e","n/e","77","","4035","3223","n/e","58509","n/e","n/e","1119","275","n/e","2381"
"France (FR)","02.01.2015 14:00 - 02.01.2015 15:00 (UTC)","204","n/e","n/e","2595","2333","285","n/e","n/e","n/e","530","","3987","3120","n/e","57740","n/e","n/e","639","279","n/e","2162"
"France (FR)","02.01.2015 15:00 - 02.01.2015 16:00 (UTC)","204","n/e","n/e","2671","2272","284","n/e","n/e","n/e","377","","4314","3249","n/e","57630","n/e","n/e","203","276","n/e","1877"
"France (FR)","02.01.2015 16:00 - 02.01.2015 17:00 (UTC)","202","n/e","n/e","2825","2336","283","n/e","n/e","n/e","42","","4884","5212","n/e","58070","n/e","n/e","36","276","n/e","1692"
"France (FR)","02.01.2015 17:00 - 02.01.2015 18:00 (UTC)","202","n/e","n/e","3059","2336","285","n/e","n/e","n/e","52","","5462","6932","n/e","58487","n/e","n/e","0","277","n/e","1605"
"France (FR)","02.01.2015 18:00 - 02.01.2015 19:00 (UTC)","202","n/e","n/e","3060","2240","285","n/e","n/e","n/e","13","","5481","7094","n/e","58593","n/e","n/e","0","283","n/e","1488"
"France (FR)","02.01.2015 19:00 - 02.01.2015 20:00 (UTC)","202","n/e","n/e","3029","2255","274","n/e","n/e","n/e","3","","5194","5479","n/e","58620","n/e","n/e","0","282","n/e","1367"
"France (FR)","02.01.2015 20:00 - 02.01.2015 21:00 (UTC)","202","n/e","n/e","3021","2136","275","n/e","n/e","n/e","18","","4821","3591","n/e","58621","n/e","n/e","0","281","n/e","1192"
"France (FR)","02.01.2015 21:00 - 02.01.2015 22:00 (UTC)","202","n/e","n/e","3086","2009","275","n/e","n/e","n/e","15","","4831","3930","n/e","58623","n/e","n/e","0","282","n/e","1088"
"France (FR)","02.01.2015 22:00 - 02.01.2015 23:00 (UTC)","202","n/e","n/e","3099","1977","275","n/e","n/e","n/e","15","","4558","4450","n/e","58525","n/e","n/e","0","284","n/e","1038"
"France (FR)","02.01.2015 23:00 - 03.01.2015 00:00 (UTC)","202","n/e","n/e","2673","1538","275","n/e","n/e","n/e","50","","4492","2422","n/e","58133","n/e","n/e","0","285","n/e","1168"
"France (FR)","03.01.2015 00:00 - 03.01.2015 01:00 (UTC)","202","n/e","n/e","2297","1086","274","n/e","n/e","n/e","440","","4042","1601","n/e","58167","n/e","n/e","0","285","n/e","1278"
"France (FR)","03.01.2015 01:00 - 03.01.2015 02:00 (UTC)","202","n/e","n/e","2290","1040","274","n/e","n/e","n/e","768","","3723","1239","n/e","57894","n/e","n/e","0","285","n/e","1376"
"France (FR)","03.01.2015 02:00 - 03.01.2015 03:00 (UTC)","202","n/e","n/e","2299","850","274","n/e","n/e","n/e","2189","","3345","831","n/e","56997","n/e","n/e","0","285","n/e","1606"
"France (FR)","03.01.2015 03:00 - 03.01.2015 04:00 (UTC)","202","n/e","n/e","2312","801","275","n/e","n/e","n/e","3057","","3075","617","n/e","56636","n/e","n/e","0","285","n/e","1905"
"France (FR)","03.01.2015 04:00 - 03.01.2015 05:00 (UTC)","202","n/e","n/e","2291","809","275","n/e","n/e","n/e","2825","","3007","673","n/e","56850","n/e","n/e","0","284","n/e","2182"
"France (FR)","03.01.2015 05:00 - 03.01.2015 06:00 (UTC)","202","n/e","n/e","2283","905","275","n/e","n/e","n/e","2152","","3103","783","n/e","57229","n/e","n/e","0","282","n/e","2344"
"France (FR)","03.01.2015 06:00 - 03.01.2015 07:00 (UTC)","202","n/e","n/e","2302","908","274","n/e","n/e","n/e","1942","","3335","882","n/e","57056","n/e","n/e","0","282","n/e","2744"
"France (FR)","03.01.2015 07:00 - 03.01.2015 08:00 (UTC)","201","n/e","n/e","2291","973","274","n/e","n/e","n/e","1753","","3831","1145","n/e","57674","n/e","n/e","52","280","n/e","3217"
"France (FR)","03.01.2015 08:00 - 03.01.2015 09:00 (UTC)","202","n/e","n/e","2250","1174","274","n/e","n/e","n/e","1026","","4327","1505","n/e","57905","n/e","n/e","275","278","n/e","3846"
"France (FR)","03.01.2015 09:00 - 03.01.2015 10:00 (UTC)","202","n/e","n/e","2235","1413","275","n/e","n/e","n/e","868","","4651","1674","n/e","58014","n/e","n/e","693","278","n/e","4216"
"France (FR)","03.01.2015 10:00 - 03.01.2015 11:00 (UTC)","202","n/e","n/e","2223","1585","275","n/e","n/e","n/e","1063","","4675","2233","n/e","57944","n/e","n/e","1025","281","n/e","4683"
"France (FR)","03.01.2015 11:00 - 03.01.2015 12:00 (UTC)","201","n/e","n/e","2201","1723","274","n/e","n/e","n/e","451","","4707","2361","n/e","57871","n/e","n/e","1183","283","n/e","5302"
"France (FR)","03.01.2015 12:00 - 03.01.2015 13:00 (UTC)","200","n/e","n/e","2201","1768","275","n/e","n/e","n/e","631","","4318","1939","n/e","57183","n/e","n/e","1204","284","n/e","5822"
"France (FR)","03.01.2015 13:00 - 03.01.2015 14:00 (UTC)","199","n/e","n/e","2188","1535","275","n/e","n/e","n/e","1667","","3846","1601","n/e","56541","n/e","n/e","991","284","n/e","6246"
"France (FR)","03.01.2015 14:00 - 03.01.2015 15:00 (UTC)","199","n/e","n/e","2189","1628","276","n/e","n/e","n/e","2594","","3452","1092","n/e","56379","n/e","n/e","600","282","n/e","6630"
"France (FR)","03.01.2015 15:00 - 03.01.2015 16:00 (UTC)","199","n/e","n/e","2186","1766","275","n/e","n/e","n/e","2658","","3566","939","n/e","56028","n/e","n/e","209","285","n/e","6730"
"France (FR)","03.01.2015 16:00 - 03.01.2015 17:00 (UTC)","199","n/e","n/e","2208","1937","275","n/e","n/e","n/e","907","","4072","1852","n/e","56794","n/e","n/e","38","282","n/e","6649"
"France (FR)","03.01.2015 17:00 - 03.01.2015 18:00 (UTC)","199","n/e","n/e","2244","1945","274","n/e","n/e","n/e","44","","4922","3395","n/e","57091","n/e","n/e","0","284","n/e","6362"
"France (FR)","03.01.2015 18:00 - 03.01.2015 19:00 (UTC)","199","n/e","n/e","2254","1793","276","n/e","n/e","n/e","58","","4955","3060","n/e","57082","n/e","n/e","0","285","n/e","5858"
"France (FR)","03.01.2015 19:00 - 03.01.2015 20:00 (UTC)","199","n/e","n/e","2251","1570","275","n/e","n/e","n/e","408","","4582","1781","n/e","56861","n/e","n/e","0","286","n/e","4972"
"France (FR)","03.01.2015 20:00 - 03.01.2015 21:00 (UTC)","199","n/e","n/e","2270","1588","275","n/e","n/e","n/e","1656","","4437","1072","n/e","56897","n/e","n/e","0","286","n/e","4106"
"France (FR)","03.01.2015 21:00 - 03.01.2015 22:00 (UTC)","199","n/e","n/e","2233","1707","276","n/e","n/e","n/e","1447","","4676","1511","n/e","56782","n/e","n/e","0","284","n/e","3385"
"France (FR)","03.01.2015 22:00 - 03.01.2015 23:00 (UTC)","199","n/e","n/e","2239","1781","275","n/e","n/e","n/e","705","","4381","1414","n/e","56564","n/e","n/e","0","284","n/e","2742"
"France (FR)","03.01.2015 23:00 - 04.01.2015 00:00 (UTC)","199","n/e","n/e","2232","1342","274","n/e","n/e","n/e","1476","","4125","663","n/e","55961","n/e","n/e","0","281","n/e","2376"
"France (FR)","04.01.2015 00:00 - 04.01.2015 01:00 (UTC)","199","n/e","n/e","2221","733","274","n/e","n/e","n/e","2104","","3831","467","n/e","54906","n/e","n/e","0","282","n/e","2172"
"France (FR)","04.01.2015 01:00 - 04.01.2015 02:00 (UTC)","199","n/e","n/e","2231","683","275","n/e","n/e","n/e","2625","","3575","304","n/e","54429","n/e","n/e","0","285","n/e","2086"
"France (FR)","04.01.2015 02:00 - 04.01.2015 03:00 (UTC)","199","n/e","n/e","2263","713","273","n/e","n/e","n/e","3161","","3313","152","n/e","52316","n/e","n/e","0","286","n/e","1815"
"France (FR)","04.01.2015 03:00 - 04.01.2015 04:00 (UTC)","199","n/e","n/e","2265","689","274","n/e","n/e","n/e","3252","","3291","174","n/e","51262","n/e","n/e","0","288","n/e","1562"
"France (FR)","04.01.2015 04:00 - 04.01.2015 05:00 (UTC)","198","n/e","n/e","2276","669","274","n/e","n/e","n/e","3130","","3380","181","n/e","51480","n/e","n/e","0","285","n/e","1370"
"France (FR)","04.01.2015 05:00 - 04.01.2015 06:00 (UTC)","199","n/e","n/e","2318","590","275","n/e","n/e","n/e","3075","","3480","144","n/e","52679","n/e","n/e","0","282","n/e","1273"
"France (FR)","04.01.2015 06:00 - 04.01.2015 07:00 (UTC)","199","n/e","n/e","2328","567","274","n/e","n/e","n/e","3196","","3734","142","n/e","53272","n/e","n/e","0","282","n/e","1164"
"France (FR)","04.01.2015 07:00 - 04.01.2015 08:00 (UTC)","199","n/e","n/e","2319","586","275","n/e","n/e","n/e","3183","","3924","269","n/e","54553","n/e","n/e","56","284","n/e","1061"
"France (FR)","04.01.2015 08:00 - 04.01.2015 09:00 (UTC)","199","n/e","n/e","2308","966","275","n/e","n/e","n/e","2657","","4252","256","n/e","55273","n/e","n/e","335","286","n/e","1019"
"France (FR)","04.01.2015 09:00 - 04.01.2015 10:00 (UTC)","199","n/e","n/e","2323","1465","275","n/e","n/e","n/e","2132","","4662","508","n/e","55556","n/e","n/e","847","284","n/e","970"
"France (FR)","04.01.2015 10:00 - 04.01.2015 11:00 (UTC)","199","n/e","n/e","2309","1402","274","n/e","n/e","n/e","1497","","4944","741","n/e","55838","n/e","n/e","1235","284","n/e","928"
"France (FR)","04.01.2015 11:00 - 04.01.2015 12:00 (UTC)","199","n/e","n/e","2271","1340","274","n/e","n/e","n/e","604","","4981","1256","n/e","56225","n/e","n/e","1362","281","n/e","889"
"France (FR)","04.01.2015 12:00 - 04.01.2015 13:00 (UTC)","199","n/e","n/e","2263","1284","273","n/e","n/e","n/e","944","","4793","1420","n/e","55547","n/e","n/e","1370","281","n/e","892"
"France (FR)","04.01.2015 13:00 - 04.01.2015 14:00 (UTC)","199","n/e","n/e","2281","1299","274","n/e","n/e","n/e","1845","","4693","624","n/e","55353","n/e","n/e","1142","282","n/e","895"
"France (FR)","04.01.2015 14:00 - 04.01.2015 15:00 (UTC)","199","n/e","n/e","2260","1353","275","n/e","n/e","n/e","2649","","4574","493","n/e","55036","n/e","n/e","681","281","n/e","896"
"France (FR)","04.01.2015 15:00 - 04.01.2015 16:00 (UTC)","197","n/e","n/e","2290","1635","275","n/e","n/e","n/e","2649","","4624","551","n/e","55718","n/e","n/e","229","279","n/e","890"
"France (FR)","04.01.2015 16:00 - 04.01.2015 17:00 (UTC)","193","n/e","n/e","2333","1826","275","n/e","n/e","n/e","765","","4926","1730","n/e","56869","n/e","n/e","37","279","n/e","920"
"France (FR)","04.01.2015 17:00 - 04.01.2015 18:00 (UTC)","193","n/e","n/e","2358","1668","275","n/e","n/e","n/e","15","","5515","4598","n/e","57271","n/e","n/e","0","279","n/e","884"
"France (FR)","04.01.2015 18:00 - 04.01.2015 19:00 (UTC)","196","n/e","n/e","2343","1756","275","n/e","n/e","n/e","57","","5677","5327","n/e","57530","n/e","n/e","0","278","n/e","901"
"France (FR)","04.01.2015 19:00 - 04.01.2015 20:00 (UTC)","197","n/e","n/e","2371","1722","274","n/e","n/e","n/e","55","","5468","3517","n/e","57355","n/e","n/e","0","280","n/e","951"
"France (FR)","04.01.2015 20:00 - 04.01.2015 21:00 (UTC)","198","n/e","n/e","2352","1781","274","n/e","n/e","n/e","565","","5268","1948","n/e","57033","n/e","n/e","0","278","n/e","957"
"France (FR)","04.01.2015 21:00 - 04.01.2015 22:00 (UTC)","198","n/e","n/e","2357","1710","275","n/e","n/e","n/e","472","","5356","2337","n/e","56847","n/e","n/e","0","274","n/e","1005"
"France (FR)","04.01.2015 22:00 - 04.01.2015 23:00 (UTC)","197","n/e","n/e","2366","1637","275","n/e","n/e","n/e","17","","5445","2140","n/e","56602","n/e","n/e","0","278","n/e","982"
"France (FR)","04.01.2015 23:00 - 05.01.2015 00:00 (UTC)","197","n/e","n/e","2435","1484","261","n/e","n/e","n/e","1304","","5271","819","n/e","56499","n/e","n/e","0","278","n/e","1057"
"France (FR)","05.01.2015 00:00 - 05.01.2015 01:00 (UTC)","197","n/e","n/e","2451","1229","261","n/e","n/e","n/e","2886","","5116","714","n/e","57024","n/e","n/e","0","279","n/e","1048"
"France (FR)","05.01.2015 01:00 - 05.01.2015 02:00 (UTC)","198","n/e","n/e","2456","1179","262","n/e","n/e","n/e","3133","","5024","624","n/e","57350","n/e","n/e","0","279","n/e","1010"
"France (FR)","05.01.2015 02:00 - 05.01.2015 03:00 (UTC)","199","n/e","n/e","2481","1121","261","n/e","n/e","n/e","3135","","4883","515","n/e","55512","n/e","n/e","0","279","n/e","947"
"France (FR)","05.01.2015 03:00 - 05.01.2015 04:00 (UTC)","199","n/e","n/e","2654","1097","261","n/e","n/e","n/e","3135","","4819","481","n/e","54950","n/e","n/e","0","278","n/e","821"
"France (FR)","05.01.2015 04:00 - 05.01.2015 05:00 (UTC)","199","n/e","n/e","3006","1533","262","n/e","n/e","n/e","3092","","4885","746","n/e","56141","n/e","n/e","0","275","n/e","760"
"France (FR)","05.01.2015 05:00 - 05.01.2015 06:00 (UTC)","199","n/e","n/e","3912","2224","274","n/e","n/e","n/e","1006","","5121","1773","n/e","57792","n/e","n/e","0","274","n/e","731"
"France (FR)","05.01.2015 06:00 - 05.01.2015 07:00 (UTC)","199","n/e","n/e","5527","2822","273","n/e","n/e","n/e","28","","5624","3577","n/e","58243","n/e","n/e","0","275","n/e","825"
"France (FR)","05.01.2015 07:00 - 05.01.2015 08:00 (UTC)","198","n/e","n/e","6149","2936","274","n/e","n/e","n/e","50","","5862","3751","n/e","58628","n/e","n/e","64","272","n/e","848"
"France (FR)","05.01.2015 08:00 - 05.01.2015 09:00 (UTC)","198","n/e","n/e","6389","3357","272","n/e","n/e","n/e","7","","5940","3084","n/e","58680","n/e","n/e","371","270","n/e","796"
"France (FR)","05.01.2015 09:00 - 05.01.2015 10:00 (UTC)","198","n/e","n/e","6509","3310","272","n/e","n/e","n/e","7","","5962","2928","n/e","58682","n/e","n/e","949","271","n/e","702"
"France (FR)","05.01.2015 10:00 - 05.01.2015 11:00 (UTC)","198","n/e","n/e","6248","3309","272","n/e","n/e","n/e","7","","6131","2875","n/e","58697","n/e","n/e","1436","271","n/e","576"
"France (FR)","05.01.2015 11:00 - 05.01.2015 12:00 (UTC)","199","n/e","n/e","6447","3201","273","n/e","n/e","n/e","7","","6004","2916","n/e","58645","n/e","n/e","1609","272","n/e","515"
"France (FR)","05.01.2015 12:00 - 05.01.2015 13:00 (UTC)","198","n/e","n/e","6204","3137","273","n/e","n/e","n/e","7","","5779","2521","n/e","58636","n/e","n/e","1582","272","n/e","476"
"France (FR)","05.01.2015 13:00 - 05.01.2015 14:00 (UTC)","198","n/e","n/e","6130","3310","275","n/e","n/e","n/e","412","","5654","2574","n/e","58727","n/e","n/e","1325","271","n/e","436"
"France (FR)","05.01.2015 14:00 - 05.01.2015 15:00 (UTC)","201","n/e","n/e","6035","3275","273","n/e","n/e","n/e","15","","5539","1955","n/e","58433","n/e","n/e","819","271","n/e","429"
"France (FR)","05.01.2015 15:00 - 05.01.2015 16:00 (UTC)","201","n/e","n/e","6128","3339","274","n/e","n/e","n/e","7","","5506","1914","n/e","58535","n/e","n/e","278","277","n/e","469"
"France (FR)","05.01.2015 16:00 - 05.01.2015 17:00 (UTC)","200","n/e","n/e","6514","3358","274","n/e","n/e","n/e","7","","5960","6020","n/e","58676","n/e","n/e","41","277","n/e","546"
"France (FR)","05.01.2015 17:00 - 05.01.2015 18:00 (UTC)","203","n/e","n/e","6588","3433","273","n/e","n/e","n/e","7","","6345","7334","n/e","58779","n/e","n/e","0","277","n/e","602"
"France (FR)","05.01.2015 18:00 - 05.01.2015 19:00 (UTC)","205","n/e","n/e","6506","3415","273","n/e","n/e","n/e","12","","6420","7031","n/e","58965","n/e","n/e","0","274","n/e","610"
"France (FR)","05.01.2015 19:00 - 05.01.2015 20:00 (UTC)","205","n/e","n/e","6452","2883","272","n/e","n/e","n/e","53","","6024","4701","n/e","58920","n/e","n/e","0","275","n/e","598"
"France (FR)","05.01.2015 20:00 - 05.01.2015 21:00 (UTC)","205","n/e","n/e","5672","2845","261","n/e","n/e","n/e","25","","5629","2156","n/e","58842","n/e","n/e","0","269","n/e","623"
"France (FR)","05.01.2015 21:00 - 05.01.2015 22:00 (UTC)","205","n/e","n/e","5030","2776","261","n/e","n/e","n/e","3","","5631","2898","n/e","58625","n/e","n/e","0","264","n/e","678"
"France (FR)","05.01.2015 22:00 - 05.01.2015 23:00 (UTC)","205","n/e","n/e","4664","2744","261","n/e","n/e","n/e","4","","5691","3080","n/e","58490","n/e","n/e","0","266","n/e","729"
"France (FR)","05.01.2015 23:00 - 06.01.2015 00:00 (UTC)","205","n/e","n/e","3677","2871","246","n/e","n/e","n/e","615","","5412","1707","n/e","58852","n/e","n/e","0","264","n/e","736"
"France (FR)","06.01.2015 00:00 - 06.01.2015 01:00 (UTC)","205","n/e","n/e","3434","2948","245","n/e","n/e","n/e","1653","","5214","1023","n/e","58876","n/e","n/e","0","262","n/e","739"
"France (FR)","06.01.2015 01:00 - 06.01.2015 02:00 (UTC)","205","n/e","n/e","3296","2585","246","n/e","n/e","n/e","2002","","5154","928","n/e","58745","n/e","n/e","0","258","n/e","736"
"France (FR)","06.01.2015 02:00 - 06.01.2015 03:00 (UTC)","205","n/e","n/e","3228","2260","244","n/e","n/e","n/e","2849","","5099","687","n/e","58219","n/e","n/e","0","260","n/e","753"
"France (FR)","06.01.2015 03:00 - 06.01.2015 04:00 (UTC)","205","n/e","n/e","3240","2170","246","n/e","n/e","n/e","2878","","4982","596","n/e","57933","n/e","n/e","0","259","n/e","754"
"France (FR)","06.01.2015 04:00 - 06.01.2015 05:00 (UTC)","205","n/e","n/e","3443","2779","247","n/e","n/e","n/e","2688","","4961","1077","n/e","58713","n/e","n/e","0","258","n/e","823"
"France (FR)","06.01.2015 05:00 - 06.01.2015 06:00 (UTC)","205","n/e","n/e","4485","3231","247","n/e","n/e","n/e","522","","5155","2199","n/e","58980","n/e","n/e","0","256","n/e","986"
"France (FR)","06.01.2015 06:00 - 06.01.2015 07:00 (UTC)","205","n/e","n/e","5876","3213","245","n/e","n/e","n/e","4","","5580","4474","n/e","59216","n/e","n/e","0","257","n/e","1114"
"France (FR)","06.01.2015 07:00 - 06.01.2015 08:00 (UTC)","204","n/e","n/e","6537","3195","246","n/e","n/e","n/e","43","","5857","4896","n/e","59748","n/e","n/e","62","255","n/e","1120"
"France (FR)","06.01.2015 08:00 - 06.01.2015 09:00 (UTC)","202","n/e","n/e","6570","3203","247","n/e","n/e","n/e","24","","6005","5571","n/e","60088","n/e","n/e","350","248","n/e","1110"
"France (FR)","06.01.2015 09:00 - 06.01.2015 10:00 (UTC)","201","n/e","n/e","6540","3091","245","n/e","n/e","n/e","5","","6101","5222","n/e","60008","n/e","n/e","876","249","n/e","1143"
"France (FR)","06.01.2015 10:00 - 06.01.2015 11:00 (UTC)","203","n/e","n/e","6540","3072","245","n/e","n/e","n/e","2","","6067","4532","n/e","59890","n/e","n/e","1322","249","n/e","1220"
