"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Ireland (IE)","11.03.2022 17:00 - 11.03.2022 17:30 (UTC)","n/e","n/e","n/e","1161","703","214","n/e","94","n/e","122","0","169","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","667"
"Ireland (IE)","11.03.2022 17:30 - 11.03.2022 18:00 (UTC)","n/e","n/e","n/e","1293","697","216","n/e","92","n/e","191","0","182","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","521"
"Ireland (IE)","11.03.2022 18:00 - 11.03.2022 18:30 (UTC)","n/e","n/e","n/e","1388","698","213","n/e","94","n/e","195","0","186","n/e","n/e","n/e","50","n/e","n/e","n/e","n/e","381"
"Ireland (IE)","11.03.2022 18:30 - 11.03.2022 19:00 (UTC)","n/e","n/e","n/e","1438","703","214","n/e","96","n/e","198","0","186","n/e","n/e","n/e","102","n/e","n/e","n/e","n/e","375"
"Ireland (IE)","11.03.2022 19:00 - 11.03.2022 19:30 (UTC)","n/e","n/e","n/e","1483","704","215","n/e","93","n/e","192","0","185","n/e","n/e","n/e","200","n/e","n/e","n/e","n/e","402"
"Ireland (IE)","11.03.2022 19:30 - 11.03.2022 20:00 (UTC)","n/e","n/e","n/e","1482","701","213","n/e","92","n/e","192","0","170","n/e","n/e","n/e","214","n/e","n/e","n/e","n/e","405"
"Ireland (IE)","11.03.2022 20:00 - 11.03.2022 20:30 (UTC)","n/e","n/e","n/e","1369","698","213","n/e","95","n/e","196","0","129","n/e","n/e","n/e","212","n/e","n/e","n/e","n/e","400"
"Ireland (IE)","11.03.2022 20:30 - 11.03.2022 21:00 (UTC)","n/e","n/e","n/e","1544","697","215","n/e","96","n/e","19","0","80","n/e","n/e","n/e","51","n/e","n/e","n/e","n/e","396"
"Ireland (IE)","11.03.2022 21:00 - 11.03.2022 21:30 (UTC)","n/e","n/e","n/e","1478","693","154","n/e","94","n/e","10","0","80","n/e","n/e","n/e","20","n/e","n/e","n/e","n/e","402"
"Ireland (IE)","11.03.2022 21:30 - 11.03.2022 22:00 (UTC)","n/e","n/e","n/e","1357","695","94","n/e","96","n/e","9","0","80","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","371"
"Ireland (IE)","11.03.2022 22:00 - 11.03.2022 22:30 (UTC)","n/e","n/e","n/e","1360","700","40","n/e","95","n/e","14","0","80","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","398"
"Ireland (IE)","11.03.2022 22:30 - 11.03.2022 23:00 (UTC)","n/e","n/e","n/e","1385","697","0","n/e","91","n/e","9","0","78","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","437"
"Ireland (IE)","11.03.2022 23:00 - 11.03.2022 23:30 (UTC)","n/e","n/e","n/e","1335","688","0","n/e","93","n/e","9","0","80","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","474"
"Ireland (IE)","11.03.2022 23:30 - 12.03.2022 00:00 (UTC)","n/e","n/e","n/e","1196","696","0","n/e","95","n/e","8","0","77","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","580"
"Ireland (IE)","12.03.2022 00:00 - 12.03.2022 00:30 (UTC)","n/e","n/e","n/e","1070","695","0","n/e","93","n/e","0","0","76","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","854"
"Ireland (IE)","12.03.2022 00:30 - 12.03.2022 01:00 (UTC)","n/e","n/e","n/e","1301","697","0","n/e","95","n/e","0","150","77","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","897"
"Ireland (IE)","12.03.2022 01:00 - 12.03.2022 01:30 (UTC)","n/e","n/e","n/e","1375","694","0","n/e","95","n/e","0","227","77","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","922"
"Ireland (IE)","12.03.2022 01:30 - 12.03.2022 02:00 (UTC)","n/e","n/e","n/e","1334","699","0","n/e","92","n/e","0","303","76","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","926"
"Ireland (IE)","12.03.2022 02:00 - 12.03.2022 02:30 (UTC)","n/e","n/e","n/e","1352","699","0","n/e","95","n/e","0","298","77","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","859"
"Ireland (IE)","12.03.2022 02:30 - 12.03.2022 03:00 (UTC)","n/e","n/e","n/e","1238","661","0","n/e","91","n/e","0","300","76","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","974"
"Ireland (IE)","12.03.2022 03:00 - 12.03.2022 03:30 (UTC)","n/e","n/e","n/e","1208","611","0","n/e","95","n/e","0","296","77","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","867"
"Ireland (IE)","12.03.2022 03:30 - 12.03.2022 04:00 (UTC)","n/e","n/e","n/e","1290","607","0","n/e","89","n/e","0","297","75","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","815"
"Ireland (IE)","12.03.2022 04:00 - 12.03.2022 04:30 (UTC)","n/e","n/e","n/e","1232","563","0","n/e","95","n/e","0","292","77","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","725"
"Ireland (IE)","12.03.2022 04:30 - 12.03.2022 05:00 (UTC)","n/e","n/e","n/e","1151","564","0","n/e","90","n/e","0","292","75","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","660"
"Ireland (IE)","12.03.2022 05:00 - 12.03.2022 05:30 (UTC)","n/e","n/e","n/e","1350","604","0","n/e","94","n/e","0","288","77","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","534"
"Ireland (IE)","12.03.2022 05:30 - 12.03.2022 06:00 (UTC)","n/e","n/e","n/e","1394","668","0","n/e","95","n/e","0","285","77","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","469"
"Ireland (IE)","12.03.2022 06:00 - 12.03.2022 06:30 (UTC)","n/e","n/e","n/e","1376","688","0","n/e","93","n/e","0","215","77","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","428"
"Ireland (IE)","12.03.2022 06:30 - 12.03.2022 07:00 (UTC)","n/e","n/e","n/e","1383","708","0","n/e","94","n/e","0","71","77","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","379"
"Ireland (IE)","12.03.2022 07:00 - 12.03.2022 07:30 (UTC)","n/e","n/e","n/e","1360","706","0","n/e","92","n/e","10","0","76","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","321"
"Ireland (IE)","12.03.2022 07:30 - 12.03.2022 08:00 (UTC)","n/e","n/e","n/e","1396","710","0","n/e","88","n/e","14","0","74","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","323"
"Ireland (IE)","12.03.2022 08:00 - 12.03.2022 08:30 (UTC)","n/e","n/e","n/e","1453","692","0","n/e","91","n/e","53","0","76","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","340"
"Ireland (IE)","12.03.2022 08:30 - 12.03.2022 09:00 (UTC)","n/e","n/e","n/e","1434","686","0","n/e","95","n/e","100","0","140","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","370"
"Ireland (IE)","12.03.2022 09:00 - 12.03.2022 09:30 (UTC)","n/e","n/e","n/e","1531","688","0","n/e","92","n/e","96","0","136","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","402"
"Ireland (IE)","12.03.2022 09:30 - 12.03.2022 10:00 (UTC)","n/e","n/e","n/e","1516","693","0","n/e","91","n/e","97","0","135","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","509"
"Ireland (IE)","12.03.2022 10:00 - 12.03.2022 10:30 (UTC)","n/e","n/e","n/e","1451","688","0","n/e","93","n/e","97","0","136","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","640"
"Ireland (IE)","12.03.2022 10:30 - 12.03.2022 11:00 (UTC)","n/e","n/e","n/e","1266","693","0","n/e","92","n/e","99","0","135","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","819"
"Ireland (IE)","12.03.2022 11:00 - 12.03.2022 11:30 (UTC)","n/e","n/e","n/e","1123","695","0","n/e","95","n/e","104","0","137","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1041"
"Ireland (IE)","12.03.2022 11:30 - 12.03.2022 12:00 (UTC)","n/e","n/e","n/e","1349","676","0","n/e","95","n/e","74","0","158","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1183"
"Ireland (IE)","12.03.2022 12:00 - 12.03.2022 12:30 (UTC)","n/e","n/e","n/e","1200","674","0","n/e","94","n/e","20","0","162","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1418"
"Ireland (IE)","12.03.2022 12:30 - 12.03.2022 13:00 (UTC)","n/e","n/e","n/e","974","609","0","n/e","95","n/e","16","0","164","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1757"
"Ireland (IE)","12.03.2022 13:00 - 12.03.2022 13:30 (UTC)","n/e","n/e","n/e","945","487","0","n/e","95","n/e","13","0","164","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1907"
"Ireland (IE)","12.03.2022 13:30 - 12.03.2022 14:00 (UTC)","n/e","n/e","n/e","866","374","0","n/e","95","n/e","17","0","166","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2043"
"Ireland (IE)","12.03.2022 14:00 - 12.03.2022 14:30 (UTC)","n/e","n/e","n/e","676","359","0","n/e","95","n/e","10","0","164","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2196"
"Ireland (IE)","12.03.2022 14:30 - 12.03.2022 15:00 (UTC)","n/e","n/e","n/e","720","373","0","n/e","95","n/e","18","0","166","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2345"
"Ireland (IE)","12.03.2022 15:00 - 12.03.2022 15:30 (UTC)","n/e","n/e","n/e","860","396","0","n/e","95","n/e","31","0","163","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2437"
"Ireland (IE)","12.03.2022 15:30 - 12.03.2022 16:00 (UTC)","n/e","n/e","n/e","1001","442","0","n/e","95","n/e","13","0","164","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2505"
"Ireland (IE)","12.03.2022 16:00 - 12.03.2022 16:30 (UTC)","n/e","n/e","n/e","996","461","0","n/e","95","n/e","11","0","163","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2492"
"Ireland (IE)","12.03.2022 16:30 - 12.03.2022 17:00 (UTC)","n/e","n/e","n/e","1019","501","0","n/e","92","n/e","10","0","161","n/e","n/e","n/e","11","n/e","n/e","n/e","n/e","2587"
"Ireland (IE)","12.03.2022 17:00 - 12.03.2022 17:30 (UTC)","n/e","n/e","n/e","956","533","0","n/e","92","n/e","20","0","162","n/e","n/e","n/e","11","n/e","n/e","n/e","n/e","2656"
"Ireland (IE)","12.03.2022 17:30 - 12.03.2022 18:00 (UTC)","n/e","n/e","n/e","862","604","0","n/e","91","n/e","20","0","161","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2692"
"Ireland (IE)","12.03.2022 18:00 - 12.03.2022 18:30 (UTC)","n/e","n/e","n/e","840","595","0","n/e","91","n/e","20","0","160","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2738"
"Ireland (IE)","12.03.2022 18:30 - 12.03.2022 19:00 (UTC)","n/e","n/e","n/e","681","599","0","n/e","91","n/e","20","0","160","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2798"
"Ireland (IE)","12.03.2022 19:00 - 12.03.2022 19:30 (UTC)","n/e","n/e","n/e","693","600","0","n/e","92","n/e","98","0","161","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2871"
"Ireland (IE)","12.03.2022 19:30 - 12.03.2022 20:00 (UTC)","n/e","n/e","n/e","552","551","0","n/e","94","n/e","140","0","163","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2908"
"Ireland (IE)","12.03.2022 20:00 - 12.03.2022 20:30 (UTC)","n/e","n/e","n/e","498","457","0","n/e","90","n/e","136","0","144","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2776"
"Ireland (IE)","12.03.2022 20:30 - 12.03.2022 21:00 (UTC)","n/e","n/e","n/e","493","393","0","n/e","90","n/e","22","0","98","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2897"
"Ireland (IE)","12.03.2022 21:00 - 12.03.2022 21:30 (UTC)","n/e","n/e","n/e","419","307","0","n/e","73","n/e","19","0","99","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2988"
"Ireland (IE)","12.03.2022 21:30 - 12.03.2022 22:00 (UTC)","n/e","n/e","n/e","285","305","0","n/e","65","n/e","19","0","98","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2987"
"Ireland (IE)","12.03.2022 22:00 - 12.03.2022 22:30 (UTC)","n/e","n/e","n/e","319","310","0","n/e","47","n/e","24","0","101","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2751"
"Ireland (IE)","12.03.2022 22:30 - 12.03.2022 23:00 (UTC)","n/e","n/e","n/e","335","299","0","n/e","47","n/e","28","0","101","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2740"
"Ireland (IE)","12.03.2022 23:00 - 12.03.2022 23:30 (UTC)","n/e","n/e","n/e","352","306","0","n/e","47","n/e","31","0","102","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2677"
"Ireland (IE)","12.03.2022 23:30 - 13.03.2022 00:00 (UTC)","n/e","n/e","n/e","311","307","0","n/e","47","n/e","101","0","101","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2639"
"Ireland (IE)","13.03.2022 00:00 - 13.03.2022 00:30 (UTC)","n/e","n/e","n/e","310","314","0","n/e","46","n/e","0","76","99","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2554"
"Ireland (IE)","13.03.2022 00:30 - 13.03.2022 01:00 (UTC)","n/e","n/e","n/e","362","320","0","n/e","47","n/e","0","154","102","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2536"
"Ireland (IE)","13.03.2022 01:00 - 13.03.2022 01:30 (UTC)","n/e","n/e","n/e","379","306","0","n/e","47","n/e","0","228","102","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2531"
"Ireland (IE)","13.03.2022 01:30 - 13.03.2022 02:00 (UTC)","n/e","n/e","n/e","320","306","0","n/e","46","n/e","0","230","100","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2357"
"Ireland (IE)","13.03.2022 02:00 - 13.03.2022 02:30 (UTC)","n/e","n/e","n/e","322","308","0","n/e","47","n/e","0","228","100","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2173"
"Ireland (IE)","13.03.2022 02:30 - 13.03.2022 03:00 (UTC)","n/e","n/e","n/e","326","303","0","n/e","47","n/e","0","226","101","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2139"
"Ireland (IE)","13.03.2022 03:00 - 13.03.2022 03:30 (UTC)","n/e","n/e","n/e","317","305","0","n/e","47","n/e","0","225","101","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2066"
"Ireland (IE)","13.03.2022 03:30 - 13.03.2022 04:00 (UTC)","n/e","n/e","n/e","298","320","0","n/e","47","n/e","0","225","99","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2072"
"Ireland (IE)","13.03.2022 04:00 - 13.03.2022 04:30 (UTC)","n/e","n/e","n/e","307","300","0","n/e","47","n/e","0","223","101","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1987"
"Ireland (IE)","13.03.2022 04:30 - 13.03.2022 05:00 (UTC)","n/e","n/e","n/e","304","307","0","n/e","47","n/e","0","222","99","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1950"
"Ireland (IE)","13.03.2022 05:00 - 13.03.2022 05:30 (UTC)","n/e","n/e","n/e","319","313","0","n/e","47","n/e","0","220","101","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1894"
"Ireland (IE)","13.03.2022 05:30 - 13.03.2022 06:00 (UTC)","n/e","n/e","n/e","342","311","0","n/e","47","n/e","0","217","102","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2042"
"Ireland (IE)","13.03.2022 06:00 - 13.03.2022 06:30 (UTC)","n/e","n/e","n/e","353","311","0","n/e","47","n/e","0","216","102","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2046"
"Ireland (IE)","13.03.2022 06:30 - 13.03.2022 07:00 (UTC)","n/e","n/e","n/e","351","312","0","n/e","47","n/e","0","214","102","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2281"
"Ireland (IE)","13.03.2022 07:00 - 13.03.2022 07:30 (UTC)","n/e","n/e","n/e","334","307","0","n/e","46","n/e","0","144","111","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2237"
"Ireland (IE)","13.03.2022 07:30 - 13.03.2022 08:00 (UTC)","n/e","n/e","n/e","340","310","0","n/e","47","n/e","7","0","127","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2128"
"Ireland (IE)","13.03.2022 08:00 - 13.03.2022 08:30 (UTC)","n/e","n/e","n/e","316","357","0","n/e","70","n/e","10","0","131","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2066"
"Ireland (IE)","13.03.2022 08:30 - 13.03.2022 09:00 (UTC)","n/e","n/e","n/e","338","391","0","n/e","71","n/e","13","0","132","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2033"
"Ireland (IE)","13.03.2022 09:00 - 13.03.2022 09:30 (UTC)","n/e","n/e","n/e","288","398","0","n/e","70","n/e","10","0","127","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2296"
"Ireland (IE)","13.03.2022 09:30 - 13.03.2022 10:00 (UTC)","n/e","n/e","n/e","356","381","0","n/e","71","n/e","16","0","136","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2388"
"Ireland (IE)","13.03.2022 10:00 - 13.03.2022 10:30 (UTC)","n/e","n/e","n/e","344","428","0","n/e","93","n/e","10","0","162","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2438"
"Ireland (IE)","13.03.2022 10:30 - 13.03.2022 11:00 (UTC)","n/e","n/e","n/e","366","457","0","n/e","89","n/e","10","0","159","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2450"
"Ireland (IE)","13.03.2022 11:00 - 13.03.2022 11:30 (UTC)","n/e","n/e","n/e","386","453","0","n/e","93","n/e","10","0","162","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2367"
"Ireland (IE)","13.03.2022 11:30 - 13.03.2022 12:00 (UTC)","n/e","n/e","n/e","326","464","0","n/e","95","n/e","9","0","163","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2541"
"Ireland (IE)","13.03.2022 12:00 - 13.03.2022 12:30 (UTC)","n/e","n/e","n/e","297","450","0","n/e","91","n/e","10","0","161","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2515"
"Ireland (IE)","13.03.2022 12:30 - 13.03.2022 13:00 (UTC)","n/e","n/e","n/e","322","382","0","n/e","95","n/e","9","0","163","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2506"
"Ireland (IE)","13.03.2022 13:00 - 13.03.2022 13:30 (UTC)","n/e","n/e","n/e","354","368","0","n/e","95","n/e","18","0","166","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2453"
"Ireland (IE)","13.03.2022 13:30 - 13.03.2022 14:00 (UTC)","n/e","n/e","n/e","295","375","0","n/e","92","n/e","10","0","158","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2456"
"Ireland (IE)","13.03.2022 14:00 - 13.03.2022 14:30 (UTC)","n/e","n/e","n/e","311","347","0","n/e","86","n/e","10","0","159","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2390"
"Ireland (IE)","13.03.2022 14:30 - 13.03.2022 15:00 (UTC)","n/e","n/e","n/e","308","351","0","n/e","69","n/e","20","0","158","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2533"
"Ireland (IE)","13.03.2022 15:00 - 13.03.2022 15:30 (UTC)","n/e","n/e","n/e","355","353","0","n/e","76","n/e","35","0","134","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2438"
"Ireland (IE)","13.03.2022 15:30 - 13.03.2022 16:00 (UTC)","n/e","n/e","n/e","387","403","0","n/e","86","n/e","71","0","160","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2436"
"Ireland (IE)","13.03.2022 16:00 - 13.03.2022 16:30 (UTC)","n/e","n/e","n/e","466","511","0","n/e","94","n/e","137","0","159","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2353"
"Ireland (IE)","13.03.2022 16:30 - 13.03.2022 17:00 (UTC)","n/e","n/e","n/e","597","588","0","n/e","95","n/e","158","0","163","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2302"
"Ireland (IE)","13.03.2022 17:00 - 13.03.2022 17:30 (UTC)","n/e","n/e","n/e","836","651","0","n/e","88","n/e","130","0","153","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2102"
"Ireland (IE)","13.03.2022 17:30 - 13.03.2022 18:00 (UTC)","n/e","n/e","n/e","904","648","0","n/e","93","n/e","128","0","159","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2038"
"Ireland (IE)","13.03.2022 18:00 - 13.03.2022 18:30 (UTC)","n/e","n/e","n/e","973","654","0","n/e","90","n/e","138","0","156","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1996"
"Ireland (IE)","13.03.2022 18:30 - 13.03.2022 19:00 (UTC)","n/e","n/e","n/e","938","689","0","n/e","95","n/e","153","0","164","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1927"
"Ireland (IE)","13.03.2022 19:00 - 13.03.2022 19:30 (UTC)","n/e","n/e","n/e","1112","662","0","n/e","95","n/e","234","0","163","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1815"
"Ireland (IE)","13.03.2022 19:30 - 13.03.2022 20:00 (UTC)","n/e","n/e","n/e","1141","632","0","n/e","91","n/e","214","0","156","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1737"
"Ireland (IE)","13.03.2022 20:00 - 13.03.2022 20:30 (UTC)","n/e","n/e","n/e","1086","668","0","n/e","92","n/e","164","0","158","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1704"
"Ireland (IE)","13.03.2022 20:30 - 13.03.2022 21:00 (UTC)","n/e","n/e","n/e","1060","686","0","n/e","90","n/e","93","0","98","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1649"
"Ireland (IE)","13.03.2022 21:00 - 13.03.2022 21:30 (UTC)","n/e","n/e","n/e","869","666","0","n/e","95","n/e","23","0","102","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1696"
"Ireland (IE)","13.03.2022 21:30 - 13.03.2022 22:00 (UTC)","n/e","n/e","n/e","815","676","0","n/e","89","n/e","13","0","98","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1673"
"Ireland (IE)","13.03.2022 22:00 - 13.03.2022 22:30 (UTC)","n/e","n/e","n/e","727","576","0","n/e","95","n/e","18","0","101","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1635"
"Ireland (IE)","13.03.2022 22:30 - 13.03.2022 23:00 (UTC)","n/e","n/e","n/e","786","527","0","n/e","95","n/e","14","0","101","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1624"
"Ireland (IE)","13.03.2022 23:00 - 13.03.2022 23:30 (UTC)","n/e","n/e","n/e","781","456","0","n/e","95","n/e","0","79","101","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1537"
"Ireland (IE)","13.03.2022 23:30 - 14.03.2022 00:00 (UTC)","n/e","n/e","n/e","805","520","0","n/e","91","n/e","0","233","84","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1464"
"Ireland (IE)","14.03.2022 00:00 - 14.03.2022 00:30 (UTC)","n/e","n/e","n/e","709","347","0","n/e","95","n/e","0","229","87","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1485"
"Ireland (IE)","14.03.2022 00:30 - 14.03.2022 01:00 (UTC)","n/e","n/e","n/e","768","316","0","n/e","95","n/e","0","228","86","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1555"
"Ireland (IE)","14.03.2022 01:00 - 14.03.2022 01:30 (UTC)","n/e","n/e","n/e","702","312","0","n/e","89","n/e","0","230","82","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1549"
"Ireland (IE)","14.03.2022 01:30 - 14.03.2022 02:00 (UTC)","n/e","n/e","n/e","507","300","0","n/e","72","n/e","0","228","83","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1608"
"Ireland (IE)","14.03.2022 02:00 - 14.03.2022 02:30 (UTC)","n/e","n/e","n/e","511","304","0","n/e","46","n/e","0","225","87","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1549"
"Ireland (IE)","14.03.2022 02:30 - 14.03.2022 03:00 (UTC)","n/e","n/e","n/e","463","302","0","n/e","46","n/e","0","226","84","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1470"
"Ireland (IE)","14.03.2022 03:00 - 14.03.2022 03:30 (UTC)","n/e","n/e","n/e","507","302","22","n/e","47","n/e","0","222","87","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1424"
"Ireland (IE)","14.03.2022 03:30 - 14.03.2022 04:00 (UTC)","n/e","n/e","n/e","509","297","19","n/e","47","n/e","0","221","86","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1403"
"Ireland (IE)","14.03.2022 04:00 - 14.03.2022 04:30 (UTC)","n/e","n/e","n/e","488","304","39","n/e","47","n/e","0","220","86","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1404"
"Ireland (IE)","14.03.2022 04:30 - 14.03.2022 05:00 (UTC)","n/e","n/e","n/e","469","303","36","n/e","47","n/e","0","220","86","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1498"
"Ireland (IE)","14.03.2022 05:00 - 14.03.2022 05:30 (UTC)","n/e","n/e","n/e","504","305","42","n/e","47","n/e","0","218","87","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1513"
"Ireland (IE)","14.03.2022 05:30 - 14.03.2022 06:00 (UTC)","n/e","n/e","n/e","541","360","58","n/e","66","n/e","0","217","86","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1502"
"Ireland (IE)","14.03.2022 06:00 - 14.03.2022 06:30 (UTC)","n/e","n/e","n/e","698","461","97","n/e","92","n/e","0","216","85","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1480"
"Ireland (IE)","14.03.2022 06:30 - 14.03.2022 07:00 (UTC)","n/e","n/e","n/e","641","546","135","n/e","93","n/e","0","0","86","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1648"
"Ireland (IE)","14.03.2022 07:00 - 14.03.2022 07:30 (UTC)","n/e","n/e","n/e","666","562","189","n/e","95","n/e","12","0","86","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1656"
