"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Ireland (IE)","19.03.2020 08:30 - 19.03.2020 09:00 (UTC)","n/e","n/e","n/e","1356","76","437","n/e","268","n/e","10","0","185","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","460"
"Ireland (IE)","19.03.2020 09:00 - 19.03.2020 09:30 (UTC)","n/e","n/e","n/e","1427","80","452","n/e","279","n/e","13","0","191","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","364"
"Ireland (IE)","19.03.2020 09:30 - 19.03.2020 10:00 (UTC)","n/e","n/e","n/e","1567","77","436","n/e","273","n/e","10","0","189","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","355"
"Ireland (IE)","19.03.2020 10:00 - 19.03.2020 10:30 (UTC)","n/e","n/e","n/e","1446","76","429","n/e","270","n/e","15","0","188","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","522"
"Ireland (IE)","19.03.2020 10:30 - 19.03.2020 11:00 (UTC)","n/e","n/e","n/e","1339","77","429","n/e","269","n/e","14","0","187","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","609"
"Ireland (IE)","19.03.2020 11:00 - 19.03.2020 11:30 (UTC)","n/e","n/e","n/e","1391","77","444","n/e","276","n/e","15","0","169","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","753"
"Ireland (IE)","19.03.2020 11:30 - 19.03.2020 12:00 (UTC)","n/e","n/e","n/e","1374","75","436","n/e","273","n/e","15","0","169","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","880"
"Ireland (IE)","19.03.2020 12:00 - 19.03.2020 12:30 (UTC)","n/e","n/e","n/e","1402","75","438","n/e","275","n/e","54","0","170","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","865"
"Ireland (IE)","19.03.2020 12:30 - 19.03.2020 13:00 (UTC)","n/e","n/e","n/e","1462","75","438","n/e","274","n/e","54","0","169","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","982"
"Ireland (IE)","19.03.2020 13:00 - 19.03.2020 13:30 (UTC)","n/e","n/e","n/e","1446","75","440","n/e","276","n/e","54","0","169","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","969"
"Ireland (IE)","19.03.2020 13:30 - 19.03.2020 14:00 (UTC)","n/e","n/e","n/e","1418","75","439","n/e","275","n/e","54","0","170","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","957"
"Ireland (IE)","19.03.2020 14:00 - 19.03.2020 14:30 (UTC)","n/e","n/e","n/e","1343","75","439","n/e","261","n/e","15","0","169","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1063"
"Ireland (IE)","19.03.2020 14:30 - 19.03.2020 15:00 (UTC)","n/e","n/e","n/e","1356","75","441","n/e","244","n/e","15","0","170","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1080"
"Ireland (IE)","19.03.2020 15:00 - 19.03.2020 15:30 (UTC)","n/e","n/e","n/e","1321","76","442","n/e","244","n/e","15","0","170","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1206"
"Ireland (IE)","19.03.2020 15:30 - 19.03.2020 16:00 (UTC)","n/e","n/e","n/e","1191","75","428","n/e","247","n/e","15","0","166","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1352"
"Ireland (IE)","19.03.2020 16:00 - 19.03.2020 16:30 (UTC)","n/e","n/e","n/e","1249","75","403","n/e","253","n/e","15","0","109","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1421"
"Ireland (IE)","19.03.2020 16:30 - 19.03.2020 17:00 (UTC)","n/e","n/e","n/e","1230","75","398","n/e","251","n/e","15","0","150","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1517"
"Ireland (IE)","19.03.2020 17:00 - 19.03.2020 17:30 (UTC)","n/e","n/e","n/e","1269","75","436","n/e","250","n/e","15","0","170","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1600"
"Ireland (IE)","19.03.2020 17:30 - 19.03.2020 18:00 (UTC)","n/e","n/e","n/e","1338","76","433","n/e","270","n/e","97","0","173","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1403"
"Ireland (IE)","19.03.2020 18:00 - 19.03.2020 18:30 (UTC)","n/e","n/e","n/e","1375","76","442","n/e","278","n/e","140","0","175","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1261"
"Ireland (IE)","19.03.2020 18:30 - 19.03.2020 19:00 (UTC)","n/e","n/e","n/e","1372","75","441","n/e","276","n/e","99","0","189","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1331"
"Ireland (IE)","19.03.2020 19:00 - 19.03.2020 19:30 (UTC)","n/e","n/e","n/e","1406","77","451","n/e","278","n/e","104","0","191","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1429"
"Ireland (IE)","19.03.2020 19:30 - 19.03.2020 20:00 (UTC)","n/e","n/e","n/e","1398","76","420","n/e","275","n/e","100","0","190","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1479"
"Ireland (IE)","19.03.2020 20:00 - 19.03.2020 20:30 (UTC)","n/e","n/e","n/e","1409","75","422","n/e","276","n/e","20","0","182","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1508"
"Ireland (IE)","19.03.2020 20:30 - 19.03.2020 21:00 (UTC)","n/e","n/e","n/e","1339","78","382","n/e","277","n/e","21","0","182","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1511"
"Ireland (IE)","19.03.2020 21:00 - 19.03.2020 21:30 (UTC)","n/e","n/e","n/e","1251","79","351","n/e","247","n/e","27","0","182","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1516"
"Ireland (IE)","19.03.2020 21:30 - 19.03.2020 22:00 (UTC)","n/e","n/e","n/e","1120","81","361","n/e","255","n/e","21","0","183","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1483"
"Ireland (IE)","19.03.2020 22:00 - 19.03.2020 22:30 (UTC)","n/e","n/e","n/e","984","78","301","n/e","252","n/e","15","0","172","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1490"
"Ireland (IE)","19.03.2020 22:30 - 19.03.2020 23:00 (UTC)","n/e","n/e","n/e","913","77","303","n/e","253","n/e","17","0","167","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1452"
"Ireland (IE)","19.03.2020 23:00 - 19.03.2020 23:30 (UTC)","n/e","n/e","n/e","899","77","198","n/e","251","n/e","15","0","167","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1416"
"Ireland (IE)","19.03.2020 23:30 - 20.03.2020 00:00 (UTC)","n/e","n/e","n/e","881","77","192","n/e","249","n/e","14","0","147","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1430"
"Ireland (IE)","20.03.2020 00:00 - 20.03.2020 00:30 (UTC)","n/e","n/e","n/e","680","79","209","n/e","254","n/e","20","0","149","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1381"
"Ireland (IE)","20.03.2020 00:30 - 20.03.2020 01:00 (UTC)","n/e","n/e","n/e","679","10","230","n/e","254","n/e","0","1","149","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1392"
"Ireland (IE)","20.03.2020 01:00 - 20.03.2020 01:30 (UTC)","n/e","n/e","n/e","698","0","366","n/e","256","n/e","0","223","151","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1353"
"Ireland (IE)","20.03.2020 01:30 - 20.03.2020 02:00 (UTC)","n/e","n/e","n/e","690","0","363","n/e","255","n/e","0","222","151","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1352"
"Ireland (IE)","20.03.2020 02:00 - 20.03.2020 02:30 (UTC)","n/e","n/e","n/e","636","0","379","n/e","253","n/e","0","222","149","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1323"
"Ireland (IE)","20.03.2020 02:30 - 20.03.2020 03:00 (UTC)","n/e","n/e","n/e","570","0","356","n/e","253","n/e","0","220","149","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1278"
"Ireland (IE)","20.03.2020 03:00 - 20.03.2020 03:30 (UTC)","n/e","n/e","n/e","650","0","296","n/e","250","n/e","0","221","148","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1275"
"Ireland (IE)","20.03.2020 03:30 - 20.03.2020 04:00 (UTC)","n/e","n/e","n/e","672","0","256","n/e","253","n/e","0","219","149","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1190"
"Ireland (IE)","20.03.2020 04:00 - 20.03.2020 04:30 (UTC)","n/e","n/e","n/e","667","0","208","n/e","255","n/e","0","217","149","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1220"
"Ireland (IE)","20.03.2020 04:30 - 20.03.2020 05:00 (UTC)","n/e","n/e","n/e","673","0","208","n/e","255","n/e","0","216","149","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1242"
"Ireland (IE)","20.03.2020 05:00 - 20.03.2020 05:30 (UTC)","n/e","n/e","n/e","623","0","191","n/e","247","n/e","0","217","147","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1344"
"Ireland (IE)","20.03.2020 05:30 - 20.03.2020 06:00 (UTC)","n/e","n/e","n/e","774","0","212","n/e","256","n/e","0","213","151","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1307"
"Ireland (IE)","20.03.2020 06:00 - 20.03.2020 06:30 (UTC)","n/e","n/e","n/e","923","0","267","n/e","257","n/e","0","212","151","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1331"
"Ireland (IE)","20.03.2020 06:30 - 20.03.2020 07:00 (UTC)","n/e","n/e","n/e","867","0","193","n/e","249","n/e","10","0","147","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1396"
"Ireland (IE)","20.03.2020 07:00 - 20.03.2020 07:30 (UTC)","n/e","n/e","n/e","903","0","208","n/e","255","n/e","18","0","150","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1388"
"Ireland (IE)","20.03.2020 07:30 - 20.03.2020 08:00 (UTC)","n/e","n/e","n/e","1053","0","251","n/e","253","n/e","15","0","148","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1347"
"Ireland (IE)","20.03.2020 08:00 - 20.03.2020 08:30 (UTC)","n/e","n/e","n/e","1044","0","398","n/e","251","n/e","15","0","149","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1267"
"Ireland (IE)","20.03.2020 08:30 - 20.03.2020 09:00 (UTC)","n/e","n/e","n/e","1083","0","437","n/e","252","n/e","20","0","172","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1206"
"Ireland (IE)","20.03.2020 09:00 - 20.03.2020 09:30 (UTC)","n/e","n/e","n/e","1098","0","439","n/e","251","n/e","20","0","180","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1175"
"Ireland (IE)","20.03.2020 09:30 - 20.03.2020 10:00 (UTC)","n/e","n/e","n/e","1101","0","437","n/e","251","n/e","20","0","183","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1208"
"Ireland (IE)","20.03.2020 10:00 - 20.03.2020 10:30 (UTC)","n/e","n/e","n/e","1067","0","438","n/e","249","n/e","20","0","182","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1269"
"Ireland (IE)","20.03.2020 10:30 - 20.03.2020 11:00 (UTC)","n/e","n/e","n/e","1057","0","437","n/e","248","n/e","20","0","187","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1283"
"Ireland (IE)","20.03.2020 11:00 - 20.03.2020 11:30 (UTC)","n/e","n/e","n/e","1042","0","431","n/e","246","n/e","20","0","187","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1344"
"Ireland (IE)","20.03.2020 11:30 - 20.03.2020 12:00 (UTC)","n/e","n/e","n/e","1032","0","451","n/e","254","n/e","26","0","176","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1393"
"Ireland (IE)","20.03.2020 12:00 - 20.03.2020 12:30 (UTC)","n/e","n/e","n/e","1020","0","447","n/e","253","n/e","24","0","172","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1330"
"Ireland (IE)","20.03.2020 12:30 - 20.03.2020 13:00 (UTC)","n/e","n/e","n/e","913","0","439","n/e","250","n/e","20","0","176","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1366"
"Ireland (IE)","20.03.2020 13:00 - 20.03.2020 13:30 (UTC)","n/e","n/e","n/e","911","0","449","n/e","253","n/e","25","0","179","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1339"
"Ireland (IE)","20.03.2020 13:30 - 20.03.2020 14:00 (UTC)","n/e","n/e","n/e","876","0","434","n/e","248","n/e","20","0","176","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1357"
"Ireland (IE)","20.03.2020 14:00 - 20.03.2020 14:30 (UTC)","n/e","n/e","n/e","883","0","438","n/e","250","n/e","19","0","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1408"
"Ireland (IE)","20.03.2020 14:30 - 20.03.2020 15:00 (UTC)","n/e","n/e","n/e","881","0","433","n/e","247","n/e","19","0","177","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1436"
"Ireland (IE)","20.03.2020 15:00 - 20.03.2020 15:30 (UTC)","n/e","n/e","n/e","783","0","399","n/e","246","n/e","20","0","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1488"
"Ireland (IE)","20.03.2020 15:30 - 20.03.2020 16:00 (UTC)","n/e","n/e","n/e","836","0","390","n/e","254","n/e","26","0","181","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1526"
"Ireland (IE)","20.03.2020 16:00 - 20.03.2020 16:30 (UTC)","n/e","n/e","n/e","864","0","417","n/e","255","n/e","26","0","182","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1534"
"Ireland (IE)","20.03.2020 16:30 - 20.03.2020 17:00 (UTC)","n/e","n/e","n/e","873","0","447","n/e","253","n/e","21","0","181","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1518"
"Ireland (IE)","20.03.2020 17:00 - 20.03.2020 17:30 (UTC)","n/e","n/e","n/e","1017","0","457","n/e","257","n/e","30","0","182","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1485"
"Ireland (IE)","20.03.2020 17:30 - 20.03.2020 18:00 (UTC)","n/e","n/e","n/e","1113","0","458","n/e","257","n/e","31","0","180","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1484"
"Ireland (IE)","20.03.2020 18:00 - 20.03.2020 18:30 (UTC)","n/e","n/e","n/e","1220","0","433","n/e","256","n/e","64","0","184","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1539"
"Ireland (IE)","20.03.2020 18:30 - 20.03.2020 19:00 (UTC)","n/e","n/e","n/e","1175","0","415","n/e","250","n/e","59","0","192","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1629"
"Ireland (IE)","20.03.2020 19:00 - 20.03.2020 19:30 (UTC)","n/e","n/e","n/e","1153","0","435","n/e","255","n/e","67","0","194","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1662"
"Ireland (IE)","20.03.2020 19:30 - 20.03.2020 20:00 (UTC)","n/e","n/e","n/e","1132","0","393","n/e","247","n/e","67","0","191","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1737"
"Ireland (IE)","20.03.2020 20:00 - 20.03.2020 20:30 (UTC)","n/e","n/e","n/e","1044","0","392","n/e","248","n/e","20","0","192","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1808"
"Ireland (IE)","20.03.2020 20:30 - 20.03.2020 21:00 (UTC)","n/e","n/e","n/e","876","0","305","n/e","248","n/e","19","0","190","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1956"
"Ireland (IE)","20.03.2020 21:00 - 20.03.2020 21:30 (UTC)","n/e","n/e","n/e","876","0","233","n/e","249","n/e","20","0","182","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1956"
"Ireland (IE)","20.03.2020 21:30 - 20.03.2020 22:00 (UTC)","n/e","n/e","n/e","871","0","165","n/e","249","n/e","20","0","182","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1990"
"Ireland (IE)","20.03.2020 22:00 - 20.03.2020 22:30 (UTC)","n/e","n/e","n/e","570","0","0","n/e","250","n/e","99","0","168","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2158"
"Ireland (IE)","20.03.2020 22:30 - 20.03.2020 23:00 (UTC)","n/e","n/e","n/e","562","0","0","n/e","212","n/e","97","0","167","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2199"
"Ireland (IE)","20.03.2020 23:00 - 20.03.2020 23:30 (UTC)","n/e","n/e","n/e","553","0","0","n/e","198","n/e","101","0","151","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2028"
"Ireland (IE)","20.03.2020 23:30 - 21.03.2020 00:00 (UTC)","n/e","n/e","n/e","539","0","0","n/e","198","n/e","95","0","148","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1956"
"Ireland (IE)","21.03.2020 00:00 - 21.03.2020 00:30 (UTC)","n/e","n/e","n/e","535","0","0","n/e","194","n/e","19","0","148","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1965"
"Ireland (IE)","21.03.2020 00:30 - 21.03.2020 01:00 (UTC)","n/e","n/e","n/e","547","0","0","n/e","140","n/e","0","150","150","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1989"
"Ireland (IE)","21.03.2020 01:00 - 21.03.2020 01:30 (UTC)","n/e","n/e","n/e","572","0","0","n/e","140","n/e","0","224","153","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1931"
"Ireland (IE)","21.03.2020 01:30 - 21.03.2020 02:00 (UTC)","n/e","n/e","n/e","558","0","0","n/e","136","n/e","0","224","152","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1887"
"Ireland (IE)","21.03.2020 02:00 - 21.03.2020 02:30 (UTC)","n/e","n/e","n/e","547","3","0","n/e","136","n/e","0","223","151","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1780"
"Ireland (IE)","21.03.2020 02:30 - 21.03.2020 03:00 (UTC)","n/e","n/e","n/e","559","31","0","n/e","136","n/e","0","221","152","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1695"
"Ireland (IE)","21.03.2020 03:00 - 21.03.2020 03:30 (UTC)","n/e","n/e","n/e","562","74","0","n/e","137","n/e","0","221","152","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1591"
"Ireland (IE)","21.03.2020 03:30 - 21.03.2020 04:00 (UTC)","n/e","n/e","n/e","560","78","0","n/e","136","n/e","0","219","152","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1566"
"Ireland (IE)","21.03.2020 04:00 - 21.03.2020 04:30 (UTC)","n/e","n/e","n/e","555","78","0","n/e","136","n/e","0","220","151","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1582"
"Ireland (IE)","21.03.2020 04:30 - 21.03.2020 05:00 (UTC)","n/e","n/e","n/e","548","78","0","n/e","136","n/e","0","219","151","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1728"
"Ireland (IE)","21.03.2020 05:00 - 21.03.2020 05:30 (UTC)","n/e","n/e","n/e","549","77","0","n/e","136","n/e","0","218","151","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1689"
"Ireland (IE)","21.03.2020 05:30 - 21.03.2020 06:00 (UTC)","n/e","n/e","n/e","547","81","0","n/e","136","n/e","0","216","150","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1723"
"Ireland (IE)","21.03.2020 06:00 - 21.03.2020 06:30 (UTC)","n/e","n/e","n/e","554","79","0","n/e","135","n/e","0","215","151","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1753"
"Ireland (IE)","21.03.2020 06:30 - 21.03.2020 07:00 (UTC)","n/e","n/e","n/e","550","77","0","n/e","137","n/e","0","214","151","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1742"
"Ireland (IE)","21.03.2020 07:00 - 21.03.2020 07:30 (UTC)","n/e","n/e","n/e","541","77","0","n/e","136","n/e","0","0","150","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1625"
"Ireland (IE)","21.03.2020 07:30 - 21.03.2020 08:00 (UTC)","n/e","n/e","n/e","585","78","0","n/e","136","n/e","23","0","151","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1701"
"Ireland (IE)","21.03.2020 08:00 - 21.03.2020 08:30 (UTC)","n/e","n/e","n/e","575","77","0","n/e","136","n/e","20","0","150","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1801"
"Ireland (IE)","21.03.2020 08:30 - 21.03.2020 09:00 (UTC)","n/e","n/e","n/e","602","80","0","n/e","136","n/e","26","0","168","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1859"
"Ireland (IE)","21.03.2020 09:00 - 21.03.2020 09:30 (UTC)","n/e","n/e","n/e","610","83","0","n/e","137","n/e","28","0","167","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1963"
"Ireland (IE)","21.03.2020 09:30 - 21.03.2020 10:00 (UTC)","n/e","n/e","n/e","661","80","0","n/e","171","n/e","25","0","167","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1995"
"Ireland (IE)","21.03.2020 10:00 - 21.03.2020 10:30 (UTC)","n/e","n/e","n/e","702","79","0","n/e","200","n/e","24","0","171","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2039"
"Ireland (IE)","21.03.2020 10:30 - 21.03.2020 11:00 (UTC)","n/e","n/e","n/e","797","79","0","n/e","199","n/e","23","0","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2073"
"Ireland (IE)","21.03.2020 11:00 - 21.03.2020 11:30 (UTC)","n/e","n/e","n/e","721","77","150","n/e","197","n/e","20","0","166","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2077"
"Ireland (IE)","21.03.2020 11:30 - 21.03.2020 12:00 (UTC)","n/e","n/e","n/e","580","77","199","n/e","208","n/e","20","0","166","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2029"
"Ireland (IE)","21.03.2020 12:00 - 21.03.2020 12:30 (UTC)","n/e","n/e","n/e","584","77","203","n/e","208","n/e","20","0","167","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1912"
"Ireland (IE)","21.03.2020 12:30 - 21.03.2020 13:00 (UTC)","n/e","n/e","n/e","620","80","329","n/e","209","n/e","25","0","172","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1815"
"Ireland (IE)","21.03.2020 13:00 - 21.03.2020 13:30 (UTC)","n/e","n/e","n/e","701","79","410","n/e","227","n/e","23","0","172","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1638"
"Ireland (IE)","21.03.2020 13:30 - 21.03.2020 14:00 (UTC)","n/e","n/e","n/e","776","77","404","n/e","243","n/e","20","0","175","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1540"
"Ireland (IE)","21.03.2020 14:00 - 21.03.2020 14:30 (UTC)","n/e","n/e","n/e","852","77","368","n/e","247","n/e","21","0","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1412"
"Ireland (IE)","21.03.2020 14:30 - 21.03.2020 15:00 (UTC)","n/e","n/e","n/e","982","82","212","n/e","255","n/e","27","0","179","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1363"
"Ireland (IE)","21.03.2020 15:00 - 21.03.2020 15:30 (UTC)","n/e","n/e","n/e","989","84","219","n/e","256","n/e","29","0","181","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1245"
"Ireland (IE)","21.03.2020 15:30 - 21.03.2020 16:00 (UTC)","n/e","n/e","n/e","1005","78","206","n/e","277","n/e","22","0","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1202"
"Ireland (IE)","21.03.2020 16:00 - 21.03.2020 16:30 (UTC)","n/e","n/e","n/e","1031","83","214","n/e","278","n/e","26","0","180","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1101"
"Ireland (IE)","21.03.2020 16:30 - 21.03.2020 17:00 (UTC)","n/e","n/e","n/e","1121","87","223","n/e","280","n/e","31","0","181","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1038"
"Ireland (IE)","21.03.2020 17:00 - 21.03.2020 17:30 (UTC)","n/e","n/e","n/e","1316","79","211","n/e","278","n/e","26","0","179","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","940"
"Ireland (IE)","21.03.2020 17:30 - 21.03.2020 18:00 (UTC)","n/e","n/e","n/e","1334","103","338","n/e","279","n/e","148","0","180","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","843"
"Ireland (IE)","21.03.2020 18:00 - 21.03.2020 18:30 (UTC)","n/e","n/e","n/e","1332","118","414","n/e","279","n/e","187","0","193","n/e","n/e","n/e","81","n/e","n/e","n/e","n/e","777"
"Ireland (IE)","21.03.2020 18:30 - 21.03.2020 19:00 (UTC)","n/e","n/e","n/e","1331","161","415","n/e","279","n/e","187","0","195","n/e","n/e","n/e","113","n/e","n/e","n/e","n/e","740"
"Ireland (IE)","21.03.2020 19:00 - 21.03.2020 19:30 (UTC)","n/e","n/e","n/e","1382","202","450","n/e","280","n/e","191","0","210","n/e","n/e","n/e","151","n/e","n/e","n/e","n/e","711"
"Ireland (IE)","21.03.2020 19:30 - 21.03.2020 20:00 (UTC)","n/e","n/e","n/e","1331","216","434","n/e","277","n/e","180","0","207","n/e","n/e","n/e","186","n/e","n/e","n/e","n/e","672"
"Ireland (IE)","21.03.2020 20:00 - 21.03.2020 20:30 (UTC)","n/e","n/e","n/e","1311","212","424","n/e","274","n/e","20","0","191","n/e","n/e","n/e","180","n/e","n/e","n/e","n/e","637"
"Ireland (IE)","21.03.2020 20:30 - 21.03.2020 21:00 (UTC)","n/e","n/e","n/e","1356","217","434","n/e","277","n/e","19","0","178","n/e","n/e","n/e","36","n/e","n/e","n/e","n/e","590"
"Ireland (IE)","21.03.2020 21:00 - 21.03.2020 21:30 (UTC)","n/e","n/e","n/e","1352","217","430","n/e","276","n/e","19","0","164","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","530"
"Ireland (IE)","21.03.2020 21:30 - 21.03.2020 22:00 (UTC)","n/e","n/e","n/e","1362","215","296","n/e","274","n/e","21","0","164","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","510"
"Ireland (IE)","21.03.2020 22:00 - 21.03.2020 22:30 (UTC)","n/e","n/e","n/e","1384","216","199","n/e","275","n/e","19","0","164","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","513"
