"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Ireland (IE)","01.01.2020 11:30 - 01.01.2020 12:00 (UTC)","n/e","n/e","n/e","597","0","453","n/e","318","n/e","27","0","154","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","899"
"Ireland (IE)","01.01.2020 12:00 - 01.01.2020 12:30 (UTC)","n/e","n/e","n/e","582","0","433","n/e","283","n/e","20","0","148","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1045"
"Ireland (IE)","01.01.2020 12:30 - 01.01.2020 13:00 (UTC)","n/e","n/e","n/e","588","0","440","n/e","285","n/e","20","0","150","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1050"
"Ireland (IE)","01.01.2020 13:00 - 01.01.2020 13:30 (UTC)","n/e","n/e","n/e","593","4","446","n/e","288","n/e","23","0","151","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1056"
"Ireland (IE)","01.01.2020 13:30 - 01.01.2020 14:00 (UTC)","n/e","n/e","n/e","575","43","429","n/e","282","n/e","20","0","149","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1120"
"Ireland (IE)","01.01.2020 14:00 - 01.01.2020 14:30 (UTC)","n/e","n/e","n/e","595","76","453","n/e","291","n/e","29","0","153","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1125"
"Ireland (IE)","01.01.2020 14:30 - 01.01.2020 15:00 (UTC)","n/e","n/e","n/e","581","79","435","n/e","284","n/e","20","0","150","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1154"
"Ireland (IE)","01.01.2020 15:00 - 01.01.2020 15:30 (UTC)","n/e","n/e","n/e","571","79","367","n/e","282","n/e","20","0","152","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1341"
"Ireland (IE)","01.01.2020 15:30 - 01.01.2020 16:00 (UTC)","n/e","n/e","n/e","582","78","375","n/e","285","n/e","20","0","159","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1424"
"Ireland (IE)","01.01.2020 16:00 - 01.01.2020 16:30 (UTC)","n/e","n/e","n/e","580","78","376","n/e","287","n/e","20","0","173","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1589"
"Ireland (IE)","01.01.2020 16:30 - 01.01.2020 17:00 (UTC)","n/e","n/e","n/e","589","102","306","n/e","298","n/e","23","0","177","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1745"
"Ireland (IE)","01.01.2020 17:00 - 01.01.2020 17:30 (UTC)","n/e","n/e","n/e","593","105","271","n/e","313","n/e","122","0","179","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1907"
"Ireland (IE)","01.01.2020 17:30 - 01.01.2020 18:00 (UTC)","n/e","n/e","n/e","591","101","260","n/e","318","n/e","168","0","177","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2014"
"Ireland (IE)","01.01.2020 18:00 - 01.01.2020 18:30 (UTC)","n/e","n/e","n/e","579","101","166","n/e","312","n/e","164","0","174","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2190"
"Ireland (IE)","01.01.2020 18:30 - 01.01.2020 19:00 (UTC)","n/e","n/e","n/e","392","102","173","n/e","315","n/e","103","0","175","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2276"
"Ireland (IE)","01.01.2020 19:00 - 01.01.2020 19:30 (UTC)","n/e","n/e","n/e","347","101","164","n/e","311","n/e","97","0","175","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2242"
"Ireland (IE)","01.01.2020 19:30 - 01.01.2020 20:00 (UTC)","n/e","n/e","n/e","348","99","164","n/e","311","n/e","57","0","174","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2404"
"Ireland (IE)","01.01.2020 20:00 - 01.01.2020 20:30 (UTC)","n/e","n/e","n/e","325","95","171","n/e","284","n/e","25","0","178","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2408"
"Ireland (IE)","01.01.2020 20:30 - 01.01.2020 21:00 (UTC)","n/e","n/e","n/e","305","78","165","n/e","224","n/e","22","0","174","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2451"
"Ireland (IE)","01.01.2020 21:00 - 01.01.2020 21:30 (UTC)","n/e","n/e","n/e","331","84","177","n/e","237","n/e","27","0","181","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2455"
"Ireland (IE)","01.01.2020 21:30 - 01.01.2020 22:00 (UTC)","n/e","n/e","n/e","339","88","183","n/e","239","n/e","32","0","161","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2337"
"Ireland (IE)","01.01.2020 22:00 - 01.01.2020 22:30 (UTC)","n/e","n/e","n/e","319","80","164","n/e","231","n/e","20","0","150","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2280"
"Ireland (IE)","01.01.2020 22:30 - 01.01.2020 23:00 (UTC)","n/e","n/e","n/e","311","79","164","n/e","179","n/e","22","0","149","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2279"
"Ireland (IE)","01.01.2020 23:00 - 01.01.2020 23:30 (UTC)","n/e","n/e","n/e","353","80","173","n/e","158","n/e","23","0","151","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2136"
"Ireland (IE)","01.01.2020 23:30 - 02.01.2020 00:00 (UTC)","n/e","n/e","n/e","373","80","169","n/e","158","n/e","25","0","145","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2086"
"Ireland (IE)","02.01.2020 00:00 - 02.01.2020 00:30 (UTC)","n/e","n/e","n/e","391","79","165","n/e","139","n/e","15","0","92","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2001"
"Ireland (IE)","02.01.2020 00:30 - 02.01.2020 01:00 (UTC)","n/e","n/e","n/e","390","83","171","n/e","137","n/e","0","227","93","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2093"
"Ireland (IE)","02.01.2020 01:00 - 02.01.2020 01:30 (UTC)","n/e","n/e","n/e","290","81","166","n/e","132","n/e","0","228","93","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2078"
"Ireland (IE)","02.01.2020 01:30 - 02.01.2020 02:00 (UTC)","n/e","n/e","n/e","294","82","172","n/e","131","n/e","0","226","94","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1910"
"Ireland (IE)","02.01.2020 02:00 - 02.01.2020 02:30 (UTC)","n/e","n/e","n/e","294","83","172","n/e","132","n/e","0","225","94","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1851"
"Ireland (IE)","02.01.2020 02:30 - 02.01.2020 03:00 (UTC)","n/e","n/e","n/e","285","81","165","n/e","132","n/e","0","224","92","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1819"
"Ireland (IE)","02.01.2020 03:00 - 02.01.2020 03:30 (UTC)","n/e","n/e","n/e","292","80","169","n/e","131","n/e","0","223","93","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1773"
"Ireland (IE)","02.01.2020 03:30 - 02.01.2020 04:00 (UTC)","n/e","n/e","n/e","296","83","173","n/e","132","n/e","0","221","94","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1761"
"Ireland (IE)","02.01.2020 04:00 - 02.01.2020 04:30 (UTC)","n/e","n/e","n/e","299","85","177","n/e","131","n/e","0","220","94","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1766"
"Ireland (IE)","02.01.2020 04:30 - 02.01.2020 05:00 (UTC)","n/e","n/e","n/e","295","83","173","n/e","131","n/e","0","219","94","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1790"
"Ireland (IE)","02.01.2020 05:00 - 02.01.2020 05:30 (UTC)","n/e","n/e","n/e","292","82","171","n/e","131","n/e","0","218","93","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1792"
"Ireland (IE)","02.01.2020 05:30 - 02.01.2020 06:00 (UTC)","n/e","n/e","n/e","303","87","179","n/e","131","n/e","0","217","95","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1838"
"Ireland (IE)","02.01.2020 06:00 - 02.01.2020 06:30 (UTC)","n/e","n/e","n/e","294","83","174","n/e","132","n/e","0","215","94","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1975"
"Ireland (IE)","02.01.2020 06:30 - 02.01.2020 07:00 (UTC)","n/e","n/e","n/e","295","83","173","n/e","132","n/e","0","213","93","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2061"
"Ireland (IE)","02.01.2020 07:00 - 02.01.2020 07:30 (UTC)","n/e","n/e","n/e","282","80","165","n/e","132","n/e","0","214","133","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2219"
"Ireland (IE)","02.01.2020 07:30 - 02.01.2020 08:00 (UTC)","n/e","n/e","n/e","314","81","169","n/e","180","n/e","0","213","133","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2343"
"Ireland (IE)","02.01.2020 08:00 - 02.01.2020 08:30 (UTC)","n/e","n/e","n/e","308","80","165","n/e","183","n/e","15","0","151","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2328"
"Ireland (IE)","02.01.2020 08:30 - 02.01.2020 09:00 (UTC)","n/e","n/e","n/e","338","83","171","n/e","188","n/e","26","0","156","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2418"
"Ireland (IE)","02.01.2020 09:00 - 02.01.2020 09:30 (UTC)","n/e","n/e","n/e","359","84","174","n/e","246","n/e","26","0","155","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2504"
"Ireland (IE)","02.01.2020 09:30 - 02.01.2020 10:00 (UTC)","n/e","n/e","n/e","361","83","175","n/e","291","n/e","27","0","173","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2632"
"Ireland (IE)","02.01.2020 10:00 - 02.01.2020 10:30 (UTC)","n/e","n/e","n/e","356","81","170","n/e","317","n/e","22","0","172","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2718"
"Ireland (IE)","02.01.2020 10:30 - 02.01.2020 11:00 (UTC)","n/e","n/e","n/e","408","81","166","n/e","299","n/e","20","0","167","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2837"
"Ireland (IE)","02.01.2020 11:00 - 02.01.2020 11:30 (UTC)","n/e","n/e","n/e","435","88","241","n/e","273","n/e","30","0","176","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2764"
"Ireland (IE)","02.01.2020 11:30 - 02.01.2020 12:00 (UTC)","n/e","n/e","n/e","421","80","330","n/e","267","n/e","21","0","171","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2895"
"Ireland (IE)","02.01.2020 12:00 - 02.01.2020 12:30 (UTC)","n/e","n/e","n/e","415","81","326","n/e","268","n/e","20","0","171","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2961"
"Ireland (IE)","02.01.2020 12:30 - 02.01.2020 13:00 (UTC)","n/e","n/e","n/e","425","102","337","n/e","269","n/e","24","0","173","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2915"
"Ireland (IE)","02.01.2020 13:00 - 02.01.2020 13:30 (UTC)","n/e","n/e","n/e","429","106","342","n/e","253","n/e","28","0","175","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2901"
"Ireland (IE)","02.01.2020 13:30 - 02.01.2020 14:00 (UTC)","n/e","n/e","n/e","423","101","373","n/e","249","n/e","22","0","157","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2843"
"Ireland (IE)","02.01.2020 14:00 - 02.01.2020 14:30 (UTC)","n/e","n/e","n/e","426","103","377","n/e","250","n/e","25","0","155","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2768"
"Ireland (IE)","02.01.2020 14:30 - 02.01.2020 15:00 (UTC)","n/e","n/e","n/e","416","101","366","n/e","248","n/e","20","0","154","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2744"
"Ireland (IE)","02.01.2020 15:00 - 02.01.2020 15:30 (UTC)","n/e","n/e","n/e","425","102","375","n/e","251","n/e","22","0","153","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2704"
"Ireland (IE)","02.01.2020 15:30 - 02.01.2020 16:00 (UTC)","n/e","n/e","n/e","314","107","424","n/e","272","n/e","29","0","162","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2760"
"Ireland (IE)","02.01.2020 16:00 - 02.01.2020 16:30 (UTC)","n/e","n/e","n/e","288","101","409","n/e","267","n/e","20","0","172","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2707"
"Ireland (IE)","02.01.2020 16:30 - 02.01.2020 17:00 (UTC)","n/e","n/e","n/e","308","107","346","n/e","272","n/e","149","0","180","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2688"
"Ireland (IE)","02.01.2020 17:00 - 02.01.2020 17:30 (UTC)","n/e","n/e","n/e","350","101","408","n/e","262","n/e","172","0","173","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2721"
"Ireland (IE)","02.01.2020 17:30 - 02.01.2020 18:00 (UTC)","n/e","n/e","n/e","298","102","406","n/e","270","n/e","195","0","186","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2587"
"Ireland (IE)","02.01.2020 18:00 - 02.01.2020 18:30 (UTC)","n/e","n/e","n/e","285","101","389","n/e","262","n/e","189","0","186","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2576"
"Ireland (IE)","02.01.2020 18:30 - 02.01.2020 19:00 (UTC)","n/e","n/e","n/e","285","101","239","n/e","261","n/e","143","0","193","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2371"
"Ireland (IE)","02.01.2020 19:00 - 02.01.2020 19:30 (UTC)","n/e","n/e","n/e","302","108","213","n/e","270","n/e","158","0","197","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2048"
"Ireland (IE)","02.01.2020 19:30 - 02.01.2020 20:00 (UTC)","n/e","n/e","n/e","285","102","392","n/e","288","n/e","136","0","180","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1905"
"Ireland (IE)","02.01.2020 20:00 - 02.01.2020 20:30 (UTC)","n/e","n/e","n/e","305","107","448","n/e","266","n/e","30","0","183","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1851"
"Ireland (IE)","02.01.2020 20:30 - 02.01.2020 21:00 (UTC)","n/e","n/e","n/e","279","101","375","n/e","286","n/e","27","0","173","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1890"
"Ireland (IE)","02.01.2020 21:00 - 02.01.2020 21:30 (UTC)","n/e","n/e","n/e","295","101","200","n/e","271","n/e","61","0","181","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2029"
"Ireland (IE)","02.01.2020 21:30 - 02.01.2020 22:00 (UTC)","n/e","n/e","n/e","284","101","213","n/e","259","n/e","20","0","163","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2135"
"Ireland (IE)","02.01.2020 22:00 - 02.01.2020 22:30 (UTC)","n/e","n/e","n/e","277","91","201","n/e","219","n/e","33","0","174","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2114"
"Ireland (IE)","02.01.2020 22:30 - 02.01.2020 23:00 (UTC)","n/e","n/e","n/e","268","78","184","n/e","244","n/e","24","0","148","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2273"
"Ireland (IE)","02.01.2020 23:00 - 02.01.2020 23:30 (UTC)","n/e","n/e","n/e","248","78","202","n/e","205","n/e","23","0","136","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2306"
"Ireland (IE)","02.01.2020 23:30 - 03.01.2020 00:00 (UTC)","n/e","n/e","n/e","275","89","222","n/e","210","n/e","24","0","140","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2314"
"Ireland (IE)","03.01.2020 00:00 - 03.01.2020 00:30 (UTC)","n/e","n/e","n/e","332","78","307","n/e","223","n/e","0","77","131","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2205"
"Ireland (IE)","03.01.2020 00:30 - 03.01.2020 01:00 (UTC)","n/e","n/e","n/e","283","78","315","n/e","224","n/e","0","227","132","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2142"
"Ireland (IE)","03.01.2020 01:00 - 03.01.2020 01:30 (UTC)","n/e","n/e","n/e","300","86","325","n/e","226","n/e","0","300","134","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2066"
"Ireland (IE)","03.01.2020 01:30 - 03.01.2020 02:00 (UTC)","n/e","n/e","n/e","274","78","241","n/e","218","n/e","0","301","128","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2167"
"Ireland (IE)","03.01.2020 02:00 - 03.01.2020 02:30 (UTC)","n/e","n/e","n/e","287","80","171","n/e","176","n/e","0","297","132","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1989"
"Ireland (IE)","03.01.2020 02:30 - 03.01.2020 03:00 (UTC)","n/e","n/e","n/e","293","80","190","n/e","144","n/e","0","294","132","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","2051"
"Ireland (IE)","03.01.2020 03:00 - 03.01.2020 03:30 (UTC)","n/e","n/e","n/e","292","84","192","n/e","135","n/e","0","292","132","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1863"
"Ireland (IE)","03.01.2020 03:30 - 03.01.2020 04:00 (UTC)","n/e","n/e","n/e","468","79","190","n/e","133","n/e","0","291","133","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1491"
"Ireland (IE)","03.01.2020 04:00 - 03.01.2020 04:30 (UTC)","n/e","n/e","n/e","488","86","199","n/e","179","n/e","0","288","133","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1371"
"Ireland (IE)","03.01.2020 04:30 - 03.01.2020 05:00 (UTC)","n/e","n/e","n/e","491","83","252","n/e","176","n/e","0","286","132","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1438"
"Ireland (IE)","03.01.2020 05:00 - 03.01.2020 05:30 (UTC)","n/e","n/e","n/e","363","78","238","n/e","218","n/e","0","286","131","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1501"
"Ireland (IE)","03.01.2020 05:30 - 03.01.2020 06:00 (UTC)","n/e","n/e","n/e","280","78","165","n/e","263","n/e","0","216","127","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1574"
"Ireland (IE)","03.01.2020 06:00 - 03.01.2020 06:30 (UTC)","n/e","n/e","n/e","334","78","230","n/e","264","n/e","0","141","129","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1430"
"Ireland (IE)","03.01.2020 06:30 - 03.01.2020 07:00 (UTC)","n/e","n/e","n/e","352","79","243","n/e","270","n/e","4","0","132","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1314"
"Ireland (IE)","03.01.2020 07:00 - 03.01.2020 07:30 (UTC)","n/e","n/e","n/e","535","103","233","n/e","267","n/e","16","0","130","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1257"
"Ireland (IE)","03.01.2020 07:30 - 03.01.2020 08:00 (UTC)","n/e","n/e","n/e","572","137","187","n/e","266","n/e","16","0","133","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1267"
"Ireland (IE)","03.01.2020 08:00 - 03.01.2020 08:30 (UTC)","n/e","n/e","n/e","739","103","195","n/e","269","n/e","18","0","135","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1228"
"Ireland (IE)","03.01.2020 08:30 - 03.01.2020 09:00 (UTC)","n/e","n/e","n/e","887","86","204","n/e","272","n/e","22","0","154","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1092"
"Ireland (IE)","03.01.2020 09:00 - 03.01.2020 09:30 (UTC)","n/e","n/e","n/e","990","81","201","n/e","272","n/e","13","0","153","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","969"
"Ireland (IE)","03.01.2020 09:30 - 03.01.2020 10:00 (UTC)","n/e","n/e","n/e","960","56","346","n/e","267","n/e","10","0","151","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","1004"
"Ireland (IE)","03.01.2020 10:00 - 03.01.2020 10:30 (UTC)","n/e","n/e","n/e","988","0","403","n/e","270","n/e","59","0","171","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","953"
"Ireland (IE)","03.01.2020 10:30 - 03.01.2020 11:00 (UTC)","n/e","n/e","n/e","999","0","370","n/e","271","n/e","67","0","173","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","932"
"Ireland (IE)","03.01.2020 11:00 - 03.01.2020 11:30 (UTC)","n/e","n/e","n/e","1022","0","454","n/e","272","n/e","14","0","174","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","794"
"Ireland (IE)","03.01.2020 11:30 - 03.01.2020 12:00 (UTC)","n/e","n/e","n/e","984","0","442","n/e","288","n/e","10","0","170","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","796"
"Ireland (IE)","03.01.2020 12:00 - 03.01.2020 12:30 (UTC)","n/e","n/e","n/e","961","0","430","n/e","283","n/e","10","0","168","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","814"
