"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Portugal (PT)","01.01.2022 00:00 - 01.01.2022 01:00 (UTC)","417","n/e","n/e","158","0","n/e","n/e","n/e","n/e","256","666","340","50","n/e","n/e","27","n/e","0","n/e","25","2312"
"Portugal (PT)","01.01.2022 01:00 - 01.01.2022 02:00 (UTC)","422","n/e","n/e","154","0","n/e","n/e","n/e","n/e","26","732","197","51","n/e","n/e","28","n/e","0","n/e","25","2228"
"Portugal (PT)","01.01.2022 02:00 - 01.01.2022 03:00 (UTC)","420","n/e","n/e","155","0","n/e","n/e","n/e","n/e","0","1104","175","44","n/e","n/e","28","n/e","0","n/e","25","2155"
"Portugal (PT)","01.01.2022 03:00 - 01.01.2022 04:00 (UTC)","418","n/e","n/e","155","0","n/e","n/e","n/e","n/e","0","1254","146","46","n/e","n/e","27","n/e","0","n/e","25","2237"
"Portugal (PT)","01.01.2022 04:00 - 01.01.2022 05:00 (UTC)","414","n/e","n/e","154","0","n/e","n/e","n/e","n/e","0","1484","143","45","n/e","n/e","27","n/e","0","n/e","25","2367"
"Portugal (PT)","01.01.2022 05:00 - 01.01.2022 06:00 (UTC)","418","n/e","n/e","154","0","n/e","n/e","n/e","n/e","0","1623","188","48","n/e","n/e","27","n/e","0","n/e","25","2425"
"Portugal (PT)","01.01.2022 06:00 - 01.01.2022 07:00 (UTC)","416","n/e","n/e","155","0","n/e","n/e","n/e","n/e","0","1705","320","46","n/e","n/e","28","n/e","0","n/e","25","2451"
"Portugal (PT)","01.01.2022 07:00 - 01.01.2022 08:00 (UTC)","405","n/e","n/e","154","0","n/e","n/e","n/e","n/e","0","1544","347","41","n/e","n/e","27","n/e","2","n/e","25","2569"
"Portugal (PT)","01.01.2022 08:00 - 01.01.2022 09:00 (UTC)","403","n/e","n/e","156","0","n/e","n/e","n/e","n/e","0","1952","178","52","n/e","n/e","27","n/e","116","n/e","25","2717"
"Portugal (PT)","01.01.2022 09:00 - 01.01.2022 10:00 (UTC)","404","n/e","n/e","157","0","n/e","n/e","n/e","n/e","0","1749","186","67","n/e","n/e","27","n/e","410","n/e","25","2682"
"Portugal (PT)","01.01.2022 10:00 - 01.01.2022 11:00 (UTC)","406","n/e","n/e","156","0","n/e","n/e","n/e","n/e","0","1435","182","34","n/e","n/e","27","n/e","629","n/e","25","2471"
"Portugal (PT)","01.01.2022 11:00 - 01.01.2022 12:00 (UTC)","395","n/e","n/e","154","0","n/e","n/e","n/e","n/e","0","1416","155","35","n/e","n/e","27","n/e","711","n/e","25","2319"
"Portugal (PT)","01.01.2022 12:00 - 01.01.2022 13:00 (UTC)","396","n/e","n/e","154","0","n/e","n/e","n/e","n/e","0","1726","154","35","n/e","n/e","27","n/e","712","n/e","25","2308"
"Portugal (PT)","01.01.2022 13:00 - 01.01.2022 14:00 (UTC)","395","n/e","n/e","153","0","n/e","n/e","n/e","n/e","0","1742","154","33","n/e","n/e","27","n/e","660","n/e","25","2229"
"Portugal (PT)","01.01.2022 14:00 - 01.01.2022 15:00 (UTC)","395","n/e","n/e","150","0","n/e","n/e","n/e","n/e","0","1625","164","34","n/e","n/e","27","n/e","572","n/e","25","2104"
"Portugal (PT)","01.01.2022 15:00 - 01.01.2022 16:00 (UTC)","394","n/e","n/e","148","0","n/e","n/e","n/e","n/e","3","1510","167","33","n/e","n/e","28","n/e","401","n/e","25","2061"
"Portugal (PT)","01.01.2022 16:00 - 01.01.2022 17:00 (UTC)","387","n/e","n/e","153","0","n/e","n/e","n/e","n/e","114","288","278","34","n/e","n/e","26","n/e","159","n/e","25","2240"
"Portugal (PT)","01.01.2022 17:00 - 01.01.2022 18:00 (UTC)","389","n/e","n/e","154","0","n/e","n/e","n/e","n/e","301","3","427","97","n/e","n/e","26","n/e","3","n/e","25","2554"
"Portugal (PT)","01.01.2022 18:00 - 01.01.2022 19:00 (UTC)","386","n/e","n/e","155","0","n/e","n/e","n/e","n/e","438","3","550","93","n/e","n/e","26","n/e","0","n/e","25","2755"
"Portugal (PT)","01.01.2022 19:00 - 01.01.2022 20:00 (UTC)","386","n/e","n/e","155","0","n/e","n/e","n/e","n/e","248","94","828","159","n/e","n/e","26","n/e","0","n/e","25","2847"
"Portugal (PT)","01.01.2022 20:00 - 01.01.2022 21:00 (UTC)","387","n/e","n/e","155","0","n/e","n/e","n/e","n/e","280","241","814","164","n/e","n/e","25","n/e","0","n/e","25","2911"
"Portugal (PT)","01.01.2022 21:00 - 01.01.2022 22:00 (UTC)","388","n/e","n/e","155","0","n/e","n/e","n/e","n/e","86","465","908","80","n/e","n/e","26","n/e","0","n/e","22","2675"
"Portugal (PT)","01.01.2022 22:00 - 01.01.2022 23:00 (UTC)","391","n/e","n/e","156","0","n/e","n/e","n/e","n/e","0","955","579","31","n/e","n/e","27","n/e","0","n/e","17","2493"
"Portugal (PT)","01.01.2022 23:00 - 02.01.2022 00:00 (UTC)","390","n/e","n/e","156","0","n/e","n/e","n/e","n/e","0","450","638","75","n/e","n/e","26","n/e","0","n/e","6","2240"
"Portugal (PT)","02.01.2022 00:00 - 02.01.2022 01:00 (UTC)","387","n/e","n/e","154","0","n/e","n/e","n/e","n/e","0","1409","522","32","n/e","n/e","28","n/e","0","n/e","4","1944"
"Portugal (PT)","02.01.2022 01:00 - 02.01.2022 02:00 (UTC)","386","n/e","n/e","154","0","n/e","n/e","n/e","n/e","0","1457","334","42","n/e","n/e","27","n/e","0","n/e","3","1653"
"Portugal (PT)","02.01.2022 02:00 - 02.01.2022 03:00 (UTC)","387","n/e","n/e","153","0","n/e","n/e","n/e","n/e","0","1327","115","34","n/e","n/e","26","n/e","0","n/e","3","1479"
"Portugal (PT)","02.01.2022 03:00 - 02.01.2022 04:00 (UTC)","393","n/e","n/e","155","0","n/e","n/e","n/e","n/e","0","1408","106","38","n/e","n/e","26","n/e","0","n/e","2","1288"
"Portugal (PT)","02.01.2022 04:00 - 02.01.2022 05:00 (UTC)","389","n/e","n/e","155","0","n/e","n/e","n/e","n/e","0","1163","107","38","n/e","n/e","26","n/e","0","n/e","2","1035"
"Portugal (PT)","02.01.2022 05:00 - 02.01.2022 06:00 (UTC)","389","n/e","n/e","177","0","n/e","n/e","n/e","n/e","0","821","105","43","n/e","n/e","25","n/e","0","n/e","1","675"
"Portugal (PT)","02.01.2022 06:00 - 02.01.2022 07:00 (UTC)","392","n/e","n/e","287","0","n/e","n/e","n/e","n/e","0","591","218","34","n/e","n/e","26","n/e","0","n/e","2","511"
"Portugal (PT)","02.01.2022 07:00 - 02.01.2022 08:00 (UTC)","386","n/e","n/e","412","0","n/e","n/e","n/e","n/e","43","435","308","62","n/e","n/e","25","n/e","1","n/e","2","380"
"Portugal (PT)","02.01.2022 08:00 - 02.01.2022 09:00 (UTC)","382","n/e","n/e","509","0","n/e","n/e","n/e","n/e","1","113","215","54","n/e","n/e","24","n/e","65","n/e","2","294"
"Portugal (PT)","02.01.2022 09:00 - 02.01.2022 10:00 (UTC)","379","n/e","n/e","639","0","n/e","n/e","n/e","n/e","0","287","213","50","n/e","n/e","25","n/e","295","n/e","5","258"
"Portugal (PT)","02.01.2022 10:00 - 02.01.2022 11:00 (UTC)","383","n/e","n/e","906","0","n/e","n/e","n/e","n/e","0","414","166","122","n/e","n/e","25","n/e","484","n/e","8","246"
"Portugal (PT)","02.01.2022 11:00 - 02.01.2022 12:00 (UTC)","387","n/e","n/e","978","0","n/e","n/e","n/e","n/e","0","408","149","115","n/e","n/e","25","n/e","566","n/e","9","131"
"Portugal (PT)","02.01.2022 12:00 - 02.01.2022 13:00 (UTC)","387","n/e","n/e","952","0","n/e","n/e","n/e","n/e","0","355","158","125","n/e","n/e","25","n/e","635","n/e","9","108"
"Portugal (PT)","02.01.2022 13:00 - 02.01.2022 14:00 (UTC)","387","n/e","n/e","906","0","n/e","n/e","n/e","n/e","0","109","145","59","n/e","n/e","25","n/e","650","n/e","7","99"
"Portugal (PT)","02.01.2022 14:00 - 02.01.2022 15:00 (UTC)","389","n/e","n/e","952","0","n/e","n/e","n/e","n/e","0","437","153","24","n/e","n/e","25","n/e","565","n/e","5","93"
"Portugal (PT)","02.01.2022 15:00 - 02.01.2022 16:00 (UTC)","388","n/e","n/e","984","0","n/e","n/e","n/e","n/e","0","76","212","22","n/e","n/e","27","n/e","390","n/e","4","72"
"Portugal (PT)","02.01.2022 16:00 - 02.01.2022 17:00 (UTC)","385","n/e","n/e","966","0","n/e","n/e","n/e","n/e","47","4","532","154","n/e","n/e","26","n/e","125","n/e","3","89"
"Portugal (PT)","02.01.2022 17:00 - 02.01.2022 18:00 (UTC)","388","n/e","n/e","1141","0","n/e","n/e","n/e","n/e","1699","0","919","431","n/e","n/e","26","n/e","6","n/e","2","112"
"Portugal (PT)","02.01.2022 18:00 - 02.01.2022 19:00 (UTC)","390","n/e","n/e","1163","0","n/e","n/e","n/e","n/e","1739","0","1502","435","n/e","n/e","26","n/e","0","n/e","1","109"
"Portugal (PT)","02.01.2022 19:00 - 02.01.2022 20:00 (UTC)","404","n/e","n/e","1267","0","n/e","n/e","n/e","n/e","1800","0","1701","510","n/e","n/e","25","n/e","0","n/e","2","105"
"Portugal (PT)","02.01.2022 20:00 - 02.01.2022 21:00 (UTC)","404","n/e","n/e","1428","0","n/e","n/e","n/e","n/e","1705","0","1659","700","n/e","n/e","24","n/e","0","n/e","1","78"
"Portugal (PT)","02.01.2022 21:00 - 02.01.2022 22:00 (UTC)","404","n/e","n/e","1560","0","n/e","n/e","n/e","n/e","1154","1","1245","401","n/e","n/e","25","n/e","0","n/e","1","94"
"Portugal (PT)","02.01.2022 22:00 - 02.01.2022 23:00 (UTC)","413","n/e","n/e","1456","0","n/e","n/e","n/e","n/e","399","3","759","152","n/e","n/e","26","n/e","0","n/e","2","148"
"Portugal (PT)","02.01.2022 23:00 - 03.01.2022 00:00 (UTC)","408","n/e","n/e","1433","0","n/e","n/e","n/e","n/e","1664","1","489","231","n/e","n/e","26","n/e","0","n/e","3","219"
"Portugal (PT)","03.01.2022 00:00 - 03.01.2022 01:00 (UTC)","399","n/e","n/e","1415","0","n/e","n/e","n/e","n/e","459","3","505","221","n/e","n/e","26","n/e","0","n/e","3","263"
"Portugal (PT)","03.01.2022 01:00 - 03.01.2022 02:00 (UTC)","382","n/e","n/e","1385","0","n/e","n/e","n/e","n/e","50","5","252","40","n/e","n/e","26","n/e","0","n/e","4","341"
"Portugal (PT)","03.01.2022 02:00 - 03.01.2022 03:00 (UTC)","381","n/e","n/e","1233","0","n/e","n/e","n/e","n/e","0","7","104","20","n/e","n/e","26","n/e","0","n/e","6","416"
"Portugal (PT)","03.01.2022 03:00 - 03.01.2022 04:00 (UTC)","378","n/e","n/e","1186","0","n/e","n/e","n/e","n/e","0","7","108","20","n/e","n/e","24","n/e","0","n/e","9","563"
"Portugal (PT)","03.01.2022 04:00 - 03.01.2022 05:00 (UTC)","378","n/e","n/e","1140","0","n/e","n/e","n/e","n/e","0","7","111","20","n/e","n/e","25","n/e","0","n/e","11","713"
"Portugal (PT)","03.01.2022 05:00 - 03.01.2022 06:00 (UTC)","375","n/e","n/e","1322","0","n/e","n/e","n/e","n/e","15","7","150","20","n/e","n/e","24","n/e","0","n/e","14","811"
"Portugal (PT)","03.01.2022 06:00 - 03.01.2022 07:00 (UTC)","373","n/e","n/e","1648","0","n/e","n/e","n/e","n/e","806","2","361","89","n/e","n/e","25","n/e","0","n/e","21","874"
"Portugal (PT)","03.01.2022 07:00 - 03.01.2022 08:00 (UTC)","371","n/e","n/e","1834","0","n/e","n/e","n/e","n/e","1368","1","973","341","n/e","n/e","25","n/e","1","n/e","21","1036"
"Portugal (PT)","03.01.2022 08:00 - 03.01.2022 09:00 (UTC)","368","n/e","n/e","1862","0","n/e","n/e","n/e","n/e","1288","1","961","298","n/e","n/e","25","n/e","86","n/e","23","1214"
"Portugal (PT)","03.01.2022 09:00 - 03.01.2022 10:00 (UTC)","367","n/e","n/e","1941","0","n/e","n/e","n/e","n/e","890","2","458","177","n/e","n/e","25","n/e","310","n/e","22","1235"
"Portugal (PT)","03.01.2022 10:00 - 03.01.2022 11:00 (UTC)","364","n/e","n/e","1946","0","n/e","n/e","n/e","n/e","153","5","155","84","n/e","n/e","24","n/e","514","n/e","25","1296"
"Portugal (PT)","03.01.2022 11:00 - 03.01.2022 12:00 (UTC)","357","n/e","n/e","2014","0","n/e","n/e","n/e","n/e","0","5","149","20","n/e","n/e","26","n/e","627","n/e","25","1337"
"Portugal (PT)","03.01.2022 12:00 - 03.01.2022 13:00 (UTC)","359","n/e","n/e","2033","0","n/e","n/e","n/e","n/e","0","47","142","20","n/e","n/e","25","n/e","675","n/e","24","1419"
"Portugal (PT)","03.01.2022 13:00 - 03.01.2022 14:00 (UTC)","364","n/e","n/e","1787","0","n/e","n/e","n/e","n/e","0","323","137","20","n/e","n/e","26","n/e","673","n/e","15","1515"
"Portugal (PT)","03.01.2022 14:00 - 03.01.2022 15:00 (UTC)","356","n/e","n/e","1908","0","n/e","n/e","n/e","n/e","0","820","148","20","n/e","n/e","26","n/e","582","n/e","18","1616"
"Portugal (PT)","03.01.2022 15:00 - 03.01.2022 16:00 (UTC)","354","n/e","n/e","2109","0","n/e","n/e","n/e","n/e","0","110","153","55","n/e","n/e","26","n/e","407","n/e","16","1771"
"Portugal (PT)","03.01.2022 16:00 - 03.01.2022 17:00 (UTC)","358","n/e","n/e","2094","0","n/e","n/e","n/e","n/e","227","5","724","161","n/e","n/e","26","n/e","134","n/e","19","1981"
"Portugal (PT)","03.01.2022 17:00 - 03.01.2022 18:00 (UTC)","369","n/e","n/e","1974","0","n/e","n/e","n/e","n/e","1492","1","1332","417","n/e","n/e","26","n/e","4","n/e","24","2347"
"Portugal (PT)","03.01.2022 18:00 - 03.01.2022 19:00 (UTC)","374","n/e","n/e","2055","0","n/e","n/e","n/e","n/e","1537","1","1408","458","n/e","n/e","26","n/e","0","n/e","22","2581"
"Portugal (PT)","03.01.2022 19:00 - 03.01.2022 20:00 (UTC)","371","n/e","n/e","2005","0","n/e","n/e","n/e","n/e","607","2","840","160","n/e","n/e","25","n/e","0","n/e","25","2747"
"Portugal (PT)","03.01.2022 20:00 - 03.01.2022 21:00 (UTC)","369","n/e","n/e","2084","0","n/e","n/e","n/e","n/e","82","3","543","108","n/e","n/e","25","n/e","0","n/e","23","2851"
"Portugal (PT)","03.01.2022 21:00 - 03.01.2022 22:00 (UTC)","373","n/e","n/e","2168","0","n/e","n/e","n/e","n/e","276","4","474","290","n/e","n/e","24","n/e","0","n/e","25","2931"
"Portugal (PT)","03.01.2022 22:00 - 03.01.2022 23:00 (UTC)","377","n/e","n/e","1632","0","n/e","n/e","n/e","n/e","6","40","120","21","n/e","n/e","25","n/e","0","n/e","25","3008"
"Portugal (PT)","03.01.2022 23:00 - 04.01.2022 00:00 (UTC)","381","n/e","n/e","868","0","n/e","n/e","n/e","n/e","0","773","152","45","n/e","n/e","24","n/e","0","n/e","25","3082"
"Portugal (PT)","04.01.2022 00:00 - 04.01.2022 01:00 (UTC)","377","n/e","n/e","401","0","n/e","n/e","n/e","n/e","0","426","159","58","n/e","n/e","26","n/e","0","n/e","25","3349"
"Portugal (PT)","04.01.2022 01:00 - 04.01.2022 02:00 (UTC)","372","n/e","n/e","452","0","n/e","n/e","n/e","n/e","0","1228","142","33","n/e","n/e","25","n/e","0","n/e","25","3712"
"Portugal (PT)","04.01.2022 02:00 - 04.01.2022 03:00 (UTC)","366","n/e","n/e","399","0","n/e","n/e","n/e","n/e","0","2000","90","20","n/e","n/e","26","n/e","0","n/e","25","3952"
"Portugal (PT)","04.01.2022 03:00 - 04.01.2022 04:00 (UTC)","365","n/e","n/e","397","0","n/e","n/e","n/e","n/e","0","1995","89","20","n/e","n/e","25","n/e","0","n/e","25","4023"
"Portugal (PT)","04.01.2022 04:00 - 04.01.2022 05:00 (UTC)","359","n/e","n/e","386","0","n/e","n/e","n/e","n/e","0","1012","143","99","n/e","n/e","25","n/e","0","n/e","25","4052"
"Portugal (PT)","04.01.2022 05:00 - 04.01.2022 06:00 (UTC)","373","n/e","n/e","496","0","n/e","n/e","n/e","n/e","17","310","150","94","n/e","n/e","25","n/e","0","n/e","12","4046"
"Portugal (PT)","04.01.2022 06:00 - 04.01.2022 07:00 (UTC)","365","n/e","n/e","949","0","n/e","n/e","n/e","n/e","941","6","273","586","n/e","n/e","25","n/e","0","n/e","20","4014"
"Portugal (PT)","04.01.2022 07:00 - 04.01.2022 08:00 (UTC)","363","n/e","n/e","1337","0","n/e","n/e","n/e","n/e","1254","1","547","688","n/e","n/e","25","n/e","0","n/e","25","4264"
"Portugal (PT)","04.01.2022 08:00 - 04.01.2022 09:00 (UTC)","371","n/e","n/e","1529","0","n/e","n/e","n/e","n/e","1499","1","651","631","n/e","n/e","25","n/e","52","n/e","25","4302"
"Portugal (PT)","04.01.2022 09:00 - 04.01.2022 10:00 (UTC)","371","n/e","n/e","1613","0","n/e","n/e","n/e","n/e","1830","1","682","797","n/e","n/e","26","n/e","103","n/e","24","3699"
"Portugal (PT)","04.01.2022 10:00 - 04.01.2022 11:00 (UTC)","361","n/e","n/e","1588","0","n/e","n/e","n/e","n/e","1885","1","885","944","n/e","n/e","25","n/e","124","n/e","15","3017"
"Portugal (PT)","04.01.2022 11:00 - 04.01.2022 12:00 (UTC)","373","n/e","n/e","1565","0","n/e","n/e","n/e","n/e","1307","1","386","620","n/e","n/e","26","n/e","151","n/e","5","3668"
"Portugal (PT)","04.01.2022 12:00 - 04.01.2022 13:00 (UTC)","369","n/e","n/e","1553","0","n/e","n/e","n/e","n/e","1279","1","353","493","n/e","n/e","26","n/e","262","n/e","4","3823"
"Portugal (PT)","04.01.2022 13:00 - 04.01.2022 14:00 (UTC)","391","n/e","n/e","1540","0","n/e","n/e","n/e","n/e","1346","1","273","448","n/e","n/e","26","n/e","355","n/e","2","3903"
"Portugal (PT)","04.01.2022 14:00 - 04.01.2022 15:00 (UTC)","379","n/e","n/e","1466","0","n/e","n/e","n/e","n/e","1194","1","234","458","n/e","n/e","27","n/e","397","n/e","8","4065"
"Portugal (PT)","04.01.2022 15:00 - 04.01.2022 16:00 (UTC)","389","n/e","n/e","1548","0","n/e","n/e","n/e","n/e","1264","1","256","496","n/e","n/e","27","n/e","296","n/e","16","3998"
"Portugal (PT)","04.01.2022 16:00 - 04.01.2022 17:00 (UTC)","388","n/e","n/e","1559","0","n/e","n/e","n/e","n/e","1501","1","340","700","n/e","n/e","24","n/e","101","n/e","17","3870"
"Portugal (PT)","04.01.2022 17:00 - 04.01.2022 18:00 (UTC)","378","n/e","n/e","1493","0","n/e","n/e","n/e","n/e","1894","25","953","1039","n/e","n/e","21","n/e","3","n/e","24","3891"
"Portugal (PT)","04.01.2022 18:00 - 04.01.2022 19:00 (UTC)","377","n/e","n/e","1419","0","n/e","n/e","n/e","n/e","1723","1","792","1094","n/e","n/e","20","n/e","0","n/e","20","3535"
"Portugal (PT)","04.01.2022 19:00 - 04.01.2022 20:00 (UTC)","390","n/e","n/e","1457","0","n/e","n/e","n/e","n/e","1286","1","378","556","n/e","n/e","20","n/e","0","n/e","15","3072"
"Portugal (PT)","04.01.2022 20:00 - 04.01.2022 21:00 (UTC)","397","n/e","n/e","1439","0","n/e","n/e","n/e","n/e","863","2","238","471","n/e","n/e","22","n/e","0","n/e","19","2886"
"Portugal (PT)","04.01.2022 21:00 - 04.01.2022 22:00 (UTC)","390","n/e","n/e","1331","0","n/e","n/e","n/e","n/e","236","13","159","224","n/e","n/e","21","n/e","0","n/e","17","3080"
"Portugal (PT)","04.01.2022 22:00 - 04.01.2022 23:00 (UTC)","378","n/e","n/e","820","0","n/e","n/e","n/e","n/e","153","625","114","164","n/e","n/e","19","n/e","0","n/e","18","3154"
"Portugal (PT)","04.01.2022 23:00 - 05.01.2022 00:00 (UTC)","395","n/e","n/e","451","0","n/e","n/e","n/e","n/e","65","686","111","221","n/e","n/e","21","n/e","0","n/e","15","2763"
"Portugal (PT)","05.01.2022 00:00 - 05.01.2022 01:00 (UTC)","415","n/e","n/e","422","0","n/e","n/e","n/e","n/e","0","1417","120","99","n/e","n/e","22","n/e","0","n/e","9","2663"
"Portugal (PT)","05.01.2022 01:00 - 05.01.2022 02:00 (UTC)","407","n/e","n/e","405","0","n/e","n/e","n/e","n/e","0","1490","121","102","n/e","n/e","21","n/e","0","n/e","6","2575"
"Portugal (PT)","05.01.2022 02:00 - 05.01.2022 03:00 (UTC)","400","n/e","n/e","457","0","n/e","n/e","n/e","n/e","0","1613","116","84","n/e","n/e","20","n/e","0","n/e","5","2311"
"Portugal (PT)","05.01.2022 03:00 - 05.01.2022 04:00 (UTC)","399","n/e","n/e","393","0","n/e","n/e","n/e","n/e","0","1642","111","89","n/e","n/e","20","n/e","0","n/e","3","2372"
"Portugal (PT)","05.01.2022 04:00 - 05.01.2022 05:00 (UTC)","401","n/e","n/e","437","0","n/e","n/e","n/e","n/e","5","1717","165","151","n/e","n/e","21","n/e","0","n/e","1","2331"
"Portugal (PT)","05.01.2022 05:00 - 05.01.2022 06:00 (UTC)","393","n/e","n/e","643","0","n/e","n/e","n/e","n/e","436","37","107","227","n/e","n/e","20","n/e","0","n/e","4","1989"
"Portugal (PT)","05.01.2022 06:00 - 05.01.2022 07:00 (UTC)","388","n/e","n/e","1231","0","n/e","n/e","n/e","n/e","1615","5","225","642","n/e","n/e","18","n/e","0","n/e","6","1750"
"Portugal (PT)","05.01.2022 07:00 - 05.01.2022 08:00 (UTC)","385","n/e","n/e","1638","0","n/e","n/e","n/e","n/e","1695","1","472","759","n/e","n/e","19","n/e","0","n/e","2","1900"
"Portugal (PT)","05.01.2022 08:00 - 05.01.2022 09:00 (UTC)","385","n/e","n/e","1927","0","n/e","n/e","n/e","n/e","1602","1","736","723","n/e","n/e","20","n/e","88","n/e","6","2065"
"Portugal (PT)","05.01.2022 09:00 - 05.01.2022 10:00 (UTC)","391","n/e","n/e","1899","0","n/e","n/e","n/e","n/e","1389","2","660","760","n/e","n/e","20","n/e","337","n/e","15","2284"
"Portugal (PT)","05.01.2022 10:00 - 05.01.2022 11:00 (UTC)","386","n/e","n/e","2068","0","n/e","n/e","n/e","n/e","231","5","444","500","n/e","n/e","21","n/e","480","n/e","20","2801"
"Portugal (PT)","05.01.2022 11:00 - 05.01.2022 12:00 (UTC)","391","n/e","n/e","2106","0","n/e","n/e","n/e","n/e","258","5","265","597","n/e","n/e","22","n/e","481","n/e","25","3243"
"Portugal (PT)","05.01.2022 12:00 - 05.01.2022 13:00 (UTC)","386","n/e","n/e","2104","0","n/e","n/e","n/e","n/e","108","5","208","300","n/e","n/e","22","n/e","442","n/e","21","3736"
"Portugal (PT)","05.01.2022 13:00 - 05.01.2022 14:00 (UTC)","382","n/e","n/e","2154","0","n/e","n/e","n/e","n/e","23","5","202","208","n/e","n/e","20","n/e","382","n/e","23","3976"
"Portugal (PT)","05.01.2022 14:00 - 05.01.2022 15:00 (UTC)","391","n/e","n/e","2138","0","n/e","n/e","n/e","n/e","178","5","205","525","n/e","n/e","21","n/e","346","n/e","25","4025"
"Portugal (PT)","05.01.2022 15:00 - 05.01.2022 16:00 (UTC)","390","n/e","n/e","2281","0","n/e","n/e","n/e","n/e","861","4","342","692","n/e","n/e","22","n/e","216","n/e","25","4092"
"Portugal (PT)","05.01.2022 16:00 - 05.01.2022 17:00 (UTC)","382","n/e","n/e","2463","0","n/e","n/e","n/e","n/e","1457","1","766","924","n/e","n/e","23","n/e","76","n/e","25","4090"
"Portugal (PT)","05.01.2022 17:00 - 05.01.2022 18:00 (UTC)","393","n/e","n/e","2433","0","n/e","n/e","n/e","n/e","1676","1","1141","1083","n/e","n/e","23","n/e","2","n/e","25","4080"
"Portugal (PT)","05.01.2022 18:00 - 05.01.2022 19:00 (UTC)","397","n/e","n/e","2439","0","n/e","n/e","n/e","n/e","1901","1","1331","999","n/e","n/e","22","n/e","0","n/e","25","3792"
"Portugal (PT)","05.01.2022 19:00 - 05.01.2022 20:00 (UTC)","400","n/e","n/e","2481","0","n/e","n/e","n/e","n/e","1998","1","1324","1096","n/e","n/e","22","n/e","0","n/e","21","3396"
"Portugal (PT)","05.01.2022 20:00 - 05.01.2022 21:00 (UTC)","405","n/e","n/e","2501","0","n/e","n/e","n/e","n/e","1785","1","1098","672","n/e","n/e","22","n/e","0","n/e","8","3163"
"Portugal (PT)","05.01.2022 21:00 - 05.01.2022 22:00 (UTC)","411","n/e","n/e","2380","0","n/e","n/e","n/e","n/e","1306","2","705","533","n/e","n/e","23","n/e","0","n/e","5","2767"
"Portugal (PT)","05.01.2022 22:00 - 05.01.2022 23:00 (UTC)","412","n/e","n/e","1725","0","n/e","n/e","n/e","n/e","312","101","255","174","n/e","n/e","22","n/e","0","n/e","1","2590"
"Portugal (PT)","05.01.2022 23:00 - 06.01.2022 00:00 (UTC)","410","n/e","n/e","1259","0","n/e","n/e","n/e","n/e","69","85","199","157","n/e","n/e","23","n/e","0","n/e","0","2431"
"Portugal (PT)","06.01.2022 00:00 - 06.01.2022 01:00 (UTC)","407","n/e","n/e","1193","0","n/e","n/e","n/e","n/e","4","170","153","157","n/e","n/e","23","n/e","0","n/e","0","2243"
"Portugal (PT)","06.01.2022 01:00 - 06.01.2022 02:00 (UTC)","406","n/e","n/e","1101","0","n/e","n/e","n/e","n/e","0","252","156","107","n/e","n/e","23","n/e","0","n/e","0","2082"
"Portugal (PT)","06.01.2022 02:00 - 06.01.2022 03:00 (UTC)","405","n/e","n/e","1292","0","n/e","n/e","n/e","n/e","0","253","139","193","n/e","n/e","22","n/e","0","n/e","0","1747"
"Portugal (PT)","06.01.2022 03:00 - 06.01.2022 04:00 (UTC)","406","n/e","n/e","1198","0","n/e","n/e","n/e","n/e","3","254","133","108","n/e","n/e","22","n/e","0","n/e","0","1567"
"Portugal (PT)","06.01.2022 04:00 - 06.01.2022 05:00 (UTC)","407","n/e","n/e","1211","0","n/e","n/e","n/e","n/e","55","142","140","329","n/e","n/e","21","n/e","0","n/e","0","1424"
"Portugal (PT)","06.01.2022 05:00 - 06.01.2022 06:00 (UTC)","406","n/e","n/e","1318","0","n/e","n/e","n/e","n/e","55","13","139","481","n/e","n/e","21","n/e","0","n/e","0","1198"
"Portugal (PT)","06.01.2022 06:00 - 06.01.2022 07:00 (UTC)","408","n/e","n/e","1595","0","n/e","n/e","n/e","n/e","209","12","314","708","n/e","n/e","22","n/e","0","n/e","0","1000"
"Portugal (PT)","06.01.2022 07:00 - 06.01.2022 08:00 (UTC)","403","n/e","n/e","1697","0","n/e","n/e","n/e","n/e","315","12","380","707","n/e","n/e","21","n/e","1","n/e","0","1178"
