GAS_DATE,BENCHMARK_PRICE
10/01/2022,8.19
11/01/2022,9
12/01/2022,9.4
13/01/2022,9.4
14/01/2022,9.95
15/01/2022,9.95
16/01/2022,9.8
17/01/2022,8.97
18/01/2022,8.97
19/01/2022,9.1
20/01/2022,8.5
21/01/2022,7.8
22/01/2022,7.8
23/01/2022,7.3
24/01/2022,7.5
25/01/2022,7.5
26/01/2022,11
27/01/2022,10.44
28/01/2022,10.44
29/01/2022,10.44
30/01/2022,10.44
31/01/2022,11.83
01/02/2022,11.83
02/02/2022,11.83
03/02/2022,11.5
04/02/2022,11.5
05/02/2022,11.5
06/02/2022,9.8
07/02/2022,9.1
08/02/2022,9.1
09/02/2022,9.1
10/02/2022,9.1
11/02/2022,9.1
12/02/2022,9.1
13/02/2022,9.8
14/02/2022,9.8
15/02/2022,9.8
16/02/2022,9.8
17/02/2022,9.8
18/02/2022,9.8
19/02/2022,10.03
20/02/2022,10.03
21/02/2022,10
22/02/2022,10.27
23/02/2022,10.27
24/02/2022,10.3
25/02/2022,10.3
26/02/2022,10.3
27/02/2022,9.18
28/02/2022,9.4
01/03/2022,9.56
02/03/2022,9.5
03/03/2022,9.5
04/03/2022,9.5
05/03/2022,9.26
06/03/2022,9.45
07/03/2022,9.31
08/03/2022,9.9
09/03/2022,10
10/03/2022,9.94
11/03/2022,9.94
12/03/2022,9.94
13/03/2022,10.29
14/03/2022,10.29
15/03/2022,10.65
16/03/2022,10.9
17/03/2022,11.5
18/03/2022,11.85
19/03/2022,10.8
20/03/2022,10.8
21/03/2022,10.8
22/03/2022,10.88
23/03/2022,10.84
24/03/2022,11.2
25/03/2022,11.2
26/03/2022,11.7
27/03/2022,11.8
28/03/2022,12.5
29/03/2022,12.5
30/03/2022,13.5
31/03/2022,13.5
01/04/2022,15
02/04/2022,15
03/04/2022,15
04/04/2022,15
05/04/2022,16
06/04/2022,16.5
07/04/2022,16.5
08/04/2022,19.67
09/04/2022,19.67
10/04/2022,18.5
11/04/2022,18.5
12/04/2022,18.5
13/04/2022,17
14/04/2022,17
15/04/2022,15.5
16/04/2022,14
17/04/2022,14
18/04/2022,13.6
19/04/2022,13.6
20/04/2022,13.6
21/04/2022,18.05
22/04/2022,16.5
23/04/2022,16.5
24/04/2022,17
25/04/2022,16.9
26/04/2022,16.85
27/04/2022,16.75
28/04/2022,16.75
29/04/2022,16.3
30/04/2022,16.6
01/05/2022,16.78
02/05/2022,17
03/05/2022,17.5
04/05/2022,17.5
05/05/2022,19.1
06/05/2022,20.25
07/05/2022,20.25
08/05/2022,20.25
09/05/2022,26
10/05/2022,26
11/05/2022,26
12/05/2022,31.25
13/05/2022,31.25
14/05/2022,31.25
15/05/2022,31.25
16/05/2022,31.25
17/05/2022,31.25
18/05/2022,31.25
19/05/2022,31.25
20/05/2022,31.25
21/05/2022,31.25
22/05/2022,35
23/05/2022,35
24/05/2022,35
25/05/2022,35
26/05/2022,35
27/05/2022,35
28/05/2022,35
29/05/2022,35
30/05/2022,35
31/05/2022,35
01/06/2022,39
02/06/2022,37.8
03/06/2022,38
04/06/2022,35
05/06/2022,35.56
06/06/2022,35.5
07/06/2022,35.5
08/06/2022,35.5
09/06/2022,35.5
10/06/2022,36.75
11/06/2022,36.75
12/06/2022,36.75
13/06/2022,36.17
14/06/2022,36.17
15/06/2022,32
16/06/2022,33.58
17/06/2022,34.5
18/06/2022,34.5
19/06/2022,34.5
20/06/2022,34.5
21/06/2022,40.2
22/06/2022,40.2
23/06/2022,40.2
24/06/2022,38
25/06/2022,38
26/06/2022,38
27/06/2022,38
28/06/2022,38
29/06/2022,40.5
30/06/2022,40.8
01/07/2022,41.28
02/07/2022,41.28
03/07/2022,41.28
04/07/2022,42
05/07/2022,43.5
06/07/2022,43.5
07/07/2022,43.5
08/07/2022,43.5
09/07/2022,42
10/07/2022,40
11/07/2022,40
12/07/2022,40.4
13/07/2022,41.87
14/07/2022,47.5
15/07/2022,50
16/07/2022,50
17/07/2022,50
18/07/2022,45.5
19/07/2022,46.96
20/07/2022,46.96
21/07/2022,42
22/07/2022,38.8
23/07/2022,38.8
24/07/2022,34
25/07/2022,37
26/07/2022,36.75
27/07/2022,35.5
28/07/2022,34
29/07/2022,29.5
30/07/2022,29.5
31/07/2022,29.5
01/08/2022,29.5
02/08/2022,18
03/08/2022,18
04/08/2022,18
05/08/2022,18
06/08/2022,12.01
07/08/2022,12.01
08/08/2022,16.83
09/08/2022,16.83
10/08/2022,16.83
11/08/2022,16.83
12/08/2022,16.83
13/08/2022,17.06
14/08/2022,17.06
15/08/2022,18.5
16/08/2022,18.5
17/08/2022,18.5
18/08/2022,18.5
19/08/2022,18.5
20/08/2022,17.7
21/08/2022,17.5
22/08/2022,17.5
23/08/2022,17.5
24/08/2022,17.5
25/08/2022,18.75
26/08/2022,19.6
27/08/2022,19.6
28/08/2022,14.5
29/08/2022,14.5
30/08/2022,14.5
31/08/2022,11.69
01/09/2022,11.69
02/09/2022,13.5
03/09/2022,13.5
04/09/2022,17.58
05/09/2022,17.58
06/09/2022,20.57
07/09/2022,21
08/09/2022,20.3
09/09/2022,20.3
10/09/2022,20.3
11/09/2022,19.75
12/09/2022,22
13/09/2022,22
14/09/2022,22.5
15/09/2022,23.19
16/09/2022,23.19
17/09/2022,24.68
18/09/2022,25
19/09/2022,25
20/09/2022,25
21/09/2022,25
22/09/2022,25
23/09/2022,22.98
24/09/2022,22.98
25/09/2022,20.5
26/09/2022,20.25
27/09/2022,19.25
28/09/2022,20.5
29/09/2022,19
30/09/2022,19
01/10/2022,19
02/10/2022,19
03/10/2022,19
04/10/2022,19
05/10/2022,19
06/10/2022,19
07/10/2022,19
08/10/2022,19
09/10/2022,19
10/10/2022,20.5
11/10/2022,20.5
12/10/2022,20.5
13/10/2022,20.5
14/10/2022,20.5
15/10/2022,20.5
16/10/2022,22.2
17/10/2022,21.93
18/10/2022,21.93
19/10/2022,20.5
20/10/2022,20.5
21/10/2022,15
22/10/2022,15
23/10/2022,14.75
24/10/2022,14.75
25/10/2022,14.75
26/10/2022,15.5
27/10/2022,21.83
28/10/2022,21.83
29/10/2022,18
30/10/2022,18
31/10/2022,18
01/11/2022,18
02/11/2022,22.5
03/11/2022,23
04/11/2022,23
05/11/2022,23
06/11/2022,23
07/11/2022,23
08/11/2022,11.5
09/11/2022,11.33
10/11/2022,11.3
11/11/2022,11.3
12/11/2022,11.3
13/11/2022,11.3
14/11/2022,14.95
15/11/2022,14.95
16/11/2022,14.95
17/11/2022,14.95
18/11/2022,14.95
19/11/2022,14.95
20/11/2022,14.95
21/11/2022,20.17
22/11/2022,23.2
23/11/2022,23.2
24/11/2022,23.2
25/11/2022,20.57
26/11/2022,20.57
27/11/2022,20.57
28/11/2022,24
29/11/2022,23
30/11/2022,23
01/12/2022,23
02/12/2022,23.2
03/12/2022,23.5
04/12/2022,23.5
05/12/2022,23.8
06/12/2022,23.8
07/12/2022,23.8
08/12/2022,21.65
09/12/2022,19.5
10/12/2022,19.5
11/12/2022,19.5
12/12/2022,19.5
13/12/2022,12.56
14/12/2022,13.16
15/12/2022,14
16/12/2022,14.03
17/12/2022,11.75
18/12/2022,10.41
19/12/2022,10.3
20/12/2022,10.34
21/12/2022,10.34
22/12/2022,10.34
23/12/2022,12
24/12/2022,12
25/12/2022,11.6
26/12/2022,11.6
27/12/2022,11.6
28/12/2022,11.6
29/12/2022,10.5
30/12/2022,10.18
31/12/2022,10
