"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|IT-North","17.03.2018 12:00 - 17.03.2018 13:00 (UTC)","143","n/e","n/e","2642","1640","0","n/e","n/e","n/e","","25","1369","214","n/e","n/e","5684","n/e","564","25","n/e","10"
"BZN|IT-North","17.03.2018 13:00 - 17.03.2018 14:00 (UTC)","143","n/e","n/e","2598","1647","17","n/e","n/e","n/e","","26","1344","175","n/e","n/e","5476","n/e","557","24","n/e","13"
"BZN|IT-North","17.03.2018 14:00 - 17.03.2018 15:00 (UTC)","142","n/e","n/e","2631","1645","17","n/e","n/e","n/e","","25","1360","190","n/e","n/e","5790","n/e","431","24","n/e","17"
"BZN|IT-North","17.03.2018 15:00 - 17.03.2018 16:00 (UTC)","143","n/e","n/e","2388","1645","17","n/e","n/e","n/e","","26","1544","222","n/e","n/e","6036","n/e","326","24","n/e","15"
"BZN|IT-North","17.03.2018 16:00 - 17.03.2018 17:00 (UTC)","142","n/e","n/e","2580","1633","17","n/e","n/e","n/e","","18","1783","291","n/e","n/e","5812","n/e","142","24","n/e","14"
"BZN|IT-North","17.03.2018 17:00 - 17.03.2018 18:00 (UTC)","144","n/e","n/e","3290","1634","17","n/e","n/e","n/e","717","","2169","327","n/e","n/e","6044","n/e","1","24","n/e","16"
"BZN|IT-North","17.03.2018 18:00 - 17.03.2018 19:00 (UTC)","143","n/e","n/e","3546","1636","17","n/e","n/e","n/e","912","","2445","526","n/e","n/e","5847","n/e","0","25","n/e","15"
"BZN|IT-North","17.03.2018 19:00 - 17.03.2018 20:00 (UTC)","144","n/e","n/e","3239","1643","17","n/e","n/e","n/e","436","","2355","429","n/e","n/e","5565","n/e","0","25","n/e","15"
"BZN|IT-North","17.03.2018 20:00 - 17.03.2018 21:00 (UTC)","145","n/e","n/e","3309","1623","17","n/e","n/e","n/e","127","","1930","335","n/e","n/e","5170","n/e","0","24","n/e","16"
"BZN|IT-North","17.03.2018 21:00 - 17.03.2018 22:00 (UTC)","145","n/e","n/e","2973","1548","17","n/e","n/e","n/e","599","","1650","296","n/e","n/e","5282","n/e","0","23","n/e","16"
"BZN|IT-North","17.03.2018 22:00 - 17.03.2018 23:00 (UTC)","146","n/e","n/e","2438","1422","17","n/e","n/e","n/e","","22","1427","202","n/e","n/e","4893","n/e","0","24","n/e","13"
"BZN|IT-North","17.03.2018 23:00 - 18.03.2018 00:00 (UTC)","143","n/e","n/e","1864","1230","0","n/e","n/e","n/e","","276","1280","81","n/e","n/e","3743","n/e","0","36","n/e","16"
"BZN|IT-North","18.03.2018 00:00 - 18.03.2018 01:00 (UTC)","142","n/e","n/e","1585","1086","0","n/e","n/e","n/e","","428","1218","82","n/e","n/e","3475","n/e","0","34","n/e","15"
"BZN|IT-North","18.03.2018 01:00 - 18.03.2018 02:00 (UTC)","144","n/e","n/e","1599","1047","0","n/e","n/e","n/e","","568","1176","82","n/e","n/e","3147","n/e","0","36","n/e","6"
"BZN|IT-North","18.03.2018 02:00 - 18.03.2018 03:00 (UTC)","143","n/e","n/e","1396","1185","0","n/e","n/e","n/e","","1030","1165","82","n/e","n/e","3348","n/e","0","35","n/e","5"
"BZN|IT-North","18.03.2018 03:00 - 18.03.2018 04:00 (UTC)","144","n/e","n/e","1171","1026","0","n/e","n/e","n/e","","283","1175","81","n/e","n/e","3314","n/e","0","35","n/e","6"
"BZN|IT-North","18.03.2018 04:00 - 18.03.2018 05:00 (UTC)","143","n/e","n/e","1160","1028","0","n/e","n/e","n/e","","278","1196","82","n/e","n/e","3521","n/e","0","35","n/e","5"
"BZN|IT-North","18.03.2018 05:00 - 18.03.2018 06:00 (UTC)","144","n/e","n/e","1148","1184","0","n/e","n/e","n/e","","524","1201","81","n/e","n/e","3386","n/e","1","33","n/e","4"
"BZN|IT-North","18.03.2018 06:00 - 18.03.2018 07:00 (UTC)","141","n/e","n/e","1145","1002","0","n/e","n/e","n/e","","997","1185","77","n/e","n/e","3503","n/e","104","33","n/e","4"
"BZN|IT-North","18.03.2018 07:00 - 18.03.2018 08:00 (UTC)","138","n/e","n/e","1356","1034","0","n/e","n/e","n/e","","635","1240","117","n/e","n/e","3634","n/e","327","32","n/e","6"
"BZN|IT-North","18.03.2018 08:00 - 18.03.2018 09:00 (UTC)","138","n/e","n/e","1578","1204","0","n/e","n/e","n/e","","285","1336","129","n/e","n/e","3715","n/e","603","34","n/e","12"
"BZN|IT-North","18.03.2018 09:00 - 18.03.2018 10:00 (UTC)","137","n/e","n/e","1970","1406","0","n/e","n/e","n/e","","178","1686","518","n/e","n/e","4595","n/e","500","37","n/e","16"
"BZN|IT-North","18.03.2018 10:00 - 18.03.2018 11:00 (UTC)","139","n/e","n/e","1889","1476","0","n/e","n/e","n/e","","135","1589","429","n/e","n/e","4664","n/e","452","37","n/e","18"
"BZN|IT-North","18.03.2018 11:00 - 18.03.2018 12:00 (UTC)","136","n/e","n/e","1845","1544","0","n/e","n/e","n/e","36","","1585","493","n/e","n/e","4367","n/e","447","37","n/e","16"
"BZN|IT-North","18.03.2018 12:00 - 18.03.2018 13:00 (UTC)","139","n/e","n/e","1893","1294","0","n/e","n/e","n/e","","272","1267","81","n/e","n/e","3947","n/e","469","34","n/e","15"
"BZN|IT-North","18.03.2018 13:00 - 18.03.2018 14:00 (UTC)","140","n/e","n/e","1613","1079","13","n/e","n/e","n/e","","236","1343","274","n/e","n/e","3745","n/e","394","34","n/e","17"
"BZN|IT-North","18.03.2018 14:00 - 18.03.2018 15:00 (UTC)","139","n/e","n/e","1511","1225","17","n/e","n/e","n/e","","26","1383","190","n/e","n/e","4546","n/e","267","35","n/e","16"
"BZN|IT-North","18.03.2018 15:00 - 18.03.2018 16:00 (UTC)","143","n/e","n/e","1644","1259","17","n/e","n/e","n/e","","24","1418","120","n/e","n/e","4483","n/e","139","34","n/e","12"
"BZN|IT-North","18.03.2018 16:00 - 18.03.2018 17:00 (UTC)","143","n/e","n/e","1805","1382","17","n/e","n/e","n/e","97","","1576","278","n/e","n/e","4876","n/e","39","33","n/e","9"
"BZN|IT-North","18.03.2018 17:00 - 18.03.2018 18:00 (UTC)","141","n/e","n/e","1822","1469","17","n/e","n/e","n/e","643","","2034","518","n/e","n/e","5038","n/e","0","33","n/e","12"
"BZN|IT-North","18.03.2018 18:00 - 18.03.2018 19:00 (UTC)","139","n/e","n/e","1647","1598","17","n/e","n/e","n/e","1671","","2469","649","n/e","n/e","5017","n/e","0","35","n/e","15"
"BZN|IT-North","18.03.2018 19:00 - 18.03.2018 20:00 (UTC)","139","n/e","n/e","1663","1629","17","n/e","n/e","n/e","1686","","2164","506","n/e","n/e","4859","n/e","0","36","n/e","15"
"BZN|IT-North","18.03.2018 20:00 - 18.03.2018 21:00 (UTC)","141","n/e","n/e","1691","1646","17","n/e","n/e","n/e","1067","","1746","384","n/e","n/e","4814","n/e","0","35","n/e","15"
"BZN|IT-North","18.03.2018 21:00 - 18.03.2018 22:00 (UTC)","140","n/e","n/e","1699","1642","17","n/e","n/e","n/e","241","","1523","330","n/e","n/e","4733","n/e","0","34","n/e","14"
"BZN|IT-North","18.03.2018 22:00 - 18.03.2018 23:00 (UTC)","142","n/e","n/e","1854","1542","17","n/e","n/e","n/e","","24","1391","139","n/e","n/e","4120","n/e","0","34","n/e","11"
"BZN|IT-North","18.03.2018 23:00 - 19.03.2018 00:00 (UTC)","145","n/e","n/e","1764","1432","0","n/e","n/e","n/e","","136","1276","80","n/e","n/e","3624","n/e","0","34","n/e","11"
"BZN|IT-North","19.03.2018 00:00 - 19.03.2018 01:00 (UTC)","147","n/e","n/e","2182","1218","0","n/e","n/e","n/e","","1211","1234","79","n/e","n/e","3444","n/e","0","36","n/e","10"
"BZN|IT-North","19.03.2018 01:00 - 19.03.2018 02:00 (UTC)","146","n/e","n/e","1915","1076","0","n/e","n/e","n/e","","1517","1196","79","n/e","n/e","3339","n/e","0","35","n/e","9"
"BZN|IT-North","19.03.2018 02:00 - 19.03.2018 03:00 (UTC)","146","n/e","n/e","2217","1060","0","n/e","n/e","n/e","","1622","1171","78","n/e","n/e","3645","n/e","0","33","n/e","10"
"BZN|IT-North","19.03.2018 03:00 - 19.03.2018 04:00 (UTC)","144","n/e","n/e","2100","1050","0","n/e","n/e","n/e","","1639","1203","78","n/e","n/e","3860","n/e","0","33","n/e","8"
"BZN|IT-North","19.03.2018 04:00 - 19.03.2018 05:00 (UTC)","145","n/e","n/e","2600","1244","0","n/e","n/e","n/e","","1334","1196","94","n/e","n/e","4406","n/e","0","30","n/e","6"
"BZN|IT-North","19.03.2018 05:00 - 19.03.2018 06:00 (UTC)","142","n/e","n/e","3210","1527","0","n/e","n/e","n/e","","56","1346","185","n/e","n/e","5745","n/e","1","32","n/e","4"
"BZN|IT-North","19.03.2018 06:00 - 19.03.2018 07:00 (UTC)","141","n/e","n/e","5156","1621","0","n/e","n/e","n/e","382","","1654","326","n/e","n/e","7339","n/e","97","32","n/e","5"
"BZN|IT-North","19.03.2018 07:00 - 19.03.2018 08:00 (UTC)","140","n/e","n/e","5975","1623","0","n/e","n/e","n/e","392","","2568","551","n/e","n/e","7599","n/e","214","27","n/e","5"
"BZN|IT-North","19.03.2018 08:00 - 19.03.2018 09:00 (UTC)","139","n/e","n/e","6031","1623","0","n/e","n/e","n/e","745","","2635","581","n/e","n/e","8268","n/e","289","16","n/e","3"
"BZN|IT-North","19.03.2018 09:00 - 19.03.2018 10:00 (UTC)","140","n/e","n/e","6185","1630","13","n/e","n/e","n/e","302","","2473","352","n/e","n/e","8230","n/e","365","20","n/e","2"
"BZN|IT-North","19.03.2018 10:00 - 19.03.2018 11:00 (UTC)","141","n/e","n/e","5935","1625","17","n/e","n/e","n/e","579","","2036","478","n/e","n/e","7891","n/e","455","20","n/e","2"
"BZN|IT-North","19.03.2018 11:00 - 19.03.2018 12:00 (UTC)","139","n/e","n/e","5975","1630","17","n/e","n/e","n/e","","14","1703","290","n/e","n/e","7079","n/e","481","19","n/e","1"
"BZN|IT-North","19.03.2018 12:00 - 19.03.2018 13:00 (UTC)","140","n/e","n/e","5954","1625","17","n/e","n/e","n/e","","25","1653","239","n/e","n/e","7129","n/e","451","20","n/e","1"
"BZN|IT-North","19.03.2018 13:00 - 19.03.2018 14:00 (UTC)","140","n/e","n/e","6151","1623","17","n/e","n/e","n/e","","25","1705","352","n/e","n/e","7731","n/e","415","24","n/e","1"
"BZN|IT-North","19.03.2018 14:00 - 19.03.2018 15:00 (UTC)","139","n/e","n/e","6583","1624","17","n/e","n/e","n/e","","17","1738","424","n/e","n/e","8000","n/e","359","24","n/e","1"
"BZN|IT-North","19.03.2018 15:00 - 19.03.2018 16:00 (UTC)","139","n/e","n/e","6746","1628","17","n/e","n/e","n/e","548","","2006","594","n/e","n/e","8075","n/e","224","27","n/e","1"
"BZN|IT-North","19.03.2018 16:00 - 19.03.2018 17:00 (UTC)","140","n/e","n/e","6791","1635","17","n/e","n/e","n/e","342","","2675","462","n/e","n/e","7957","n/e","82","26","n/e","1"
"BZN|IT-North","19.03.2018 17:00 - 19.03.2018 18:00 (UTC)","139","n/e","n/e","7036","1636","17","n/e","n/e","n/e","1343","","3143","536","n/e","n/e","7715","n/e","0","28","n/e","1"
"BZN|IT-North","19.03.2018 18:00 - 19.03.2018 19:00 (UTC)","139","n/e","n/e","6852","1625","17","n/e","n/e","n/e","1831","","3565","926","n/e","n/e","8098","n/e","0","25","n/e","1"
"BZN|IT-North","19.03.2018 19:00 - 19.03.2018 20:00 (UTC)","138","n/e","n/e","6736","1637","17","n/e","n/e","n/e","74","","2869","531","n/e","n/e","7370","n/e","0","27","n/e","1"
"BZN|IT-North","19.03.2018 20:00 - 19.03.2018 21:00 (UTC)","142","n/e","n/e","6014","1631","17","n/e","n/e","n/e","","22","1952","382","n/e","n/e","6611","n/e","0","32","n/e","1"
"BZN|IT-North","19.03.2018 21:00 - 19.03.2018 22:00 (UTC)","142","n/e","n/e","4930","1632","17","n/e","n/e","n/e","","121","1723","227","n/e","n/e","5833","n/e","0","33","n/e","1"
"BZN|IT-North","19.03.2018 22:00 - 19.03.2018 23:00 (UTC)","142","n/e","n/e","3873","1620","17","n/e","n/e","n/e","","346","1490","137","n/e","n/e","5933","n/e","0","33","n/e","1"
"BZN|IT-North","19.03.2018 23:00 - 20.03.2018 00:00 (UTC)","142","n/e","n/e","2691","1464","0","n/e","n/e","n/e","","619","1312","58","n/e","n/e","5067","n/e","0","32","n/e","2"
"BZN|IT-North","20.03.2018 00:00 - 20.03.2018 01:00 (UTC)","143","n/e","n/e","2441","1226","0","n/e","n/e","n/e","","1261","1181","57","n/e","n/e","5150","n/e","0","32","n/e","4"
"BZN|IT-North","20.03.2018 01:00 - 20.03.2018 02:00 (UTC)","143","n/e","n/e","2343","1056","0","n/e","n/e","n/e","","1394","1111","57","n/e","n/e","5000","n/e","0","33","n/e","5"
"BZN|IT-North","20.03.2018 02:00 - 20.03.2018 03:00 (UTC)","144","n/e","n/e","2322","1066","0","n/e","n/e","n/e","","1309","1076","57","n/e","n/e","4738","n/e","0","33","n/e","5"
"BZN|IT-North","20.03.2018 03:00 - 20.03.2018 04:00 (UTC)","144","n/e","n/e","2507","1238","0","n/e","n/e","n/e","","1268","1086","63","n/e","n/e","4934","n/e","0","32","n/e","5"
"BZN|IT-North","20.03.2018 04:00 - 20.03.2018 05:00 (UTC)","143","n/e","n/e","3494","1354","0","n/e","n/e","n/e","","1262","1116","74","n/e","n/e","5722","n/e","0","31","n/e","5"
"BZN|IT-North","20.03.2018 05:00 - 20.03.2018 06:00 (UTC)","142","n/e","n/e","4573","1543","0","n/e","n/e","n/e","","637","1372","169","n/e","n/e","6656","n/e","10","29","n/e","7"
"BZN|IT-North","20.03.2018 06:00 - 20.03.2018 07:00 (UTC)","140","n/e","n/e","5678","1532","0","n/e","n/e","n/e","7","","2134","292","n/e","n/e","7310","n/e","131","30","n/e","9"
"BZN|IT-North","20.03.2018 07:00 - 20.03.2018 08:00 (UTC)","142","n/e","n/e","5772","1619","0","n/e","n/e","n/e","200","","2705","603","n/e","n/e","7672","n/e","346","30","n/e","12"
"BZN|IT-North","20.03.2018 08:00 - 20.03.2018 09:00 (UTC)","143","n/e","n/e","6285","1594","0","n/e","n/e","n/e","330","","2816","805","n/e","n/e","7492","n/e","629","26","n/e","12"
"BZN|IT-North","20.03.2018 09:00 - 20.03.2018 10:00 (UTC)","142","n/e","n/e","6471","1543","0","n/e","n/e","n/e","185","","2677","663","n/e","n/e","7423","n/e","850","27","n/e","12"
"BZN|IT-North","20.03.2018 10:00 - 20.03.2018 11:00 (UTC)","143","n/e","n/e","6656","1580","0","n/e","n/e","n/e","274","","2657","637","n/e","n/e","7764","n/e","970","26","n/e","13"
"BZN|IT-North","20.03.2018 11:00 - 20.03.2018 12:00 (UTC)","140","n/e","n/e","6128","1623","0","n/e","n/e","n/e","64","","1889","321","n/e","n/e","7349","n/e","1093","25","n/e","16"
"BZN|IT-North","20.03.2018 12:00 - 20.03.2018 13:00 (UTC)","134","n/e","n/e","6286","1636","0","n/e","n/e","n/e","63","","1855","317","n/e","n/e","7383","n/e","1133","24","n/e","16"
"BZN|IT-North","20.03.2018 13:00 - 20.03.2018 14:00 (UTC)","132","n/e","n/e","6871","1614","0","n/e","n/e","n/e","64","","2249","445","n/e","n/e","8056","n/e","1001","26","n/e","17"
"BZN|IT-North","20.03.2018 14:00 - 20.03.2018 15:00 (UTC)","134","n/e","n/e","6721","1612","0","n/e","n/e","n/e","188","","2444","628","n/e","n/e","8117","n/e","833","25","n/e","17"
"BZN|IT-North","20.03.2018 15:00 - 20.03.2018 16:00 (UTC)","140","n/e","n/e","6401","1615","0","n/e","n/e","n/e","199","","2798","620","n/e","n/e","7881","n/e","497","26","n/e","19"
"BZN|IT-North","20.03.2018 16:00 - 20.03.2018 17:00 (UTC)","141","n/e","n/e","6494","1626","0","n/e","n/e","n/e","249","","2924","466","n/e","n/e","7540","n/e","178","24","n/e","18"
"BZN|IT-North","20.03.2018 17:00 - 20.03.2018 18:00 (UTC)","142","n/e","n/e","5633","1626","0","n/e","n/e","n/e","313","","3428","606","n/e","n/e","7894","n/e","0","31","n/e","21"
"BZN|IT-North","20.03.2018 18:00 - 20.03.2018 19:00 (UTC)","141","n/e","n/e","5693","1630","0","n/e","n/e","n/e","499","","3708","877","n/e","n/e","7990","n/e","0","30","n/e","21"
"BZN|IT-North","20.03.2018 19:00 - 20.03.2018 20:00 (UTC)","142","n/e","n/e","5290","1632","0","n/e","n/e","n/e","138","","3121","484","n/e","n/e","7223","n/e","0","28","n/e","23"
"BZN|IT-North","20.03.2018 20:00 - 20.03.2018 21:00 (UTC)","140","n/e","n/e","4558","1625","0","n/e","n/e","n/e","","1","2184","287","n/e","n/e","6601","n/e","0","29","n/e","25"
"BZN|IT-North","20.03.2018 21:00 - 20.03.2018 22:00 (UTC)","140","n/e","n/e","3748","1622","0","n/e","n/e","n/e","","134","1620","187","n/e","n/e","5945","n/e","0","28","n/e","24"
"BZN|IT-North","20.03.2018 22:00 - 20.03.2018 23:00 (UTC)","140","n/e","n/e","2771","1614","0","n/e","n/e","n/e","","506","1475","161","n/e","n/e","5850","n/e","0","29","n/e","25"
"BZN|IT-North","20.03.2018 23:00 - 21.03.2018 00:00 (UTC)","148","n/e","n/e","2779","1543","0","n/e","n/e","n/e","","1248","1310","59","n/e","n/e","5169","n/e","0","35","n/e","24"
"BZN|IT-North","21.03.2018 00:00 - 21.03.2018 01:00 (UTC)","149","n/e","n/e","2946","1193","0","n/e","n/e","n/e","","1591","1177","58","n/e","n/e","4505","n/e","0","29","n/e","22"
"BZN|IT-North","21.03.2018 01:00 - 21.03.2018 02:00 (UTC)","144","n/e","n/e","2944","1064","0","n/e","n/e","n/e","","1638","1133","57","n/e","n/e","4300","n/e","0","23","n/e","20"
"BZN|IT-North","21.03.2018 02:00 - 21.03.2018 03:00 (UTC)","149","n/e","n/e","3012","1083","0","n/e","n/e","n/e","","1729","1127","56","n/e","n/e","4357","n/e","0","18","n/e","19"
"BZN|IT-North","21.03.2018 03:00 - 21.03.2018 04:00 (UTC)","153","n/e","n/e","2860","990","0","n/e","n/e","n/e","","1421","1131","56","n/e","n/e","4413","n/e","0","21","n/e","20"
"BZN|IT-North","21.03.2018 04:00 - 21.03.2018 05:00 (UTC)","152","n/e","n/e","3669","1082","0","n/e","n/e","n/e","","1238","1148","114","n/e","n/e","5164","n/e","0","19","n/e","19"
"BZN|IT-North","21.03.2018 05:00 - 21.03.2018 06:00 (UTC)","151","n/e","n/e","4727","1351","0","n/e","n/e","n/e","","20","1431","280","n/e","n/e","6712","n/e","13","18","n/e","18"
"BZN|IT-North","21.03.2018 06:00 - 21.03.2018 07:00 (UTC)","150","n/e","n/e","5855","1561","0","n/e","n/e","n/e","505","","2536","905","n/e","n/e","8186","n/e","257","18","n/e","21"
"BZN|IT-North","21.03.2018 07:00 - 21.03.2018 08:00 (UTC)","149","n/e","n/e","6056","1614","0","n/e","n/e","n/e","884","","2985","1061","n/e","n/e","8892","n/e","923","16","n/e","19"
"BZN|IT-North","21.03.2018 08:00 - 21.03.2018 09:00 (UTC)","148","n/e","n/e","6079","1617","0","n/e","n/e","n/e","214","","2816","678","n/e","n/e","8974","n/e","2046","25","n/e","18"
"BZN|IT-North","21.03.2018 09:00 - 21.03.2018 10:00 (UTC)","150","n/e","n/e","5422","1623","0","n/e","n/e","n/e","200","","2558","601","n/e","n/e","8149","n/e","2763","27","n/e","16"
"BZN|IT-North","21.03.2018 10:00 - 21.03.2018 11:00 (UTC)","151","n/e","n/e","5236","1585","0","n/e","n/e","n/e","","24","2324","366","n/e","n/e","7513","n/e","2834","30","n/e","12"
"BZN|IT-North","21.03.2018 11:00 - 21.03.2018 12:00 (UTC)","152","n/e","n/e","4583","1544","0","n/e","n/e","n/e","59","","1718","336","n/e","n/e","6491","n/e","3089","32","n/e","15"
"BZN|IT-North","21.03.2018 12:00 - 21.03.2018 13:00 (UTC)","151","n/e","n/e","4714","1428","0","n/e","n/e","n/e","62","","1639","317","n/e","n/e","6478","n/e","3269","31","n/e","17"
"BZN|IT-North","21.03.2018 13:00 - 21.03.2018 14:00 (UTC)","153","n/e","n/e","4765","1302","0","n/e","n/e","n/e","63","","1677","344","n/e","n/e","7071","n/e","3278","29","n/e","20"
"BZN|IT-North","21.03.2018 14:00 - 21.03.2018 15:00 (UTC)","151","n/e","n/e","5095","1275","0","n/e","n/e","n/e","63","","1805","365","n/e","n/e","7766","n/e","2569","30","n/e","20"
"BZN|IT-North","21.03.2018 15:00 - 21.03.2018 16:00 (UTC)","150","n/e","n/e","5518","1316","0","n/e","n/e","n/e","154","","2218","322","n/e","n/e","7844","n/e","1584","33","n/e","20"
"BZN|IT-North","21.03.2018 16:00 - 21.03.2018 17:00 (UTC)","152","n/e","n/e","5534","1469","0","n/e","n/e","n/e","157","","2748","346","n/e","n/e","8403","n/e","511","31","n/e","20"
"BZN|IT-North","21.03.2018 17:00 - 21.03.2018 18:00 (UTC)","152","n/e","n/e","5667","1542","0","n/e","n/e","n/e","345","","3192","527","n/e","n/e","8303","n/e","16","27","n/e","17"
"BZN|IT-North","21.03.2018 18:00 - 21.03.2018 19:00 (UTC)","151","n/e","n/e","6072","1580","0","n/e","n/e","n/e","1107","","3617","1022","n/e","n/e","8764","n/e","0","28","n/e","16"
"BZN|IT-North","21.03.2018 19:00 - 21.03.2018 20:00 (UTC)","150","n/e","n/e","5752","1536","0","n/e","n/e","n/e","194","","2876","539","n/e","n/e","7862","n/e","0","29","n/e","14"
"BZN|IT-North","21.03.2018 20:00 - 21.03.2018 21:00 (UTC)","149","n/e","n/e","5412","1517","0","n/e","n/e","n/e","87","","1991","292","n/e","n/e","7043","n/e","0","26","n/e","20"
"BZN|IT-North","21.03.2018 21:00 - 21.03.2018 22:00 (UTC)","148","n/e","n/e","3859","1583","0","n/e","n/e","n/e","","23","1475","244","n/e","n/e","6367","n/e","0","26","n/e","22"
"BZN|IT-North","21.03.2018 22:00 - 21.03.2018 23:00 (UTC)","148","n/e","n/e","2710","1511","0","n/e","n/e","n/e","","25","1281","131","n/e","n/e","5577","n/e","0","29","n/e","22"
"BZN|IT-North","21.03.2018 23:00 - 22.03.2018 00:00 (UTC)","147","n/e","n/e","2381","1446","0","n/e","n/e","n/e","","25","1176","131","n/e","n/e","5183","n/e","0","22","n/e","20"
"BZN|IT-North","22.03.2018 00:00 - 22.03.2018 01:00 (UTC)","149","n/e","n/e","2254","1288","0","n/e","n/e","n/e","","64","1084","58","n/e","n/e","4650","n/e","0","20","n/e","23"
"BZN|IT-North","22.03.2018 01:00 - 22.03.2018 02:00 (UTC)","151","n/e","n/e","2505","1401","0","n/e","n/e","n/e","","25","1035","57","n/e","n/e","4819","n/e","0","24","n/e","24"
"BZN|IT-North","22.03.2018 02:00 - 22.03.2018 03:00 (UTC)","151","n/e","n/e","2296","1223","0","n/e","n/e","n/e","","64","1028","57","n/e","n/e","4111","n/e","0","23","n/e","20"
"BZN|IT-North","22.03.2018 03:00 - 22.03.2018 04:00 (UTC)","142","n/e","n/e","2349","1203","0","n/e","n/e","n/e","","65","1043","57","n/e","n/e","4199","n/e","0","20","n/e","19"
"BZN|IT-North","22.03.2018 04:00 - 22.03.2018 05:00 (UTC)","141","n/e","n/e","3306","1388","0","n/e","n/e","n/e","","25","1057","69","n/e","n/e","5250","n/e","0","22","n/e","19"
"BZN|IT-North","22.03.2018 05:00 - 22.03.2018 06:00 (UTC)","141","n/e","n/e","4483","1462","0","n/e","n/e","n/e","","21","1349","239","n/e","n/e","6452","n/e","33","21","n/e","17"
"BZN|IT-North","22.03.2018 06:00 - 22.03.2018 07:00 (UTC)","139","n/e","n/e","5598","1502","0","n/e","n/e","n/e","611","","1924","470","n/e","n/e","7543","n/e","481","21","n/e","16"
"BZN|IT-North","22.03.2018 07:00 - 22.03.2018 08:00 (UTC)","142","n/e","n/e","5362","1542","0","n/e","n/e","n/e","1319","","2536","985","n/e","n/e","7855","n/e","1209","22","n/e","18"
"BZN|IT-North","22.03.2018 08:00 - 22.03.2018 09:00 (UTC)","135","n/e","n/e","5027","1547","0","n/e","n/e","n/e","913","","2410","881","n/e","n/e","8046","n/e","2031","23","n/e","21"
"BZN|IT-North","22.03.2018 09:00 - 22.03.2018 10:00 (UTC)","140","n/e","n/e","4979","1448","0","n/e","n/e","n/e","294","","2001","504","n/e","n/e","7404","n/e","2596","24","n/e","23"
"BZN|IT-North","22.03.2018 10:00 - 22.03.2018 11:00 (UTC)","141","n/e","n/e","4910","1297","0","n/e","n/e","n/e","","23","1778","295","n/e","n/e","7401","n/e","2926","23","n/e","24"
"BZN|IT-North","22.03.2018 11:00 - 22.03.2018 12:00 (UTC)","143","n/e","n/e","4338","1358","0","n/e","n/e","n/e","62","","1711","300","n/e","n/e","6930","n/e","2978","22","n/e","22"
"BZN|IT-North","22.03.2018 12:00 - 22.03.2018 13:00 (UTC)","144","n/e","n/e","3872","1362","0","n/e","n/e","n/e","63","","1691","298","n/e","n/e","6789","n/e","2727","20","n/e","20"
"BZN|IT-North","22.03.2018 13:00 - 22.03.2018 14:00 (UTC)","142","n/e","n/e","4150","1507","17","n/e","n/e","n/e","62","","1658","358","n/e","n/e","7092","n/e","2062","23","n/e","21"
"BZN|IT-North","22.03.2018 14:00 - 22.03.2018 15:00 (UTC)","143","n/e","n/e","4174","1522","17","n/e","n/e","n/e","76","","1721","396","n/e","n/e","7160","n/e","1828","25","n/e","16"
"BZN|IT-North","22.03.2018 15:00 - 22.03.2018 16:00 (UTC)","142","n/e","n/e","4454","1540","17","n/e","n/e","n/e","155","","1763","433","n/e","n/e","7664","n/e","1171","22","n/e","12"
"BZN|IT-North","22.03.2018 16:00 - 22.03.2018 17:00 (UTC)","142","n/e","n/e","4939","1633","17","n/e","n/e","n/e","158","","2157","517","n/e","n/e","7978","n/e","381","19","n/e","9"
"BZN|IT-North","22.03.2018 17:00 - 22.03.2018 18:00 (UTC)","144","n/e","n/e","5138","1651","17","n/e","n/e","n/e","322","","2743","783","n/e","n/e","8272","n/e","3","19","n/e","6"
"BZN|IT-North","22.03.2018 18:00 - 22.03.2018 19:00 (UTC)","144","n/e","n/e","5504","1641","17","n/e","n/e","n/e","553","","3010","1150","n/e","n/e","8708","n/e","0","20","n/e","5"
"BZN|IT-North","22.03.2018 19:00 - 22.03.2018 20:00 (UTC)","144","n/e","n/e","5392","1645","17","n/e","n/e","n/e","276","","2286","669","n/e","n/e","7794","n/e","0","18","n/e","3"
"BZN|IT-North","22.03.2018 20:00 - 22.03.2018 21:00 (UTC)","143","n/e","n/e","5159","1646","17","n/e","n/e","n/e","156","","1757","346","n/e","n/e","7177","n/e","0","18","n/e","5"
