"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|IT-North","01.01.2018 13:00 - 01.01.2018 14:00 (UTC)","151","n/e","n/e","3299","555","0","n/e","n/e","n/e","480","","860","154","n/e","n/e","4132","n/e","464","45","n/e","11"
"BZN|IT-North","01.01.2018 14:00 - 01.01.2018 15:00 (UTC)","151","n/e","n/e","3455","568","0","n/e","n/e","n/e","233","","957","204","n/e","n/e","4488","n/e","228","45","n/e","5"
"BZN|IT-North","01.01.2018 15:00 - 01.01.2018 16:00 (UTC)","153","n/e","n/e","3436","575","0","n/e","n/e","n/e","198","","1339","496","n/e","n/e","4702","n/e","38","41","n/e","9"
"BZN|IT-North","01.01.2018 16:00 - 01.01.2018 17:00 (UTC)","149","n/e","n/e","3472","550","0","n/e","n/e","n/e","573","","1289","284","n/e","n/e","4516","n/e","0","44","n/e","9"
"BZN|IT-North","01.01.2018 17:00 - 01.01.2018 18:00 (UTC)","150","n/e","n/e","3132","573","0","n/e","n/e","n/e","115","","1633","282","n/e","n/e","4432","n/e","0","45","n/e","2"
"BZN|IT-North","01.01.2018 18:00 - 01.01.2018 19:00 (UTC)","150","n/e","n/e","2797","543","0","n/e","n/e","n/e","185","","1598","286","n/e","n/e","4311","n/e","0","45","n/e","1"
"BZN|IT-North","01.01.2018 19:00 - 01.01.2018 20:00 (UTC)","150","n/e","n/e","2542","475","0","n/e","n/e","n/e","172","","1198","272","n/e","n/e","3647","n/e","0","44","n/e","8"
"BZN|IT-North","01.01.2018 20:00 - 01.01.2018 21:00 (UTC)","114","n/e","n/e","1661","344","0","n/e","n/e","n/e","52","","833","43","n/e","n/e","2632","n/e","0","32","n/e","7"
"BZN|IT-North","01.01.2018 21:00 - 01.01.2018 22:00 (UTC)","154","n/e","n/e","2035","458","0","n/e","n/e","n/e","","26","777","53","n/e","n/e","3095","n/e","0","44","n/e","16"
"BZN|IT-North","01.01.2018 22:00 - 01.01.2018 23:00 (UTC)","154","n/e","n/e","1786","411","0","n/e","n/e","n/e","","51","775","53","n/e","n/e","2971","n/e","0","44","n/e","18"
"BZN|IT-North","01.01.2018 23:00 - 02.01.2018 00:00 (UTC)","145","n/e","n/e","1926","397","0","n/e","n/e","n/e","","1008","814","44","n/e","n/e","3227","n/e","0","37","n/e","28"
"BZN|IT-North","02.01.2018 00:00 - 02.01.2018 01:00 (UTC)","151","n/e","n/e","1771","383","0","n/e","n/e","n/e","","1213","804","45","n/e","n/e","3236","n/e","0","36","n/e","18"
"BZN|IT-North","02.01.2018 01:00 - 02.01.2018 02:00 (UTC)","152","n/e","n/e","1882","383","0","n/e","n/e","n/e","","1215","766","45","n/e","n/e","3341","n/e","0","37","n/e","16"
"BZN|IT-North","02.01.2018 02:00 - 02.01.2018 03:00 (UTC)","143","n/e","n/e","1942","385","0","n/e","n/e","n/e","","1371","768","45","n/e","n/e","3158","n/e","0","36","n/e","17"
"BZN|IT-North","02.01.2018 03:00 - 02.01.2018 04:00 (UTC)","145","n/e","n/e","2004","395","0","n/e","n/e","n/e","","1435","745","51","n/e","n/e","3156","n/e","0","36","n/e","20"
"BZN|IT-North","02.01.2018 04:00 - 02.01.2018 05:00 (UTC)","144","n/e","n/e","2046","383","0","n/e","n/e","n/e","","1271","780","53","n/e","n/e","3282","n/e","0","34","n/e","16"
"BZN|IT-North","02.01.2018 05:00 - 02.01.2018 06:00 (UTC)","143","n/e","n/e","2489","393","0","n/e","n/e","n/e","","72","828","75","n/e","n/e","3558","n/e","0","31","n/e","17"
"BZN|IT-North","02.01.2018 06:00 - 02.01.2018 07:00 (UTC)","142","n/e","n/e","3633","442","0","n/e","n/e","n/e","23","","1024","113","n/e","n/e","3988","n/e","0","30","n/e","20"
"BZN|IT-North","02.01.2018 07:00 - 02.01.2018 08:00 (UTC)","139","n/e","n/e","4473","502","0","n/e","n/e","n/e","","25","1794","439","n/e","n/e","4622","n/e","56","29","n/e","25"
"BZN|IT-North","02.01.2018 08:00 - 02.01.2018 09:00 (UTC)","142","n/e","n/e","4986","557","0","n/e","n/e","n/e","665","","2109","715","n/e","n/e","5108","n/e","483","31","n/e","24"
"BZN|IT-North","02.01.2018 09:00 - 02.01.2018 10:00 (UTC)","143","n/e","n/e","5027","569","0","n/e","n/e","n/e","339","","2022","710","n/e","n/e","5197","n/e","904","32","n/e","26"
"BZN|IT-North","02.01.2018 10:00 - 02.01.2018 11:00 (UTC)","144","n/e","n/e","5085","510","0","n/e","n/e","n/e","354","","1658","275","n/e","n/e","5142","n/e","2142","35","n/e","25"
"BZN|IT-North","02.01.2018 11:00 - 02.01.2018 12:00 (UTC)","142","n/e","n/e","5179","542","0","n/e","n/e","n/e","82","","1423","502","n/e","n/e","5093","n/e","2718","35","n/e","23"
"BZN|IT-North","02.01.2018 12:00 - 02.01.2018 13:00 (UTC)","141","n/e","n/e","4825","520","0","n/e","n/e","n/e","","24","1222","233","n/e","n/e","4538","n/e","2511","32","n/e","25"
"BZN|IT-North","02.01.2018 13:00 - 02.01.2018 14:00 (UTC)","142","n/e","n/e","4018","486","0","n/e","n/e","n/e","66","","1136","216","n/e","n/e","4162","n/e","1509","34","n/e","20"
"BZN|IT-North","02.01.2018 14:00 - 02.01.2018 15:00 (UTC)","142","n/e","n/e","4016","444","0","n/e","n/e","n/e","72","","1161","297","n/e","n/e","4292","n/e","597","35","n/e","15"
"BZN|IT-North","02.01.2018 15:00 - 02.01.2018 16:00 (UTC)","142","n/e","n/e","4519","461","0","n/e","n/e","n/e","743","","1752","350","n/e","n/e","4777","n/e","54","35","n/e","13"
"BZN|IT-North","02.01.2018 16:00 - 02.01.2018 17:00 (UTC)","144","n/e","n/e","4787","531","0","n/e","n/e","n/e","1509","","2690","609","n/e","n/e","5055","n/e","0","37","n/e","11"
"BZN|IT-North","02.01.2018 17:00 - 02.01.2018 18:00 (UTC)","144","n/e","n/e","4770","580","0","n/e","n/e","n/e","1521","","2936","612","n/e","n/e","4899","n/e","0","39","n/e","9"
"BZN|IT-North","02.01.2018 18:00 - 02.01.2018 19:00 (UTC)","145","n/e","n/e","4760","579","0","n/e","n/e","n/e","1398","","2869","613","n/e","n/e","4875","n/e","0","37","n/e","5"
"BZN|IT-North","02.01.2018 19:00 - 02.01.2018 20:00 (UTC)","145","n/e","n/e","4818","579","0","n/e","n/e","n/e","195","","2448","447","n/e","n/e","4806","n/e","0","37","n/e","4"
"BZN|IT-North","02.01.2018 20:00 - 02.01.2018 21:00 (UTC)","146","n/e","n/e","4371","569","0","n/e","n/e","n/e","118","","1556","145","n/e","n/e","4859","n/e","0","38","n/e","3"
"BZN|IT-North","02.01.2018 21:00 - 02.01.2018 22:00 (UTC)","142","n/e","n/e","3585","491","0","n/e","n/e","n/e","67","","1045","62","n/e","n/e","4091","n/e","0","38","n/e","2"
"BZN|IT-North","02.01.2018 22:00 - 02.01.2018 23:00 (UTC)","144","n/e","n/e","3058","398","0","n/e","n/e","n/e","","25","950","58","n/e","n/e","3631","n/e","0","37","n/e","4"
"BZN|IT-North","02.01.2018 23:00 - 03.01.2018 00:00 (UTC)","145","n/e","n/e","2217","447","0","n/e","n/e","n/e","","28","846","77","n/e","n/e","3733","n/e","0","46","n/e","2"
"BZN|IT-North","03.01.2018 00:00 - 03.01.2018 01:00 (UTC)","144","n/e","n/e","1976","390","0","n/e","n/e","n/e","","62","799","64","n/e","n/e","3358","n/e","0","43","n/e","4"
"BZN|IT-North","03.01.2018 01:00 - 03.01.2018 02:00 (UTC)","144","n/e","n/e","1937","383","0","n/e","n/e","n/e","","380","780","60","n/e","n/e","3282","n/e","0","45","n/e","5"
"BZN|IT-North","03.01.2018 02:00 - 03.01.2018 03:00 (UTC)","143","n/e","n/e","1929","383","0","n/e","n/e","n/e","","381","765","53","n/e","n/e","3301","n/e","0","47","n/e","2"
"BZN|IT-North","03.01.2018 03:00 - 03.01.2018 04:00 (UTC)","143","n/e","n/e","2075","398","0","n/e","n/e","n/e","","64","773","53","n/e","n/e","3309","n/e","0","46","n/e","2"
"BZN|IT-North","03.01.2018 04:00 - 03.01.2018 05:00 (UTC)","142","n/e","n/e","2447","473","0","n/e","n/e","n/e","","77","823","60","n/e","n/e","3787","n/e","0","44","n/e","13"
"BZN|IT-North","03.01.2018 05:00 - 03.01.2018 06:00 (UTC)","144","n/e","n/e","2982","586","0","n/e","n/e","n/e","","190","853","232","n/e","n/e","4568","n/e","0","45","n/e","16"
"BZN|IT-North","03.01.2018 06:00 - 03.01.2018 07:00 (UTC)","144","n/e","n/e","3423","677","0","n/e","n/e","n/e","1291","","1255","584","n/e","n/e","4861","n/e","0","44","n/e","19"
"BZN|IT-North","03.01.2018 07:00 - 03.01.2018 08:00 (UTC)","143","n/e","n/e","4027","769","0","n/e","n/e","n/e","1078","","1717","711","n/e","n/e","5515","n/e","129","43","n/e","22"
"BZN|IT-North","03.01.2018 08:00 - 03.01.2018 09:00 (UTC)","139","n/e","n/e","4112","823","0","n/e","n/e","n/e","1201","","2441","686","n/e","n/e","5527","n/e","613","43","n/e","22"
"BZN|IT-North","03.01.2018 09:00 - 03.01.2018 10:00 (UTC)","141","n/e","n/e","4117","859","0","n/e","n/e","n/e","178","","2157","326","n/e","n/e","4941","n/e","1342","40","n/e","20"
"BZN|IT-North","03.01.2018 10:00 - 03.01.2018 11:00 (UTC)","139","n/e","n/e","3809","866","0","n/e","n/e","n/e","","26","2171","330","n/e","n/e","4597","n/e","1782","41","n/e","15"
"BZN|IT-North","03.01.2018 11:00 - 03.01.2018 12:00 (UTC)","140","n/e","n/e","3824","849","0","n/e","n/e","n/e","","26","1298","152","n/e","n/e","5216","n/e","1701","40","n/e","11"
"BZN|IT-North","03.01.2018 12:00 - 03.01.2018 13:00 (UTC)","143","n/e","n/e","4132","756","0","n/e","n/e","n/e","","25","1258","147","n/e","n/e","5388","n/e","1586","45","n/e","10"
"BZN|IT-North","03.01.2018 13:00 - 03.01.2018 14:00 (UTC)","147","n/e","n/e","4567","806","0","n/e","n/e","n/e","","24","1162","148","n/e","n/e","5784","n/e","531","45","n/e","10"
"BZN|IT-North","03.01.2018 14:00 - 03.01.2018 15:00 (UTC)","149","n/e","n/e","4800","843","0","n/e","n/e","n/e","154","","1429","499","n/e","n/e","6023","n/e","255","45","n/e","21"
"BZN|IT-North","03.01.2018 15:00 - 03.01.2018 16:00 (UTC)","148","n/e","n/e","4644","844","0","n/e","n/e","n/e","1087","","2196","472","n/e","n/e","6041","n/e","43","48","n/e","13"
"BZN|IT-North","03.01.2018 16:00 - 03.01.2018 17:00 (UTC)","146","n/e","n/e","4854","845","0","n/e","n/e","n/e","1270","","2964","879","n/e","n/e","5786","n/e","0","46","n/e","12"
"BZN|IT-North","03.01.2018 17:00 - 03.01.2018 18:00 (UTC)","148","n/e","n/e","4462","843","0","n/e","n/e","n/e","1148","","2912","748","n/e","n/e","5875","n/e","0","46","n/e","12"
"BZN|IT-North","03.01.2018 18:00 - 03.01.2018 19:00 (UTC)","146","n/e","n/e","4695","842","0","n/e","n/e","n/e","750","","2621","451","n/e","n/e","5988","n/e","0","45","n/e","18"
"BZN|IT-North","03.01.2018 19:00 - 03.01.2018 20:00 (UTC)","146","n/e","n/e","4294","841","0","n/e","n/e","n/e","119","","2340","390","n/e","n/e","5747","n/e","0","47","n/e","18"
"BZN|IT-North","03.01.2018 20:00 - 03.01.2018 21:00 (UTC)","148","n/e","n/e","3859","821","0","n/e","n/e","n/e","68","","1178","197","n/e","n/e","5485","n/e","0","46","n/e","12"
"BZN|IT-North","03.01.2018 21:00 - 03.01.2018 22:00 (UTC)","148","n/e","n/e","3266","680","0","n/e","n/e","n/e","","25","990","160","n/e","n/e","4688","n/e","0","46","n/e","10"
"BZN|IT-North","03.01.2018 22:00 - 03.01.2018 23:00 (UTC)","148","n/e","n/e","2307","549","0","n/e","n/e","n/e","","26","872","53","n/e","n/e","4219","n/e","0","46","n/e","8"
"BZN|IT-North","03.01.2018 23:00 - 04.01.2018 00:00 (UTC)","148","n/e","n/e","1587","535","0","n/e","n/e","n/e","","424","950","77","n/e","n/e","4235","n/e","0","39","n/e","6"
"BZN|IT-North","04.01.2018 00:00 - 04.01.2018 01:00 (UTC)","148","n/e","n/e","1684","526","0","n/e","n/e","n/e","","1520","888","79","n/e","n/e","4384","n/e","0","38","n/e","5"
"BZN|IT-North","04.01.2018 01:00 - 04.01.2018 02:00 (UTC)","149","n/e","n/e","1546","523","0","n/e","n/e","n/e","","1674","812","57","n/e","n/e","4058","n/e","0","37","n/e","5"
"BZN|IT-North","04.01.2018 02:00 - 04.01.2018 03:00 (UTC)","147","n/e","n/e","1710","521","0","n/e","n/e","n/e","","1676","799","57","n/e","n/e","3888","n/e","0","40","n/e","5"
"BZN|IT-North","04.01.2018 03:00 - 04.01.2018 04:00 (UTC)","148","n/e","n/e","2021","525","0","n/e","n/e","n/e","","1500","820","49","n/e","n/e","3894","n/e","0","41","n/e","7"
"BZN|IT-North","04.01.2018 04:00 - 04.01.2018 05:00 (UTC)","147","n/e","n/e","2116","532","0","n/e","n/e","n/e","","110","864","46","n/e","n/e","3993","n/e","0","38","n/e","5"
"BZN|IT-North","04.01.2018 05:00 - 04.01.2018 06:00 (UTC)","148","n/e","n/e","3065","601","0","n/e","n/e","n/e","","27","907","106","n/e","n/e","4717","n/e","0","39","n/e","6"
"BZN|IT-North","04.01.2018 06:00 - 04.01.2018 07:00 (UTC)","146","n/e","n/e","3804","620","0","n/e","n/e","n/e","","25","1289","130","n/e","n/e","5522","n/e","0","36","n/e","15"
"BZN|IT-North","04.01.2018 07:00 - 04.01.2018 08:00 (UTC)","146","n/e","n/e","3923","688","0","n/e","n/e","n/e","","24","2195","615","n/e","n/e","6023","n/e","110","35","n/e","10"
"BZN|IT-North","04.01.2018 08:00 - 04.01.2018 09:00 (UTC)","136","n/e","n/e","4193","802","0","n/e","n/e","n/e","83","","2323","655","n/e","n/e","5843","n/e","615","38","n/e","14"
"BZN|IT-North","04.01.2018 09:00 - 04.01.2018 10:00 (UTC)","141","n/e","n/e","4011","788","0","n/e","n/e","n/e","85","","1710","595","n/e","n/e","5237","n/e","1688","40","n/e","9"
"BZN|IT-North","04.01.2018 10:00 - 04.01.2018 11:00 (UTC)","146","n/e","n/e","4135","658","0","n/e","n/e","n/e","85","","1346","284","n/e","n/e","5236","n/e","2356","41","n/e","6"
"BZN|IT-North","04.01.2018 11:00 - 04.01.2018 12:00 (UTC)","145","n/e","n/e","4190","591","0","n/e","n/e","n/e","","25","1212","118","n/e","n/e","5212","n/e","2330","39","n/e","12"
"BZN|IT-North","04.01.2018 12:00 - 04.01.2018 13:00 (UTC)","143","n/e","n/e","3886","600","0","n/e","n/e","n/e","","24","1250","113","n/e","n/e","4697","n/e","2147","40","n/e","13"
"BZN|IT-North","04.01.2018 13:00 - 04.01.2018 14:00 (UTC)","142","n/e","n/e","4150","709","0","n/e","n/e","n/e","67","","1284","123","n/e","n/e","4928","n/e","1340","40","n/e","15"
"BZN|IT-North","04.01.2018 14:00 - 04.01.2018 15:00 (UTC)","134","n/e","n/e","4491","815","0","n/e","n/e","n/e","153","","1493","379","n/e","n/e","5473","n/e","524","41","n/e","14"
"BZN|IT-North","04.01.2018 15:00 - 04.01.2018 16:00 (UTC)","141","n/e","n/e","4494","857","0","n/e","n/e","n/e","304","","2462","916","n/e","n/e","5550","n/e","46","39","n/e","9"
"BZN|IT-North","04.01.2018 16:00 - 04.01.2018 17:00 (UTC)","146","n/e","n/e","4138","861","0","n/e","n/e","n/e","588","","2997","946","n/e","n/e","5769","n/e","0","41","n/e","3"
"BZN|IT-North","04.01.2018 17:00 - 04.01.2018 18:00 (UTC)","148","n/e","n/e","4041","863","0","n/e","n/e","n/e","282","","3065","820","n/e","n/e","5326","n/e","0","40","n/e","9"
"BZN|IT-North","04.01.2018 18:00 - 04.01.2018 19:00 (UTC)","148","n/e","n/e","3908","864","0","n/e","n/e","n/e","303","","2920","702","n/e","n/e","5209","n/e","0","40","n/e","9"
"BZN|IT-North","04.01.2018 19:00 - 04.01.2018 20:00 (UTC)","148","n/e","n/e","3933","838","0","n/e","n/e","n/e","118","","2185","376","n/e","n/e","5099","n/e","0","40","n/e","12"
"BZN|IT-North","04.01.2018 20:00 - 04.01.2018 21:00 (UTC)","147","n/e","n/e","3444","641","0","n/e","n/e","n/e","67","","1547","242","n/e","n/e","4800","n/e","0","38","n/e","9"
"BZN|IT-North","04.01.2018 21:00 - 04.01.2018 22:00 (UTC)","147","n/e","n/e","3183","581","0","n/e","n/e","n/e","67","","1190","66","n/e","n/e","4251","n/e","0","40","n/e","10"
"BZN|IT-North","04.01.2018 22:00 - 04.01.2018 23:00 (UTC)","147","n/e","n/e","2845","533","0","n/e","n/e","n/e","","24","1093","60","n/e","n/e","4092","n/e","0","41","n/e","7"
"BZN|IT-North","04.01.2018 23:00 - 05.01.2018 00:00 (UTC)","148","n/e","n/e","1846","544","0","n/e","n/e","n/e","","82","1008","40","n/e","n/e","3319","n/e","0","40","n/e","4"
"BZN|IT-North","05.01.2018 00:00 - 05.01.2018 01:00 (UTC)","147","n/e","n/e","1680","522","0","n/e","n/e","n/e","","240","947","40","n/e","n/e","3032","n/e","0","37","n/e","13"
"BZN|IT-North","05.01.2018 01:00 - 05.01.2018 02:00 (UTC)","146","n/e","n/e","1710","525","0","n/e","n/e","n/e","","1003","945","40","n/e","n/e","3078","n/e","0","39","n/e","10"
"BZN|IT-North","05.01.2018 02:00 - 05.01.2018 03:00 (UTC)","147","n/e","n/e","1785","525","0","n/e","n/e","n/e","","1265","948","40","n/e","n/e","3091","n/e","0","41","n/e","12"
"BZN|IT-North","05.01.2018 03:00 - 05.01.2018 04:00 (UTC)","145","n/e","n/e","1852","531","0","n/e","n/e","n/e","","1178","964","46","n/e","n/e","3075","n/e","0","41","n/e","11"
"BZN|IT-North","05.01.2018 04:00 - 05.01.2018 05:00 (UTC)","146","n/e","n/e","2157","577","0","n/e","n/e","n/e","","566","973","55","n/e","n/e","3267","n/e","0","41","n/e","6"
"BZN|IT-North","05.01.2018 05:00 - 05.01.2018 06:00 (UTC)","147","n/e","n/e","2566","687","0","n/e","n/e","n/e","","396","995","95","n/e","n/e","4158","n/e","0","40","n/e","10"
"BZN|IT-North","05.01.2018 06:00 - 05.01.2018 07:00 (UTC)","147","n/e","n/e","3168","798","0","n/e","n/e","n/e","353","","1658","227","n/e","n/e","4426","n/e","0","36","n/e","13"
"BZN|IT-North","05.01.2018 07:00 - 05.01.2018 08:00 (UTC)","148","n/e","n/e","3562","858","0","n/e","n/e","n/e","559","","2280","633","n/e","n/e","4882","n/e","83","34","n/e","18"
"BZN|IT-North","05.01.2018 08:00 - 05.01.2018 09:00 (UTC)","146","n/e","n/e","4047","854","0","n/e","n/e","n/e","655","","2494","606","n/e","n/e","5138","n/e","418","37","n/e","12"
"BZN|IT-North","05.01.2018 09:00 - 05.01.2018 10:00 (UTC)","143","n/e","n/e","3922","858","0","n/e","n/e","n/e","447","","2541","575","n/e","n/e","4765","n/e","1128","37","n/e","12"
"BZN|IT-North","05.01.2018 10:00 - 05.01.2018 11:00 (UTC)","142","n/e","n/e","4217","859","0","n/e","n/e","n/e","31","","2058","291","n/e","n/e","4866","n/e","1134","41","n/e","12"
"BZN|IT-North","05.01.2018 11:00 - 05.01.2018 12:00 (UTC)","141","n/e","n/e","4422","858","0","n/e","n/e","n/e","1","","1430","305","n/e","n/e","4936","n/e","1117","38","n/e","7"
"BZN|IT-North","05.01.2018 12:00 - 05.01.2018 13:00 (UTC)","142","n/e","n/e","4353","857","0","n/e","n/e","n/e","2","","1344","286","n/e","n/e","4988","n/e","758","40","n/e","5"
"BZN|IT-North","05.01.2018 13:00 - 05.01.2018 14:00 (UTC)","143","n/e","n/e","4657","859","0","n/e","n/e","n/e","91","","1364","466","n/e","n/e","5229","n/e","378","41","n/e","3"
"BZN|IT-North","05.01.2018 14:00 - 05.01.2018 15:00 (UTC)","143","n/e","n/e","4518","855","0","n/e","n/e","n/e","636","","1811","473","n/e","n/e","5162","n/e","173","43","n/e","5"
"BZN|IT-North","05.01.2018 15:00 - 05.01.2018 16:00 (UTC)","146","n/e","n/e","4578","860","0","n/e","n/e","n/e","628","","2432","787","n/e","n/e","5317","n/e","25","41","n/e","7"
"BZN|IT-North","05.01.2018 16:00 - 05.01.2018 17:00 (UTC)","150","n/e","n/e","4591","859","0","n/e","n/e","n/e","807","","3215","860","n/e","n/e","5409","n/e","0","40","n/e","9"
"BZN|IT-North","05.01.2018 17:00 - 05.01.2018 18:00 (UTC)","148","n/e","n/e","4563","863","0","n/e","n/e","n/e","777","","3381","863","n/e","n/e","5366","n/e","0","39","n/e","14"
"BZN|IT-North","05.01.2018 18:00 - 05.01.2018 19:00 (UTC)","149","n/e","n/e","4623","863","0","n/e","n/e","n/e","452","","3150","686","n/e","n/e","5235","n/e","0","38","n/e","13"
"BZN|IT-North","05.01.2018 19:00 - 05.01.2018 20:00 (UTC)","148","n/e","n/e","4432","864","0","n/e","n/e","n/e","156","","2539","439","n/e","n/e","4943","n/e","0","39","n/e","13"
"BZN|IT-North","05.01.2018 20:00 - 05.01.2018 21:00 (UTC)","146","n/e","n/e","4008","850","0","n/e","n/e","n/e","98","","1473","100","n/e","n/e","4735","n/e","0","44","n/e","5"
"BZN|IT-North","05.01.2018 21:00 - 05.01.2018 22:00 (UTC)","144","n/e","n/e","3159","689","0","n/e","n/e","n/e","68","","1170","68","n/e","n/e","4124","n/e","0","44","n/e","4"
"BZN|IT-North","05.01.2018 22:00 - 05.01.2018 23:00 (UTC)","145","n/e","n/e","2836","582","0","n/e","n/e","n/e","","21","1041","66","n/e","n/e","3908","n/e","0","41","n/e","5"
"BZN|IT-North","05.01.2018 23:00 - 06.01.2018 00:00 (UTC)","144","n/e","n/e","2770","608","0","n/e","n/e","n/e","","529","936","52","n/e","n/e","3903","n/e","0","41","n/e","6"
"BZN|IT-North","06.01.2018 00:00 - 06.01.2018 01:00 (UTC)","145","n/e","n/e","2601","588","0","n/e","n/e","n/e","","1148","846","47","n/e","n/e","3548","n/e","0","40","n/e","2"
"BZN|IT-North","06.01.2018 01:00 - 06.01.2018 02:00 (UTC)","145","n/e","n/e","2156","585","0","n/e","n/e","n/e","","1162","822","47","n/e","n/e","3273","n/e","0","39","n/e","3"
"BZN|IT-North","06.01.2018 02:00 - 06.01.2018 03:00 (UTC)","148","n/e","n/e","2175","585","0","n/e","n/e","n/e","","1160","791","47","n/e","n/e","3208","n/e","0","40","n/e","4"
"BZN|IT-North","06.01.2018 03:00 - 06.01.2018 04:00 (UTC)","146","n/e","n/e","2272","575","0","n/e","n/e","n/e","","1196","819","47","n/e","n/e","3109","n/e","0","40","n/e","4"
"BZN|IT-North","06.01.2018 04:00 - 06.01.2018 05:00 (UTC)","145","n/e","n/e","2097","534","0","n/e","n/e","n/e","","1255","844","47","n/e","n/e","3045","n/e","0","39","n/e","5"
"BZN|IT-North","06.01.2018 05:00 - 06.01.2018 06:00 (UTC)","148","n/e","n/e","2125","544","0","n/e","n/e","n/e","","18","859","48","n/e","n/e","3122","n/e","0","36","n/e","4"
