"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|IT-North","11.02.2022 17:00 - 11.02.2022 18:00 (UTC)","249","n/e","12","13587","541","15","n/e","n/e","n/e","1248","","3029","870","n/e","n/e","1747","n/e","0","31","n/e","1"
"BZN|IT-North","11.02.2022 18:00 - 11.02.2022 19:00 (UTC)","247","n/e","11","13617","539","5","n/e","n/e","n/e","293","","3200","920","n/e","n/e","1726","n/e","0","31","n/e","3"
"BZN|IT-North","11.02.2022 19:00 - 11.02.2022 20:00 (UTC)","231","n/e","12","13510","541","15","n/e","n/e","n/e","","47","2323","503","n/e","n/e","1679","n/e","0","31","n/e","15"
"BZN|IT-North","11.02.2022 20:00 - 11.02.2022 21:00 (UTC)","230","n/e","12","12988","535","5","n/e","n/e","n/e","","353","1698","378","n/e","n/e","1585","n/e","0","32","n/e","27"
"BZN|IT-North","11.02.2022 21:00 - 11.02.2022 22:00 (UTC)","235","n/e","12","12274","529","5","n/e","n/e","n/e","","446","1469","188","n/e","n/e","1446","n/e","0","34","n/e","42"
"BZN|IT-North","11.02.2022 22:00 - 11.02.2022 23:00 (UTC)","233","n/e","11","11401","522","5","n/e","n/e","n/e","","450","1057","164","n/e","n/e","1377","n/e","0","32","n/e","50"
"BZN|IT-North","11.02.2022 23:00 - 12.02.2022 00:00 (UTC)","231","n/e","11","9319","379","15","n/e","n/e","n/e","","21","918","97","n/e","n/e","1172","n/e","0","34","n/e","47"
"BZN|IT-North","12.02.2022 00:00 - 12.02.2022 01:00 (UTC)","229","n/e","11","8015","302","15","n/e","n/e","n/e","","590","785","25","n/e","n/e","1060","n/e","0","32","n/e","48"
"BZN|IT-North","12.02.2022 01:00 - 12.02.2022 02:00 (UTC)","231","n/e","11","7675","300","5","n/e","n/e","n/e","","606","761","30","n/e","n/e","999","n/e","0","31","n/e","43"
"BZN|IT-North","12.02.2022 02:00 - 12.02.2022 03:00 (UTC)","235","n/e","11","6255","301","5","n/e","n/e","n/e","","1095","753","25","n/e","n/e","942","n/e","0","31","n/e","38"
"BZN|IT-North","12.02.2022 03:00 - 12.02.2022 04:00 (UTC)","234","n/e","12","6625","284","5","n/e","n/e","n/e","","1049","737","21","n/e","n/e","970","n/e","0","30","n/e","48"
"BZN|IT-North","12.02.2022 04:00 - 12.02.2022 05:00 (UTC)","234","n/e","14","6788","303","5","n/e","n/e","n/e","","827","743","27","n/e","n/e","1048","n/e","0","31","n/e","54"
"BZN|IT-North","12.02.2022 05:00 - 12.02.2022 06:00 (UTC)","233","n/e","13","8575","314","5","n/e","n/e","n/e","","56","771","31","n/e","n/e","1182","n/e","0","31","n/e","58"
"BZN|IT-North","12.02.2022 06:00 - 12.02.2022 07:00 (UTC)","234","n/e","12","10008","316","15","n/e","n/e","n/e","400","","922","298","n/e","n/e","1212","n/e","17","32","n/e","57"
"BZN|IT-North","12.02.2022 07:00 - 12.02.2022 08:00 (UTC)","234","n/e","12","9843","314","5","n/e","n/e","n/e","338","","2011","493","n/e","n/e","1164","n/e","558","31","n/e","57"
"BZN|IT-North","12.02.2022 08:00 - 12.02.2022 09:00 (UTC)","233","n/e","12","9947","316","5","n/e","n/e","n/e","506","","2110","474","n/e","n/e","1110","n/e","1463","31","n/e","54"
"BZN|IT-North","12.02.2022 09:00 - 12.02.2022 10:00 (UTC)","231","n/e","12","9981","316","15","n/e","n/e","n/e","317","","1292","301","n/e","n/e","988","n/e","2237","30","n/e","52"
"BZN|IT-North","12.02.2022 10:00 - 12.02.2022 11:00 (UTC)","231","n/e","11","8998","314","5","n/e","n/e","n/e","103","","860","53","n/e","n/e","916","n/e","2801","30","n/e","54"
"BZN|IT-North","12.02.2022 11:00 - 12.02.2022 12:00 (UTC)","234","n/e","12","8640","312","15","n/e","n/e","n/e","","25","989","47","n/e","n/e","910","n/e","3099","31","n/e","51"
"BZN|IT-North","12.02.2022 12:00 - 12.02.2022 13:00 (UTC)","229","n/e","12","7753","316","5","n/e","n/e","n/e","","230","802","53","n/e","n/e","894","n/e","3066","32","n/e","50"
"BZN|IT-North","12.02.2022 13:00 - 12.02.2022 14:00 (UTC)","228","n/e","12","8178","315","15","n/e","n/e","n/e","","602","775","53","n/e","n/e","893","n/e","2722","31","n/e","50"
"BZN|IT-North","12.02.2022 14:00 - 12.02.2022 15:00 (UTC)","225","n/e","13","8425","286","15","n/e","n/e","n/e","","696","827","50","n/e","n/e","966","n/e","2154","30","n/e","53"
"BZN|IT-North","12.02.2022 15:00 - 12.02.2022 16:00 (UTC)","235","n/e","13","9238","318","5","n/e","n/e","n/e","","1","865","63","n/e","n/e","1127","n/e","843","29","n/e","51"
"BZN|IT-North","12.02.2022 16:00 - 12.02.2022 17:00 (UTC)","249","n/e","13","10286","320","5","n/e","n/e","n/e","88","","1155","133","n/e","n/e","1296","n/e","44","30","n/e","50"
"BZN|IT-North","12.02.2022 17:00 - 12.02.2022 18:00 (UTC)","254","n/e","12","10589","312","15","n/e","n/e","n/e","570","","2340","411","n/e","n/e","1331","n/e","0","30","n/e","48"
"BZN|IT-North","12.02.2022 18:00 - 12.02.2022 19:00 (UTC)","250","n/e","13","10440","316","8","n/e","n/e","n/e","680","","2107","564","n/e","n/e","1271","n/e","0","30","n/e","46"
"BZN|IT-North","12.02.2022 19:00 - 12.02.2022 20:00 (UTC)","253","n/e","13","10691","316","15","n/e","n/e","n/e","732","","1260","351","n/e","n/e","1260","n/e","0","30","n/e","47"
"BZN|IT-North","12.02.2022 20:00 - 12.02.2022 21:00 (UTC)","251","n/e","14","10153","312","10","n/e","n/e","n/e","45","","1043","236","n/e","n/e","1230","n/e","0","30","n/e","45"
"BZN|IT-North","12.02.2022 21:00 - 12.02.2022 22:00 (UTC)","249","n/e","14","10246","305","5","n/e","n/e","n/e","","56","916","169","n/e","n/e","1175","n/e","0","31","n/e","41"
"BZN|IT-North","12.02.2022 22:00 - 12.02.2022 23:00 (UTC)","253","n/e","14","9376","300","10","n/e","n/e","n/e","","56","840","101","n/e","n/e","1172","n/e","0","32","n/e","39"
"BZN|IT-North","12.02.2022 23:00 - 13.02.2022 00:00 (UTC)","253","n/e","14","6421","298","5","n/e","n/e","n/e","","189","824","98","n/e","n/e","969","n/e","0","32","n/e","37"
"BZN|IT-North","13.02.2022 00:00 - 13.02.2022 01:00 (UTC)","239","n/e","14","6426","302","5","n/e","n/e","n/e","","680","816","155","n/e","n/e","910","n/e","0","31","n/e","35"
"BZN|IT-North","13.02.2022 01:00 - 13.02.2022 02:00 (UTC)","236","n/e","14","6534","300","5","n/e","n/e","n/e","","683","803","150","n/e","n/e","896","n/e","0","31","n/e","33"
"BZN|IT-North","13.02.2022 02:00 - 13.02.2022 03:00 (UTC)","235","n/e","14","5774","300","5","n/e","n/e","n/e","","884","773","65","n/e","n/e","878","n/e","0","32","n/e","30"
"BZN|IT-North","13.02.2022 03:00 - 13.02.2022 04:00 (UTC)","238","n/e","14","5695","298","5","n/e","n/e","n/e","","884","729","24","n/e","n/e","904","n/e","0","31","n/e","29"
"BZN|IT-North","13.02.2022 04:00 - 13.02.2022 05:00 (UTC)","235","n/e","15","6005","306","5","n/e","n/e","n/e","","876","712","29","n/e","n/e","919","n/e","0","31","n/e","29"
"BZN|IT-North","13.02.2022 05:00 - 13.02.2022 06:00 (UTC)","237","n/e","13","6200","316","15","n/e","n/e","n/e","","59","767","105","n/e","n/e","967","n/e","0","31","n/e","27"
"BZN|IT-North","13.02.2022 06:00 - 13.02.2022 07:00 (UTC)","234","n/e","12","6200","316","5","n/e","n/e","n/e","29","","961","123","n/e","n/e","995","n/e","48","31","n/e","20"
"BZN|IT-North","13.02.2022 07:00 - 13.02.2022 08:00 (UTC)","234","n/e","12","5862","318","15","n/e","n/e","n/e","102","","1164","160","n/e","n/e","934","n/e","850","31","n/e","17"
"BZN|IT-North","13.02.2022 08:00 - 13.02.2022 09:00 (UTC)","234","n/e","13","5818","312","5","n/e","n/e","n/e","122","","1185","180","n/e","n/e","937","n/e","2077","31","n/e","14"
"BZN|IT-North","13.02.2022 09:00 - 13.02.2022 10:00 (UTC)","237","n/e","11","5071","316","5","n/e","n/e","n/e","86","","871","122","n/e","n/e","900","n/e","2860","32","n/e","9"
"BZN|IT-North","13.02.2022 10:00 - 13.02.2022 11:00 (UTC)","234","n/e","11","4776","301","5","n/e","n/e","n/e","","116","838","38","n/e","n/e","902","n/e","3255","32","n/e","7"
"BZN|IT-North","13.02.2022 11:00 - 13.02.2022 12:00 (UTC)","235","n/e","12","5022","306","15","n/e","n/e","n/e","","49","792","31","n/e","n/e","909","n/e","3382","32","n/e","6"
"BZN|IT-North","13.02.2022 12:00 - 13.02.2022 13:00 (UTC)","236","n/e","14","4805","296","11","n/e","n/e","n/e","","831","786","37","n/e","n/e","903","n/e","3389","31","n/e","6"
"BZN|IT-North","13.02.2022 13:00 - 13.02.2022 14:00 (UTC)","236","n/e","13","5053","298","14","n/e","n/e","n/e","","1104","777","38","n/e","n/e","974","n/e","2759","30","n/e","4"
"BZN|IT-North","13.02.2022 14:00 - 13.02.2022 15:00 (UTC)","245","n/e","12","6014","315","5","n/e","n/e","n/e","","296","803","81","n/e","n/e","1016","n/e","1964","30","n/e","4"
"BZN|IT-North","13.02.2022 15:00 - 13.02.2022 16:00 (UTC)","252","n/e","13","7434","320","5","n/e","n/e","n/e","0","","831","186","n/e","n/e","1170","n/e","807","32","n/e","3"
"BZN|IT-North","13.02.2022 16:00 - 13.02.2022 17:00 (UTC)","251","n/e","12","8097","320","5","n/e","n/e","n/e","286","","1026","281","n/e","n/e","1172","n/e","45","31","n/e","3"
"BZN|IT-North","13.02.2022 17:00 - 13.02.2022 18:00 (UTC)","250","n/e","12","8323","318","5","n/e","n/e","n/e","773","","2181","620","n/e","n/e","1228","n/e","0","30","n/e","2"
"BZN|IT-North","13.02.2022 18:00 - 13.02.2022 19:00 (UTC)","242","n/e","13","8385","320","5","n/e","n/e","n/e","1136","","2622","897","n/e","n/e","1276","n/e","0","32","n/e","1"
"BZN|IT-North","13.02.2022 19:00 - 13.02.2022 20:00 (UTC)","251","n/e","13","8282","318","5","n/e","n/e","n/e","942","","1901","822","n/e","n/e","1269","n/e","0","31","n/e","1"
"BZN|IT-North","13.02.2022 20:00 - 13.02.2022 21:00 (UTC)","252","n/e","14","8230","314","6","n/e","n/e","n/e","688","","988","458","n/e","n/e","1216","n/e","0","30","n/e","2"
"BZN|IT-North","13.02.2022 21:00 - 13.02.2022 22:00 (UTC)","253","n/e","13","7931","307","15","n/e","n/e","n/e","16","","869","294","n/e","n/e","1194","n/e","0","30","n/e","3"
"BZN|IT-North","13.02.2022 22:00 - 13.02.2022 23:00 (UTC)","250","n/e","13","7066","300","5","n/e","n/e","n/e","","96","805","195","n/e","n/e","1108","n/e","0","30","n/e","3"
"BZN|IT-North","13.02.2022 23:00 - 14.02.2022 00:00 (UTC)","252","n/e","13","5812","456","5","n/e","n/e","n/e","","26","718","89","n/e","n/e","900","n/e","0","29","n/e","2"
"BZN|IT-North","14.02.2022 00:00 - 14.02.2022 01:00 (UTC)","251","n/e","13","5129","530","5","n/e","n/e","n/e","","727","647","21","n/e","n/e","860","n/e","0","29","n/e","3"
"BZN|IT-North","14.02.2022 01:00 - 14.02.2022 02:00 (UTC)","251","n/e","12","5038","432","7","n/e","n/e","n/e","","1337","629","29","n/e","n/e","852","n/e","0","29","n/e","3"
"BZN|IT-North","14.02.2022 02:00 - 14.02.2022 03:00 (UTC)","251","n/e","13","5163","406","5","n/e","n/e","n/e","","1488","630","21","n/e","n/e","869","n/e","0","31","n/e","5"
"BZN|IT-North","14.02.2022 03:00 - 14.02.2022 04:00 (UTC)","253","n/e","13","5551","474","5","n/e","n/e","n/e","","1343","622","21","n/e","n/e","906","n/e","0","33","n/e","6"
"BZN|IT-North","14.02.2022 04:00 - 14.02.2022 05:00 (UTC)","251","n/e","14","6899","533","5","n/e","n/e","n/e","","57","633","57","n/e","n/e","1113","n/e","0","33","n/e","7"
"BZN|IT-North","14.02.2022 05:00 - 14.02.2022 06:00 (UTC)","250","n/e","12","10460","549","15","n/e","n/e","n/e","82","","759","246","n/e","n/e","1496","n/e","0","33","n/e","7"
"BZN|IT-North","14.02.2022 06:00 - 14.02.2022 07:00 (UTC)","254","n/e","10","12041","551","10","n/e","n/e","n/e","877","","1493","249","n/e","n/e","1780","n/e","4","32","n/e","9"
"BZN|IT-North","14.02.2022 07:00 - 14.02.2022 08:00 (UTC)","254","n/e","10","13008","551","11","n/e","n/e","n/e","1026","","2500","657","n/e","n/e","1884","n/e","80","30","n/e","12"
"BZN|IT-North","14.02.2022 08:00 - 14.02.2022 09:00 (UTC)","249","n/e","9","13261","551","15","n/e","n/e","n/e","490","","2108","502","n/e","n/e","1832","n/e","269","33","n/e","15"
"BZN|IT-North","14.02.2022 09:00 - 14.02.2022 10:00 (UTC)","252","n/e","11","13434","552","15","n/e","n/e","n/e","544","","1582","280","n/e","n/e","1783","n/e","488","33","n/e","16"
"BZN|IT-North","14.02.2022 10:00 - 14.02.2022 11:00 (UTC)","249","n/e","11","13465","553","15","n/e","n/e","n/e","1291","","1742","372","n/e","n/e","1847","n/e","662","34","n/e","17"
"BZN|IT-North","14.02.2022 11:00 - 14.02.2022 12:00 (UTC)","248","n/e","10","13383","551","15","n/e","n/e","n/e","996","","1407","291","n/e","n/e","1758","n/e","697","34","n/e","22"
"BZN|IT-North","14.02.2022 12:00 - 14.02.2022 13:00 (UTC)","246","n/e","11","13511","553","15","n/e","n/e","n/e","293","","909","189","n/e","n/e","1735","n/e","616","34","n/e","18"
"BZN|IT-North","14.02.2022 13:00 - 14.02.2022 14:00 (UTC)","249","n/e","11","13351","553","11","n/e","n/e","n/e","207","","1130","279","n/e","n/e","1826","n/e","478","32","n/e","23"
"BZN|IT-North","14.02.2022 14:00 - 14.02.2022 15:00 (UTC)","248","n/e","10","13465","555","15","n/e","n/e","n/e","205","","1294","450","n/e","n/e","1906","n/e","394","35","n/e","23"
"BZN|IT-North","14.02.2022 15:00 - 14.02.2022 16:00 (UTC)","247","n/e","11","13622","553","15","n/e","n/e","n/e","421","","2135","586","n/e","n/e","1981","n/e","210","35","n/e","30"
"BZN|IT-North","14.02.2022 16:00 - 14.02.2022 17:00 (UTC)","247","n/e","12","13532","551","15","n/e","n/e","n/e","630","","2356","571","n/e","n/e","1895","n/e","11","33","n/e","37"
"BZN|IT-North","14.02.2022 17:00 - 14.02.2022 18:00 (UTC)","247","n/e","12","13621","551","15","n/e","n/e","n/e","440","","2490","564","n/e","n/e","1846","n/e","0","34","n/e","42"
"BZN|IT-North","14.02.2022 18:00 - 14.02.2022 19:00 (UTC)","247","n/e","10","13560","549","5","n/e","n/e","n/e","350","","2418","604","n/e","n/e","1779","n/e","0","32","n/e","41"
"BZN|IT-North","14.02.2022 19:00 - 14.02.2022 20:00 (UTC)","251","n/e","10","13371","550","5","n/e","n/e","n/e","198","","1829","419","n/e","n/e","1734","n/e","0","34","n/e","30"
"BZN|IT-North","14.02.2022 20:00 - 14.02.2022 21:00 (UTC)","249","n/e","11","12279","544","5","n/e","n/e","n/e","","1","1251","366","n/e","n/e","1548","n/e","0","36","n/e","34"
"BZN|IT-North","14.02.2022 21:00 - 14.02.2022 22:00 (UTC)","248","n/e","11","12049","539","5","n/e","n/e","n/e","","21","825","165","n/e","n/e","1450","n/e","0","38","n/e","32"
"BZN|IT-North","14.02.2022 22:00 - 14.02.2022 23:00 (UTC)","249","n/e","9","10505","526","5","n/e","n/e","n/e","","26","781","155","n/e","n/e","1397","n/e","0","38","n/e","31"
"BZN|IT-North","14.02.2022 23:00 - 15.02.2022 00:00 (UTC)","247","n/e","8","8874","531","15","n/e","n/e","n/e","","24","723","98","n/e","n/e","1273","n/e","0","39","n/e","33"
"BZN|IT-North","15.02.2022 00:00 - 15.02.2022 01:00 (UTC)","249","n/e","9","9037","533","15","n/e","n/e","n/e","","893","719","105","n/e","n/e","1221","n/e","0","39","n/e","35"
"BZN|IT-North","15.02.2022 01:00 - 15.02.2022 02:00 (UTC)","251","n/e","10","7349","532","15","n/e","n/e","n/e","","1081","712","98","n/e","n/e","1145","n/e","0","39","n/e","34"
"BZN|IT-North","15.02.2022 02:00 - 15.02.2022 03:00 (UTC)","251","n/e","10","6989","532","15","n/e","n/e","n/e","","1668","696","21","n/e","n/e","1158","n/e","0","37","n/e","30"
"BZN|IT-North","15.02.2022 03:00 - 15.02.2022 04:00 (UTC)","250","n/e","10","7033","531","15","n/e","n/e","n/e","","1240","702","21","n/e","n/e","1161","n/e","0","36","n/e","30"
"BZN|IT-North","15.02.2022 04:00 - 15.02.2022 05:00 (UTC)","249","n/e","11","8363","536","15","n/e","n/e","n/e","","760","689","90","n/e","n/e","1249","n/e","0","34","n/e","22"
"BZN|IT-North","15.02.2022 05:00 - 15.02.2022 06:00 (UTC)","249","n/e","12","10020","549","15","n/e","n/e","n/e","","17","773","154","n/e","n/e","1534","n/e","0","32","n/e","21"
"BZN|IT-North","15.02.2022 06:00 - 15.02.2022 07:00 (UTC)","248","n/e","12","12948","552","15","n/e","n/e","n/e","1355","","1161","454","n/e","n/e","1813","n/e","1","29","n/e","22"
"BZN|IT-North","15.02.2022 07:00 - 15.02.2022 08:00 (UTC)","236","n/e","12","13737","553","5","n/e","n/e","n/e","1190","","1703","650","n/e","n/e","2005","n/e","37","29","n/e","23"
"BZN|IT-North","15.02.2022 08:00 - 15.02.2022 09:00 (UTC)","239","n/e","11","13814","551","5","n/e","n/e","n/e","1260","","1958","596","n/e","n/e","1981","n/e","264","28","n/e","22"
"BZN|IT-North","15.02.2022 09:00 - 15.02.2022 10:00 (UTC)","248","n/e","12","13868","552","5","n/e","n/e","n/e","956","","1665","486","n/e","n/e","1909","n/e","700","28","n/e","19"
"BZN|IT-North","15.02.2022 10:00 - 15.02.2022 11:00 (UTC)","249","n/e","11","13771","550","13","n/e","n/e","n/e","955","","1425","387","n/e","n/e","1932","n/e","827","30","n/e","18"
"BZN|IT-North","15.02.2022 11:00 - 15.02.2022 12:00 (UTC)","248","n/e","12","13676","543","15","n/e","n/e","n/e","2","","808","180","n/e","n/e","1722","n/e","1005","30","n/e","12"
"BZN|IT-North","15.02.2022 12:00 - 15.02.2022 13:00 (UTC)","246","n/e","11","13352","548","11","n/e","n/e","n/e","0","","791","140","n/e","n/e","1702","n/e","1585","30","n/e","12"
"BZN|IT-North","15.02.2022 13:00 - 15.02.2022 14:00 (UTC)","242","n/e","15","13792","534","15","n/e","n/e","n/e","0","","843","231","n/e","n/e","1890","n/e","1270","33","n/e","9"
"BZN|IT-North","15.02.2022 14:00 - 15.02.2022 15:00 (UTC)","248","n/e","11","13955","547","5","n/e","n/e","n/e","1","","1010","314","n/e","n/e","1969","n/e","676","34","n/e","10"
"BZN|IT-North","15.02.2022 15:00 - 15.02.2022 16:00 (UTC)","246","n/e","9","13224","549","5","n/e","n/e","n/e","109","","1405","495","n/e","n/e","2015","n/e","310","33","n/e","12"
"BZN|IT-North","15.02.2022 16:00 - 15.02.2022 17:00 (UTC)","245","n/e","11","13189","550","10","n/e","n/e","n/e","322","","1661","498","n/e","n/e","1942","n/e","23","32","n/e","8"
"BZN|IT-North","15.02.2022 17:00 - 15.02.2022 18:00 (UTC)","243","n/e","11","13502","551","13","n/e","n/e","n/e","666","","2294","404","n/e","n/e","1914","n/e","0","32","n/e","8"
"BZN|IT-North","15.02.2022 18:00 - 15.02.2022 19:00 (UTC)","247","n/e","12","13209","549","15","n/e","n/e","n/e","524","","2233","507","n/e","n/e","1878","n/e","0","34","n/e","8"
"BZN|IT-North","15.02.2022 19:00 - 15.02.2022 20:00 (UTC)","244","n/e","12","11990","549","5","n/e","n/e","n/e","2","","1490","430","n/e","n/e","1847","n/e","0","31","n/e","7"
"BZN|IT-North","15.02.2022 20:00 - 15.02.2022 21:00 (UTC)","248","n/e","12","11640","540","5","n/e","n/e","n/e","","1","998","197","n/e","n/e","1792","n/e","0","34","n/e","7"
"BZN|IT-North","15.02.2022 21:00 - 15.02.2022 22:00 (UTC)","248","n/e","12","10109","537","5","n/e","n/e","n/e","","25","774","156","n/e","n/e","1595","n/e","0","36","n/e","11"
"BZN|IT-North","15.02.2022 22:00 - 15.02.2022 23:00 (UTC)","249","n/e","11","9045","530","5","n/e","n/e","n/e","","23","738","112","n/e","n/e","1453","n/e","0","37","n/e","16"
"BZN|IT-North","15.02.2022 23:00 - 16.02.2022 00:00 (UTC)","251","n/e","10","7310","532","6","n/e","n/e","n/e","","350","694","62","n/e","n/e","1449","n/e","0","38","n/e","9"
"BZN|IT-North","16.02.2022 00:00 - 16.02.2022 01:00 (UTC)","250","n/e","10","6725","534","15","n/e","n/e","n/e","","354","657","23","n/e","n/e","1357","n/e","0","37","n/e","5"
"BZN|IT-North","16.02.2022 01:00 - 16.02.2022 02:00 (UTC)","251","n/e","10","6629","533","5","n/e","n/e","n/e","","745","638","15","n/e","n/e","1319","n/e","0","36","n/e","7"
"BZN|IT-North","16.02.2022 02:00 - 16.02.2022 03:00 (UTC)","251","n/e","9","6412","532","15","n/e","n/e","n/e","","740","629","15","n/e","n/e","1331","n/e","0","36","n/e","7"
"BZN|IT-North","16.02.2022 03:00 - 16.02.2022 04:00 (UTC)","250","n/e","8","6645","532","12","n/e","n/e","n/e","","25","629","15","n/e","n/e","1441","n/e","0","35","n/e","7"
"BZN|IT-North","16.02.2022 04:00 - 16.02.2022 05:00 (UTC)","249","n/e","8","8566","538","5","n/e","n/e","n/e","","25","664","118","n/e","n/e","1571","n/e","0","33","n/e","5"
"BZN|IT-North","16.02.2022 05:00 - 16.02.2022 06:00 (UTC)","250","n/e","9","10898","547","5","n/e","n/e","n/e","112","","843","401","n/e","n/e","1798","n/e","0","33","n/e","2"
"BZN|IT-North","16.02.2022 06:00 - 16.02.2022 07:00 (UTC)","251","n/e","8","13543","553","5","n/e","n/e","n/e","320","","1196","402","n/e","n/e","1974","n/e","24","32","n/e","3"
"BZN|IT-North","16.02.2022 07:00 - 16.02.2022 08:00 (UTC)","248","n/e","7","13739","551","15","n/e","n/e","n/e","605","","1795","767","n/e","n/e","2090","n/e","369","34","n/e","2"
"BZN|IT-North","16.02.2022 08:00 - 16.02.2022 09:00 (UTC)","247","n/e","7","13528","552","5","n/e","n/e","n/e","677","","1933","738","n/e","n/e","2046","n/e","868","34","n/e","3"
"BZN|IT-North","16.02.2022 09:00 - 16.02.2022 10:00 (UTC)","249","n/e","8","13715","553","5","n/e","n/e","n/e","404","","1247","574","n/e","n/e","2005","n/e","1072","36","n/e","4"
"BZN|IT-North","16.02.2022 10:00 - 16.02.2022 11:00 (UTC)","247","n/e","9","13367","554","5","n/e","n/e","n/e","335","","924","443","n/e","n/e","2041","n/e","1517","33","n/e","5"
"BZN|IT-North","16.02.2022 11:00 - 16.02.2022 12:00 (UTC)","246","n/e","10","13115","546","5","n/e","n/e","n/e","60","","833","256","n/e","n/e","1891","n/e","1900","34","n/e","6"
"BZN|IT-North","16.02.2022 12:00 - 16.02.2022 13:00 (UTC)","250","n/e","11","12137","548","5","n/e","n/e","n/e","77","","831","352","n/e","n/e","1799","n/e","2096","36","n/e","9"
"BZN|IT-North","16.02.2022 13:00 - 16.02.2022 14:00 (UTC)","246","n/e","11","12860","549","5","n/e","n/e","n/e","148","","856","373","n/e","n/e","1893","n/e","1901","34","n/e","8"
"BZN|IT-North","16.02.2022 14:00 - 16.02.2022 15:00 (UTC)","262","n/e","9","13033","549","5","n/e","n/e","n/e","123","","919","308","n/e","n/e","1993","n/e","1261","34","n/e","9"
"BZN|IT-North","16.02.2022 15:00 - 16.02.2022 16:00 (UTC)","261","n/e","10","13235","545","5","n/e","n/e","n/e","","19","1262","390","n/e","n/e","2008","n/e","625","34","n/e","10"
"BZN|IT-North","16.02.2022 16:00 - 16.02.2022 17:00 (UTC)","265","n/e","11","13402","532","5","n/e","n/e","n/e","29","","2037","371","n/e","n/e","2041","n/e","68","32","n/e","14"
"BZN|IT-North","16.02.2022 17:00 - 16.02.2022 18:00 (UTC)","268","n/e","10","13412","526","5","n/e","n/e","n/e","210","","2605","532","n/e","n/e","2041","n/e","0","32","n/e","12"
"BZN|IT-North","16.02.2022 18:00 - 16.02.2022 19:00 (UTC)","264","n/e","12","13210","546","5","n/e","n/e","n/e","211","","2362","478","n/e","n/e","1913","n/e","0","31","n/e","12"
"BZN|IT-North","16.02.2022 19:00 - 16.02.2022 20:00 (UTC)","249","n/e","11","13042","520","5","n/e","n/e","n/e","167","","1776","288","n/e","n/e","1830","n/e","0","31","n/e","12"
"BZN|IT-North","16.02.2022 20:00 - 16.02.2022 21:00 (UTC)","252","n/e","11","12414","537","5","n/e","n/e","n/e","3","","1073","64","n/e","n/e","1777","n/e","0","34","n/e","17"
"BZN|IT-North","16.02.2022 21:00 - 16.02.2022 22:00 (UTC)","250","n/e","10","11170","472","5","n/e","n/e","n/e","","24","701","45","n/e","n/e","1686","n/e","0","35","n/e","25"
"BZN|IT-North","16.02.2022 22:00 - 16.02.2022 23:00 (UTC)","250","n/e","8","9887","384","5","n/e","n/e","n/e","","419","663","31","n/e","n/e","1618","n/e","0","37","n/e","37"
"BZN|IT-North","16.02.2022 23:00 - 17.02.2022 00:00 (UTC)","250","n/e","8","7842","268","5","n/e","n/e","n/e","","225","638","21","n/e","n/e","1418","n/e","0","37","n/e","41"
"BZN|IT-North","17.02.2022 00:00 - 17.02.2022 01:00 (UTC)","250","n/e","8","6952","281","5","n/e","n/e","n/e","","55","613","21","n/e","n/e","1272","n/e","0","37","n/e","43"
"BZN|IT-North","17.02.2022 01:00 - 17.02.2022 02:00 (UTC)","252","n/e","10","7130","283","15","n/e","n/e","n/e","","936","613","21","n/e","n/e","1170","n/e","0","35","n/e","47"
"BZN|IT-North","17.02.2022 02:00 - 17.02.2022 03:00 (UTC)","254","n/e","9","6999","281","15","n/e","n/e","n/e","","976","629","21","n/e","n/e","1273","n/e","0","30","n/e","54"
"BZN|IT-North","17.02.2022 03:00 - 17.02.2022 04:00 (UTC)","260","n/e","10","7003","281","5","n/e","n/e","n/e","","29","632","21","n/e","n/e","1337","n/e","0","34","n/e","52"
"BZN|IT-North","17.02.2022 04:00 - 17.02.2022 05:00 (UTC)","252","n/e","12","8679","287","15","n/e","n/e","n/e","","25","642","109","n/e","n/e","1424","n/e","0","31","n/e","45"
"BZN|IT-North","17.02.2022 05:00 - 17.02.2022 06:00 (UTC)","252","n/e","11","10726","298","15","n/e","n/e","n/e","41","","971","239","n/e","n/e","1690","n/e","0","30","n/e","41"
"BZN|IT-North","17.02.2022 06:00 - 17.02.2022 07:00 (UTC)","250","n/e","10","12572","302","15","n/e","n/e","n/e","57","","1440","617","n/e","n/e","1858","n/e","19","31","n/e","39"
