"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|IT-North","01.01.2022 11:00 - 01.01.2022 12:00 (UTC)","196","n/e","16","3345","188","5","n/e","n/e","n/e","","46","1172","82","n/e","n/e","887","n/e","1120","32","n/e","21"
"BZN|IT-North","01.01.2022 12:00 - 01.01.2022 13:00 (UTC)","189","n/e","16","3088","166","5","n/e","n/e","n/e","","47","1161","61","n/e","n/e","878","n/e","989","33","n/e","21"
"BZN|IT-North","01.01.2022 13:00 - 01.01.2022 14:00 (UTC)","179","n/e","16","2786","182","5","n/e","n/e","n/e","","428","1073","60","n/e","n/e","882","n/e","698","33","n/e","21"
"BZN|IT-North","01.01.2022 14:00 - 01.01.2022 15:00 (UTC)","181","n/e","15","3093","192","5","n/e","n/e","n/e","","45","1236","81","n/e","n/e","891","n/e","246","33","n/e","21"
"BZN|IT-North","01.01.2022 15:00 - 01.01.2022 16:00 (UTC)","182","n/e","16","4248","258","5","n/e","n/e","n/e","115","","1627","314","n/e","n/e","883","n/e","24","31","n/e","21"
"BZN|IT-North","01.01.2022 16:00 - 01.01.2022 17:00 (UTC)","197","n/e","16","5110","287","15","n/e","n/e","n/e","912","","1919","541","n/e","n/e","896","n/e","0","34","n/e","21"
"BZN|IT-North","01.01.2022 17:00 - 01.01.2022 18:00 (UTC)","203","n/e","16","5254","293","15","n/e","n/e","n/e","1380","","2090","325","n/e","n/e","861","n/e","0","32","n/e","21"
"BZN|IT-North","01.01.2022 18:00 - 01.01.2022 19:00 (UTC)","204","n/e","16","5408","289","15","n/e","n/e","n/e","1732","","2151","295","n/e","n/e","914","n/e","0","34","n/e","21"
"BZN|IT-North","01.01.2022 19:00 - 01.01.2022 20:00 (UTC)","196","n/e","16","5912","293","15","n/e","n/e","n/e","1663","","1705","490","n/e","n/e","902","n/e","0","34","n/e","20"
"BZN|IT-North","01.01.2022 20:00 - 01.01.2022 21:00 (UTC)","194","n/e","16","5844","283","15","n/e","n/e","n/e","1140","","1531","554","n/e","n/e","894","n/e","0","34","n/e","19"
"BZN|IT-North","01.01.2022 21:00 - 01.01.2022 22:00 (UTC)","199","n/e","14","5375","274","15","n/e","n/e","n/e","75","","1421","433","n/e","n/e","931","n/e","0","35","n/e","20"
"BZN|IT-North","01.01.2022 22:00 - 01.01.2022 23:00 (UTC)","194","n/e","15","4792","264","5","n/e","n/e","n/e","","36","1198","158","n/e","n/e","885","n/e","0","34","n/e","21"
"BZN|IT-North","01.01.2022 23:00 - 02.01.2022 00:00 (UTC)","195","n/e","15","3487","196","5","n/e","n/e","n/e","","43","1064","29","n/e","n/e","814","n/e","0","34","n/e","21"
"BZN|IT-North","02.01.2022 00:00 - 02.01.2022 01:00 (UTC)","195","n/e","15","3643","180","5","n/e","n/e","n/e","","546","1011","36","n/e","n/e","792","n/e","0","35","n/e","22"
"BZN|IT-North","02.01.2022 01:00 - 02.01.2022 02:00 (UTC)","182","n/e","15","3375","160","5","n/e","n/e","n/e","","655","992","27","n/e","n/e","755","n/e","0","34","n/e","23"
"BZN|IT-North","02.01.2022 02:00 - 02.01.2022 03:00 (UTC)","175","n/e","15","3616","198","15","n/e","n/e","n/e","","656","978","26","n/e","n/e","731","n/e","0","32","n/e","26"
"BZN|IT-North","02.01.2022 03:00 - 02.01.2022 04:00 (UTC)","176","n/e","15","3911","205","15","n/e","n/e","n/e","","656","993","36","n/e","n/e","749","n/e","0","31","n/e","27"
"BZN|IT-North","02.01.2022 04:00 - 02.01.2022 05:00 (UTC)","174","n/e","15","3943","254","5","n/e","n/e","n/e","","368","1007","36","n/e","n/e","784","n/e","0","30","n/e","22"
"BZN|IT-North","02.01.2022 05:00 - 02.01.2022 06:00 (UTC)","176","n/e","15","4452","241","5","n/e","n/e","n/e","","366","1061","38","n/e","n/e","790","n/e","0","32","n/e","31"
"BZN|IT-North","02.01.2022 06:00 - 02.01.2022 07:00 (UTC)","169","n/e","15","4694","264","15","n/e","n/e","n/e","","70","1199","84","n/e","n/e","838","n/e","0","34","n/e","37"
"BZN|IT-North","02.01.2022 07:00 - 02.01.2022 08:00 (UTC)","175","n/e","15","4676","276","5","n/e","n/e","n/e","41","","1398","175","n/e","n/e","863","n/e","30","34","n/e","23"
"BZN|IT-North","02.01.2022 08:00 - 02.01.2022 09:00 (UTC)","195","n/e","15","4970","270","8","n/e","n/e","n/e","45","","1408","111","n/e","n/e","750","n/e","365","33","n/e","47"
"BZN|IT-North","02.01.2022 09:00 - 02.01.2022 10:00 (UTC)","194","n/e","13","5027","284","15","n/e","n/e","n/e","91","","1583","131","n/e","n/e","732","n/e","732","34","n/e","27"
"BZN|IT-North","02.01.2022 10:00 - 02.01.2022 11:00 (UTC)","204","n/e","14","5133","269","5","n/e","n/e","n/e","48","","1574","162","n/e","n/e","784","n/e","1059","33","n/e","25"
"BZN|IT-North","02.01.2022 11:00 - 02.01.2022 12:00 (UTC)","195","n/e","14","5234","288","5","n/e","n/e","n/e","64","","1539","223","n/e","n/e","827","n/e","1372","32","n/e","27"
"BZN|IT-North","02.01.2022 12:00 - 02.01.2022 13:00 (UTC)","188","n/e","14","5139","289","5","n/e","n/e","n/e","54","","1530","242","n/e","n/e","806","n/e","1171","32","n/e","30"
"BZN|IT-North","02.01.2022 13:00 - 02.01.2022 14:00 (UTC)","176","n/e","15","4753","288","5","n/e","n/e","n/e","","82","1220","103","n/e","n/e","881","n/e","549","31","n/e","30"
"BZN|IT-North","02.01.2022 14:00 - 02.01.2022 15:00 (UTC)","175","n/e","15","5094","283","5","n/e","n/e","n/e","","30","1229","145","n/e","n/e","901","n/e","190","25","n/e","35"
"BZN|IT-North","02.01.2022 15:00 - 02.01.2022 16:00 (UTC)","176","n/e","15","5012","252","5","n/e","n/e","n/e","225","","1377","176","n/e","n/e","988","n/e","12","27","n/e","38"
"BZN|IT-North","02.01.2022 16:00 - 02.01.2022 17:00 (UTC)","173","n/e","15","5505","248","5","n/e","n/e","n/e","1280","","1735","343","n/e","n/e","1097","n/e","0","33","n/e","34"
"BZN|IT-North","02.01.2022 17:00 - 02.01.2022 18:00 (UTC)","188","n/e","15","5696","280","5","n/e","n/e","n/e","1216","","1934","284","n/e","n/e","1129","n/e","0","33","n/e","35"
"BZN|IT-North","02.01.2022 18:00 - 02.01.2022 19:00 (UTC)","191","n/e","16","5554","282","5","n/e","n/e","n/e","1192","","1992","238","n/e","n/e","1107","n/e","0","34","n/e","35"
"BZN|IT-North","02.01.2022 19:00 - 02.01.2022 20:00 (UTC)","194","n/e","15","5142","254","5","n/e","n/e","n/e","951","","1799","203","n/e","n/e","1084","n/e","0","31","n/e","33"
"BZN|IT-North","02.01.2022 20:00 - 02.01.2022 21:00 (UTC)","193","n/e","16","5091","248","5","n/e","n/e","n/e","2","","1317","92","n/e","n/e","912","n/e","0","33","n/e","35"
"BZN|IT-North","02.01.2022 21:00 - 02.01.2022 22:00 (UTC)","193","n/e","15","4221","173","5","n/e","n/e","n/e","1","","1165","37","n/e","n/e","952","n/e","0","33","n/e","38"
"BZN|IT-North","02.01.2022 22:00 - 02.01.2022 23:00 (UTC)","194","n/e","15","3368","147","5","n/e","n/e","n/e","","1","1056","29","n/e","n/e","950","n/e","0","30","n/e","35"
"BZN|IT-North","02.01.2022 23:00 - 03.01.2022 00:00 (UTC)","188","n/e","16","3598","153","12","n/e","n/e","n/e","","865","996","22","n/e","n/e","895","n/e","0","33","n/e","57"
"BZN|IT-North","03.01.2022 00:00 - 03.01.2022 01:00 (UTC)","186","n/e","16","3545","140","15","n/e","n/e","n/e","","983","981","35","n/e","n/e","894","n/e","0","33","n/e","57"
"BZN|IT-North","03.01.2022 01:00 - 03.01.2022 02:00 (UTC)","192","n/e","16","3445","136","15","n/e","n/e","n/e","","1139","951","40","n/e","n/e","1026","n/e","0","34","n/e","35"
"BZN|IT-North","03.01.2022 02:00 - 03.01.2022 03:00 (UTC)","192","n/e","16","3415","141","5","n/e","n/e","n/e","","1299","945","28","n/e","n/e","998","n/e","0","32","n/e","30"
"BZN|IT-North","03.01.2022 03:00 - 03.01.2022 04:00 (UTC)","191","n/e","16","3525","139","5","n/e","n/e","n/e","","1404","947","28","n/e","n/e","1054","n/e","0","31","n/e","51"
"BZN|IT-North","03.01.2022 04:00 - 03.01.2022 05:00 (UTC)","191","n/e","16","3873","145","5","n/e","n/e","n/e","","1604","961","29","n/e","n/e","1074","n/e","0","30","n/e","51"
"BZN|IT-North","03.01.2022 05:00 - 03.01.2022 06:00 (UTC)","190","n/e","15","5398","197","5","n/e","n/e","n/e","","2","1002","39","n/e","n/e","973","n/e","0","29","n/e","50"
"BZN|IT-North","03.01.2022 06:00 - 03.01.2022 07:00 (UTC)","190","n/e","14","6944","285","5","n/e","n/e","n/e","1","","1347","131","n/e","n/e","1050","n/e","0","29","n/e","33"
"BZN|IT-North","03.01.2022 07:00 - 03.01.2022 08:00 (UTC)","195","n/e","13","7599","293","5","n/e","n/e","n/e","124","","2163","280","n/e","n/e","1145","n/e","25","26","n/e","37"
"BZN|IT-North","03.01.2022 08:00 - 03.01.2022 09:00 (UTC)","209","n/e","14","8195","291","5","n/e","n/e","n/e","128","","2390","348","n/e","n/e","1270","n/e","254","29","n/e","35"
"BZN|IT-North","03.01.2022 09:00 - 03.01.2022 10:00 (UTC)","210","n/e","13","8112","293","5","n/e","n/e","n/e","112","","1595","232","n/e","n/e","1267","n/e","560","31","n/e","49"
"BZN|IT-North","03.01.2022 10:00 - 03.01.2022 11:00 (UTC)","206","n/e","13","8099","294","5","n/e","n/e","n/e","113","","1323","57","n/e","n/e","1188","n/e","701","31","n/e","25"
"BZN|IT-North","03.01.2022 11:00 - 03.01.2022 12:00 (UTC)","209","n/e","14","8173","294","5","n/e","n/e","n/e","27","","1244","51","n/e","n/e","1080","n/e","629","32","n/e","22"
"BZN|IT-North","03.01.2022 12:00 - 03.01.2022 13:00 (UTC)","210","n/e","14","7902","291","5","n/e","n/e","n/e","26","","1230","51","n/e","n/e","984","n/e","500","32","n/e","25"
"BZN|IT-North","03.01.2022 13:00 - 03.01.2022 14:00 (UTC)","211","n/e","13","8229","293","5","n/e","n/e","n/e","25","","1274","53","n/e","n/e","1061","n/e","280","32","n/e","44"
"BZN|IT-North","03.01.2022 14:00 - 03.01.2022 15:00 (UTC)","207","n/e","12","8103","294","5","n/e","n/e","n/e","186","","1512","102","n/e","n/e","1227","n/e","113","35","n/e","20"
"BZN|IT-North","03.01.2022 15:00 - 03.01.2022 16:00 (UTC)","209","n/e","13","8711","294","5","n/e","n/e","n/e","187","","2150","192","n/e","n/e","1322","n/e","4","34","n/e","18"
"BZN|IT-North","03.01.2022 16:00 - 03.01.2022 17:00 (UTC)","207","n/e","12","8781","294","5","n/e","n/e","n/e","234","","3086","657","n/e","n/e","1521","n/e","0","35","n/e","22"
"BZN|IT-North","03.01.2022 17:00 - 03.01.2022 18:00 (UTC)","208","n/e","13","8466","294","5","n/e","n/e","n/e","135","","3120","439","n/e","n/e","1491","n/e","0","36","n/e","14"
"BZN|IT-North","03.01.2022 18:00 - 03.01.2022 19:00 (UTC)","207","n/e","13","8834","294","5","n/e","n/e","n/e","68","","2788","328","n/e","n/e","1511","n/e","0","35","n/e","18"
"BZN|IT-North","03.01.2022 19:00 - 03.01.2022 20:00 (UTC)","205","n/e","13","8507","295","5","n/e","n/e","n/e","31","","1780","385","n/e","n/e","1221","n/e","0","34","n/e","17"
"BZN|IT-North","03.01.2022 20:00 - 03.01.2022 21:00 (UTC)","201","n/e","14","7371","285","5","n/e","n/e","n/e","0","","1350","108","n/e","n/e","1103","n/e","0","34","n/e","22"
"BZN|IT-North","03.01.2022 21:00 - 03.01.2022 22:00 (UTC)","208","n/e","13","6822","277","5","n/e","n/e","n/e","0","","1108","31","n/e","n/e","1045","n/e","0","37","n/e","44"
"BZN|IT-North","03.01.2022 22:00 - 03.01.2022 23:00 (UTC)","208","n/e","12","5757","247","5","n/e","n/e","n/e","0","","1060","25","n/e","n/e","1040","n/e","0","35","n/e","38"
"BZN|IT-North","03.01.2022 23:00 - 04.01.2022 00:00 (UTC)","209","n/e","13","4684","226","5","n/e","n/e","n/e","0","","1007","20","n/e","n/e","1157","n/e","0","36","n/e","23"
"BZN|IT-North","04.01.2022 00:00 - 04.01.2022 01:00 (UTC)","207","n/e","12","3956","153","5","n/e","n/e","n/e","0","","954","28","n/e","n/e","1224","n/e","0","37","n/e","22"
"BZN|IT-North","04.01.2022 01:00 - 04.01.2022 02:00 (UTC)","206","n/e","13","4023","143","5","n/e","n/e","n/e","","78","935","21","n/e","n/e","1178","n/e","0","37","n/e","23"
"BZN|IT-North","04.01.2022 02:00 - 04.01.2022 03:00 (UTC)","207","n/e","14","4189","142","5","n/e","n/e","n/e","","177","939","21","n/e","n/e","1183","n/e","0","37","n/e","28"
"BZN|IT-North","04.01.2022 03:00 - 04.01.2022 04:00 (UTC)","207","n/e","14","4522","141","5","n/e","n/e","n/e","","451","943","27","n/e","n/e","1195","n/e","0","37","n/e","38"
"BZN|IT-North","04.01.2022 04:00 - 04.01.2022 05:00 (UTC)","210","n/e","15","5029","149","5","n/e","n/e","n/e","","451","929","26","n/e","n/e","1208","n/e","0","33","n/e","36"
"BZN|IT-North","04.01.2022 05:00 - 04.01.2022 06:00 (UTC)","207","n/e","14","6983","252","10","n/e","n/e","n/e","","43","1041","48","n/e","n/e","1181","n/e","0","32","n/e","37"
"BZN|IT-North","04.01.2022 06:00 - 04.01.2022 07:00 (UTC)","206","n/e","12","8550","292","15","n/e","n/e","n/e","19","","1204","215","n/e","n/e","1425","n/e","0","34","n/e","56"
"BZN|IT-North","04.01.2022 07:00 - 04.01.2022 08:00 (UTC)","207","n/e","13","8986","293","15","n/e","n/e","n/e","130","","1614","250","n/e","n/e","1721","n/e","10","34","n/e","52"
"BZN|IT-North","04.01.2022 08:00 - 04.01.2022 09:00 (UTC)","203","n/e","15","9072","295","5","n/e","n/e","n/e","130","","1745","207","n/e","n/e","1767","n/e","82","35","n/e","40"
"BZN|IT-North","04.01.2022 09:00 - 04.01.2022 10:00 (UTC)","204","n/e","15","9351","296","5","n/e","n/e","n/e","112","","1853","209","n/e","n/e","1661","n/e","193","35","n/e","36"
"BZN|IT-North","04.01.2022 10:00 - 04.01.2022 11:00 (UTC)","203","n/e","15","9420","297","15","n/e","n/e","n/e","642","","1935","176","n/e","n/e","1731","n/e","372","32","n/e","35"
"BZN|IT-North","04.01.2022 11:00 - 04.01.2022 12:00 (UTC)","205","n/e","15","9454","296","15","n/e","n/e","n/e","822","","1842","114","n/e","n/e","1750","n/e","492","32","n/e","56"
"BZN|IT-North","04.01.2022 12:00 - 04.01.2022 13:00 (UTC)","206","n/e","16","9145","294","15","n/e","n/e","n/e","837","","1929","95","n/e","n/e","1735","n/e","446","31","n/e","54"
"BZN|IT-North","04.01.2022 13:00 - 04.01.2022 14:00 (UTC)","205","n/e","16","9311","296","15","n/e","n/e","n/e","1058","","1805","98","n/e","n/e","1785","n/e","245","33","n/e","54"
"BZN|IT-North","04.01.2022 14:00 - 04.01.2022 15:00 (UTC)","203","n/e","15","9339","295","15","n/e","n/e","n/e","816","","1533","95","n/e","n/e","1819","n/e","102","30","n/e","58"
"BZN|IT-North","04.01.2022 15:00 - 04.01.2022 16:00 (UTC)","206","n/e","15","9587","296","15","n/e","n/e","n/e","168","","1688","186","n/e","n/e","1770","n/e","1","27","n/e","59"
"BZN|IT-North","04.01.2022 16:00 - 04.01.2022 17:00 (UTC)","208","n/e","15","9362","295","15","n/e","n/e","n/e","121","","2254","384","n/e","n/e","1710","n/e","0","31","n/e","59"
"BZN|IT-North","04.01.2022 17:00 - 04.01.2022 18:00 (UTC)","207","n/e","14","9000","296","15","n/e","n/e","n/e","50","","2163","268","n/e","n/e","1682","n/e","0","32","n/e","50"
"BZN|IT-North","04.01.2022 18:00 - 04.01.2022 19:00 (UTC)","213","n/e","14","8971","295","15","n/e","n/e","n/e","49","","1888","258","n/e","n/e","1656","n/e","0","33","n/e","48"
"BZN|IT-North","04.01.2022 19:00 - 04.01.2022 20:00 (UTC)","207","n/e","13","8783","297","15","n/e","n/e","n/e","28","","1508","186","n/e","n/e","1504","n/e","0","34","n/e","56"
"BZN|IT-North","04.01.2022 20:00 - 04.01.2022 21:00 (UTC)","208","n/e","14","8226","286","15","n/e","n/e","n/e","0","","1241","136","n/e","n/e","1472","n/e","0","35","n/e","56"
"BZN|IT-North","04.01.2022 21:00 - 04.01.2022 22:00 (UTC)","213","n/e","13","7006","276","15","n/e","n/e","n/e","0","","1135","121","n/e","n/e","1348","n/e","0","37","n/e","39"
"BZN|IT-North","04.01.2022 22:00 - 04.01.2022 23:00 (UTC)","208","n/e","12","5254","185","15","n/e","n/e","n/e","0","","1082","116","n/e","n/e","1167","n/e","0","34","n/e","51"
"BZN|IT-North","04.01.2022 23:00 - 05.01.2022 00:00 (UTC)","209","n/e","12","4624","197","15","n/e","n/e","n/e","","545","1061","22","n/e","n/e","940","n/e","0","39","n/e","56"
"BZN|IT-North","05.01.2022 00:00 - 05.01.2022 01:00 (UTC)","215","n/e","12","4293","154","15","n/e","n/e","n/e","","727","1037","29","n/e","n/e","934","n/e","0","36","n/e","48"
"BZN|IT-North","05.01.2022 01:00 - 05.01.2022 02:00 (UTC)","209","n/e","12","4206","140","15","n/e","n/e","n/e","","1099","1002","21","n/e","n/e","918","n/e","0","38","n/e","59"
"BZN|IT-North","05.01.2022 02:00 - 05.01.2022 03:00 (UTC)","198","n/e","12","3784","154","15","n/e","n/e","n/e","","1297","991","20","n/e","n/e","922","n/e","0","38","n/e","56"
"BZN|IT-North","05.01.2022 03:00 - 05.01.2022 04:00 (UTC)","192","n/e","11","3856","152","15","n/e","n/e","n/e","","1289","1009","26","n/e","n/e","929","n/e","0","38","n/e","50"
"BZN|IT-North","05.01.2022 04:00 - 05.01.2022 05:00 (UTC)","191","n/e","12","4685","237","15","n/e","n/e","n/e","","1154","1046","26","n/e","n/e","950","n/e","0","37","n/e","49"
"BZN|IT-North","05.01.2022 05:00 - 05.01.2022 06:00 (UTC)","202","n/e","13","5069","253","15","n/e","n/e","n/e","","10","1091","35","n/e","n/e","1036","n/e","0","37","n/e","30"
"BZN|IT-North","05.01.2022 06:00 - 05.01.2022 07:00 (UTC)","206","n/e","13","7111","287","15","n/e","n/e","n/e","53","","1268","299","n/e","n/e","1073","n/e","0","34","n/e","50"
"BZN|IT-North","05.01.2022 07:00 - 05.01.2022 08:00 (UTC)","213","n/e","12","7646","294","15","n/e","n/e","n/e","359","","2230","475","n/e","n/e","1119","n/e","29","35","n/e","51"
"BZN|IT-North","05.01.2022 08:00 - 05.01.2022 09:00 (UTC)","205","n/e","13","8086","294","15","n/e","n/e","n/e","715","","2470","428","n/e","n/e","1162","n/e","225","33","n/e","54"
"BZN|IT-North","05.01.2022 09:00 - 05.01.2022 10:00 (UTC)","207","n/e","12","7917","294","15","n/e","n/e","n/e","490","","1996","383","n/e","n/e","1162","n/e","387","32","n/e","52"
"BZN|IT-North","05.01.2022 10:00 - 05.01.2022 11:00 (UTC)","210","n/e","12","8239","294","15","n/e","n/e","n/e","112","","1556","310","n/e","n/e","1008","n/e","698","28","n/e","51"
"BZN|IT-North","05.01.2022 11:00 - 05.01.2022 12:00 (UTC)","207","n/e","13","8263","293","15","n/e","n/e","n/e","27","","1414","153","n/e","n/e","1038","n/e","830","27","n/e","51"
"BZN|IT-North","05.01.2022 12:00 - 05.01.2022 13:00 (UTC)","206","n/e","15","7839","294","15","n/e","n/e","n/e","26","","1411","150","n/e","n/e","1010","n/e","639","30","n/e","49"
"BZN|IT-North","05.01.2022 13:00 - 05.01.2022 14:00 (UTC)","207","n/e","14","8195","294","15","n/e","n/e","n/e","30","","1404","173","n/e","n/e","1073","n/e","472","28","n/e","42"
"BZN|IT-North","05.01.2022 14:00 - 05.01.2022 15:00 (UTC)","209","n/e","14","7894","294","10","n/e","n/e","n/e","427","","1664","184","n/e","n/e","1079","n/e","132","26","n/e","45"
"BZN|IT-North","05.01.2022 15:00 - 05.01.2022 16:00 (UTC)","208","n/e","14","8043","294","15","n/e","n/e","n/e","442","","2463","315","n/e","n/e","1233","n/e","14","32","n/e","31"
"BZN|IT-North","05.01.2022 16:00 - 05.01.2022 17:00 (UTC)","209","n/e","14","8527","294","5","n/e","n/e","n/e","683","","3211","509","n/e","n/e","1274","n/e","0","31","n/e","35"
"BZN|IT-North","05.01.2022 17:00 - 05.01.2022 18:00 (UTC)","204","n/e","15","8578","295","15","n/e","n/e","n/e","804","","3425","574","n/e","n/e","1247","n/e","0","28","n/e","43"
"BZN|IT-North","05.01.2022 18:00 - 05.01.2022 19:00 (UTC)","210","n/e","15","8375","293","15","n/e","n/e","n/e","760","","3053","615","n/e","n/e","1231","n/e","0","27","n/e","51"
"BZN|IT-North","05.01.2022 19:00 - 05.01.2022 20:00 (UTC)","212","n/e","15","8354","294","15","n/e","n/e","n/e","451","","1922","424","n/e","n/e","1207","n/e","0","32","n/e","39"
"BZN|IT-North","05.01.2022 20:00 - 05.01.2022 21:00 (UTC)","206","n/e","15","7213","284","15","n/e","n/e","n/e","47","","1555","250","n/e","n/e","1169","n/e","0","31","n/e","42"
"BZN|IT-North","05.01.2022 21:00 - 05.01.2022 22:00 (UTC)","208","n/e","14","6606","275","8","n/e","n/e","n/e","","1","1454","229","n/e","n/e","1069","n/e","0","34","n/e","41"
"BZN|IT-North","05.01.2022 22:00 - 05.01.2022 23:00 (UTC)","213","n/e","14","6936","269","15","n/e","n/e","n/e","","1","1320","158","n/e","n/e","948","n/e","0","34","n/e","43"
"BZN|IT-North","05.01.2022 23:00 - 06.01.2022 00:00 (UTC)","206","n/e","15","6163","275","15","n/e","n/e","n/e","140","","1481","139","n/e","n/e","837","n/e","0","33","n/e","37"
"BZN|IT-North","06.01.2022 00:00 - 06.01.2022 01:00 (UTC)","208","n/e","15","5835","274","15","n/e","n/e","n/e","65","","1478","259","n/e","n/e","894","n/e","0","34","n/e","37"
"BZN|IT-North","06.01.2022 01:00 - 06.01.2022 02:00 (UTC)","208","n/e","15","4794","263","15","n/e","n/e","n/e","45","","1193","94","n/e","n/e","996","n/e","0","30","n/e","48"
"BZN|IT-North","06.01.2022 02:00 - 06.01.2022 03:00 (UTC)","210","n/e","14","4152","264","15","n/e","n/e","n/e","","35","1114","24","n/e","n/e","1055","n/e","0","31","n/e","47"
"BZN|IT-North","06.01.2022 03:00 - 06.01.2022 04:00 (UTC)","209","n/e","15","3987","256","15","n/e","n/e","n/e","","35","1153","24","n/e","n/e","1062","n/e","0","29","n/e","46"
"BZN|IT-North","06.01.2022 04:00 - 06.01.2022 05:00 (UTC)","216","n/e","16","5618","277","15","n/e","n/e","n/e","","1","1151","24","n/e","n/e","1122","n/e","0","27","n/e","48"
"BZN|IT-North","06.01.2022 05:00 - 06.01.2022 06:00 (UTC)","206","n/e","16","5356","276","5","n/e","n/e","n/e","1","","1227","42","n/e","n/e","1082","n/e","0","25","n/e","33"
"BZN|IT-North","06.01.2022 06:00 - 06.01.2022 07:00 (UTC)","209","n/e","14","7089","292","15","n/e","n/e","n/e","491","","2128","283","n/e","n/e","1169","n/e","0","28","n/e","33"
"BZN|IT-North","06.01.2022 07:00 - 06.01.2022 08:00 (UTC)","206","n/e","14","7440","295","15","n/e","n/e","n/e","720","","2776","510","n/e","n/e","1242","n/e","44","31","n/e","34"
"BZN|IT-North","06.01.2022 08:00 - 06.01.2022 09:00 (UTC)","211","n/e","15","7093","293","15","n/e","n/e","n/e","1010","","3005","720","n/e","n/e","1183","n/e","325","32","n/e","48"
