"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|IT-North","02.01.2020 21:00 - 02.01.2020 22:00 (UTC)","169","n/e","7","5907","32","14","n/e","n/e","n/e","147","","2466","352","n/e","n/e","1293","n/e","0","20","n/e","9"
"BZN|IT-North","02.01.2020 22:00 - 02.01.2020 23:00 (UTC)","166","n/e","8","5310","25","14","n/e","n/e","n/e","","91","2077","324","n/e","n/e","1218","n/e","0","20","n/e","9"
"BZN|IT-North","02.01.2020 23:00 - 03.01.2020 00:00 (UTC)","168","n/e","8","4006","25","14","n/e","n/e","n/e","","28","1892","226","n/e","n/e","996","n/e","0","19","n/e","14"
"BZN|IT-North","03.01.2020 00:00 - 03.01.2020 01:00 (UTC)","170","n/e","9","3815","25","14","n/e","n/e","n/e","","33","1756","204","n/e","n/e","937","n/e","0","19","n/e","12"
"BZN|IT-North","03.01.2020 01:00 - 03.01.2020 02:00 (UTC)","167","n/e","9","3652","25","14","n/e","n/e","n/e","","71","1784","200","n/e","n/e","963","n/e","0","18","n/e","12"
"BZN|IT-North","03.01.2020 02:00 - 03.01.2020 03:00 (UTC)","168","n/e","8","3658","26","14","n/e","n/e","n/e","","72","1800","193","n/e","n/e","978","n/e","0","18","n/e","14"
"BZN|IT-North","03.01.2020 03:00 - 03.01.2020 04:00 (UTC)","167","n/e","8","4214","32","14","n/e","n/e","n/e","","72","1788","179","n/e","n/e","1014","n/e","0","21","n/e","12"
"BZN|IT-North","03.01.2020 04:00 - 03.01.2020 05:00 (UTC)","170","n/e","9","4381","41","14","n/e","n/e","n/e","","32","1725","199","n/e","n/e","1054","n/e","0","28","n/e","11"
"BZN|IT-North","03.01.2020 05:00 - 03.01.2020 06:00 (UTC)","164","n/e","8","5359","49","14","n/e","n/e","n/e","4","","1950","455","n/e","n/e","1246","n/e","0","32","n/e","11"
"BZN|IT-North","03.01.2020 06:00 - 03.01.2020 07:00 (UTC)","163","n/e","8","6139","52","14","n/e","n/e","n/e","144","","2477","610","n/e","n/e","1438","n/e","0","32","n/e","11"
"BZN|IT-North","03.01.2020 07:00 - 03.01.2020 08:00 (UTC)","164","n/e","9","7324","52","13","n/e","n/e","n/e","269","","2872","617","n/e","n/e","1560","n/e","70","30","n/e","10"
"BZN|IT-North","03.01.2020 08:00 - 03.01.2020 09:00 (UTC)","165","n/e","9","7631","52","15","n/e","n/e","n/e","269","","3132","503","n/e","n/e","1680","n/e","351","32","n/e","11"
"BZN|IT-North","03.01.2020 09:00 - 03.01.2020 10:00 (UTC)","166","n/e","10","7859","50","14","n/e","n/e","n/e","270","","3035","455","n/e","n/e","1620","n/e","761","28","n/e","13"
"BZN|IT-North","03.01.2020 10:00 - 03.01.2020 11:00 (UTC)","171","n/e","10","7731","50","14","n/e","n/e","n/e","269","","2670","390","n/e","n/e","1723","n/e","1227","28","n/e","14"
"BZN|IT-North","03.01.2020 11:00 - 03.01.2020 12:00 (UTC)","171","n/e","9","7679","49","13","n/e","n/e","n/e","179","","2398","332","n/e","n/e","1662","n/e","1546","30","n/e","17"
"BZN|IT-North","03.01.2020 12:00 - 03.01.2020 13:00 (UTC)","167","n/e","10","7585","49","13","n/e","n/e","n/e","179","","2197","332","n/e","n/e","1649","n/e","1505","31","n/e","22"
"BZN|IT-North","03.01.2020 13:00 - 03.01.2020 14:00 (UTC)","160","n/e","8","7964","49","13","n/e","n/e","n/e","178","","2535","358","n/e","n/e","1741","n/e","949","30","n/e","21"
"BZN|IT-North","03.01.2020 14:00 - 03.01.2020 15:00 (UTC)","172","n/e","7","8378","51","13","n/e","n/e","n/e","182","","2819","536","n/e","n/e","1696","n/e","289","29","n/e","19"
"BZN|IT-North","03.01.2020 15:00 - 03.01.2020 16:00 (UTC)","170","n/e","8","8331","51","13","n/e","n/e","n/e","392","","3535","875","n/e","n/e","1720","n/e","28","27","n/e","22"
"BZN|IT-North","03.01.2020 16:00 - 03.01.2020 17:00 (UTC)","171","n/e","9","7959","51","13","n/e","n/e","n/e","484","","4775","1075","n/e","n/e","1787","n/e","0","27","n/e","27"
"BZN|IT-North","03.01.2020 17:00 - 03.01.2020 18:00 (UTC)","169","n/e","9","7069","51","13","n/e","n/e","n/e","489","","5162","1058","n/e","n/e","1777","n/e","0","27","n/e","28"
"BZN|IT-North","03.01.2020 18:00 - 03.01.2020 19:00 (UTC)","172","n/e","11","6977","51","13","n/e","n/e","n/e","423","","4736","883","n/e","n/e","1782","n/e","0","28","n/e","25"
"BZN|IT-North","03.01.2020 19:00 - 03.01.2020 20:00 (UTC)","173","n/e","11","6593","49","13","n/e","n/e","n/e","167","","3697","771","n/e","n/e","1662","n/e","1","29","n/e","23"
"BZN|IT-North","03.01.2020 20:00 - 03.01.2020 21:00 (UTC)","174","n/e","12","6097","42","14","n/e","n/e","n/e","146","","2828","404","n/e","n/e","1568","n/e","1","28","n/e","26"
"BZN|IT-North","03.01.2020 21:00 - 03.01.2020 22:00 (UTC)","177","n/e","11","5403","33","14","n/e","n/e","n/e","107","","2402","371","n/e","n/e","1327","n/e","1","30","n/e","22"
"BZN|IT-North","03.01.2020 22:00 - 03.01.2020 23:00 (UTC)","174","n/e","11","4806","26","14","n/e","n/e","n/e","","23","2043","261","n/e","n/e","1185","n/e","1","27","n/e","17"
"BZN|IT-North","03.01.2020 23:00 - 04.01.2020 00:00 (UTC)","173","n/e","13","4163","25","14","n/e","n/e","n/e","","401","1750","216","n/e","n/e","1078","n/e","1","26","n/e","14"
"BZN|IT-North","04.01.2020 00:00 - 04.01.2020 01:00 (UTC)","165","n/e","12","4077","25","14","n/e","n/e","n/e","","417","1689","145","n/e","n/e","1041","n/e","0","27","n/e","10"
"BZN|IT-North","04.01.2020 01:00 - 04.01.2020 02:00 (UTC)","176","n/e","12","3954","25","14","n/e","n/e","n/e","","418","1585","120","n/e","n/e","1032","n/e","1","29","n/e","6"
"BZN|IT-North","04.01.2020 02:00 - 04.01.2020 03:00 (UTC)","178","n/e","12","3905","27","14","n/e","n/e","n/e","","424","1540","112","n/e","n/e","1062","n/e","0","30","n/e","6"
"BZN|IT-North","04.01.2020 03:00 - 04.01.2020 04:00 (UTC)","177","n/e","10","3995","32","14","n/e","n/e","n/e","","537","1596","109","n/e","n/e","1047","n/e","0","31","n/e","4"
"BZN|IT-North","04.01.2020 04:00 - 04.01.2020 05:00 (UTC)","179","n/e","12","4220","41","14","n/e","n/e","n/e","","227","1637","113","n/e","n/e","1097","n/e","0","30","n/e","2"
"BZN|IT-North","04.01.2020 05:00 - 04.01.2020 06:00 (UTC)","174","n/e","12","4741","49","14","n/e","n/e","n/e","","143","1764","192","n/e","n/e","1137","n/e","0","28","n/e","3"
"BZN|IT-North","04.01.2020 06:00 - 04.01.2020 07:00 (UTC)","175","n/e","11","4820","51","14","n/e","n/e","n/e","","77","2460","273","n/e","n/e","1253","n/e","0","24","n/e","5"
"BZN|IT-North","04.01.2020 07:00 - 04.01.2020 08:00 (UTC)","177","n/e","11","5086","51","14","n/e","n/e","n/e","19","","2873","291","n/e","n/e","1289","n/e","140","26","n/e","8"
"BZN|IT-North","04.01.2020 08:00 - 04.01.2020 09:00 (UTC)","179","n/e","12","5341","51","14","n/e","n/e","n/e","146","","2630","270","n/e","n/e","1417","n/e","705","29","n/e","8"
"BZN|IT-North","04.01.2020 09:00 - 04.01.2020 10:00 (UTC)","179","n/e","11","5371","49","14","n/e","n/e","n/e","145","","2595","289","n/e","n/e","1408","n/e","1658","28","n/e","7"
"BZN|IT-North","04.01.2020 10:00 - 04.01.2020 11:00 (UTC)","179","n/e","12","4626","49","14","n/e","n/e","n/e","146","","2152","289","n/e","n/e","1357","n/e","2335","28","n/e","8"
"BZN|IT-North","04.01.2020 11:00 - 04.01.2020 12:00 (UTC)","182","n/e","13","4841","49","14","n/e","n/e","n/e","","188","1996","253","n/e","n/e","1232","n/e","2493","30","n/e","5"
"BZN|IT-North","04.01.2020 12:00 - 04.01.2020 13:00 (UTC)","180","n/e","13","4919","48","14","n/e","n/e","n/e","","69","1934","237","n/e","n/e","1180","n/e","2177","28","n/e","3"
"BZN|IT-North","04.01.2020 13:00 - 04.01.2020 14:00 (UTC)","179","n/e","12","5408","47","14","n/e","n/e","n/e","56","","1964","269","n/e","n/e","1232","n/e","1353","28","n/e","2"
"BZN|IT-North","04.01.2020 14:00 - 04.01.2020 15:00 (UTC)","176","n/e","11","5400","49","14","n/e","n/e","n/e","56","","2039","333","n/e","n/e","1394","n/e","556","28","n/e","1"
"BZN|IT-North","04.01.2020 15:00 - 04.01.2020 16:00 (UTC)","178","n/e","12","6084","50","14","n/e","n/e","n/e","56","","2480","390","n/e","n/e","1432","n/e","71","30","n/e","1"
"BZN|IT-North","04.01.2020 16:00 - 04.01.2020 17:00 (UTC)","178","n/e","14","6547","50","14","n/e","n/e","n/e","225","","3762","540","n/e","n/e","1399","n/e","0","28","n/e","3"
"BZN|IT-North","04.01.2020 17:00 - 04.01.2020 18:00 (UTC)","178","n/e","14","6346","50","14","n/e","n/e","n/e","205","","4531","868","n/e","n/e","1427","n/e","0","27","n/e","3"
"BZN|IT-North","04.01.2020 18:00 - 04.01.2020 19:00 (UTC)","178","n/e","14","6198","50","14","n/e","n/e","n/e","213","","4479","797","n/e","n/e","1531","n/e","0","27","n/e","1"
"BZN|IT-North","04.01.2020 19:00 - 04.01.2020 20:00 (UTC)","179","n/e","14","6020","48","14","n/e","n/e","n/e","225","","3869","644","n/e","n/e","1646","n/e","0","29","n/e","4"
"BZN|IT-North","04.01.2020 20:00 - 04.01.2020 21:00 (UTC)","179","n/e","14","5764","41","14","n/e","n/e","n/e","146","","2914","437","n/e","n/e","1559","n/e","0","31","n/e","5"
"BZN|IT-North","04.01.2020 21:00 - 04.01.2020 22:00 (UTC)","176","n/e","13","5367","33","14","n/e","n/e","n/e","56","","2192","385","n/e","n/e","1404","n/e","0","28","n/e","10"
"BZN|IT-North","04.01.2020 22:00 - 04.01.2020 23:00 (UTC)","177","n/e","12","4553","27","14","n/e","n/e","n/e","516","","2366","342","n/e","n/e","1221","n/e","0","25","n/e","14"
"BZN|IT-North","04.01.2020 23:00 - 05.01.2020 00:00 (UTC)","177","n/e","12","3514","25","14","n/e","n/e","n/e","314","","2248","452","n/e","n/e","1322","n/e","0","26","n/e","14"
"BZN|IT-North","05.01.2020 00:00 - 05.01.2020 01:00 (UTC)","180","n/e","13","3356","25","14","n/e","n/e","n/e","","453","1878","148","n/e","n/e","1190","n/e","0","29","n/e","13"
"BZN|IT-North","05.01.2020 01:00 - 05.01.2020 02:00 (UTC)","180","n/e","14","3179","25","14","n/e","n/e","n/e","","732","1604","119","n/e","n/e","1097","n/e","0","32","n/e","22"
"BZN|IT-North","05.01.2020 02:00 - 05.01.2020 03:00 (UTC)","181","n/e","13","2963","25","14","n/e","n/e","n/e","","754","1534","107","n/e","n/e","1091","n/e","0","31","n/e","20"
"BZN|IT-North","05.01.2020 03:00 - 05.01.2020 04:00 (UTC)","181","n/e","13","3122","31","14","n/e","n/e","n/e","","719","1494","107","n/e","n/e","1095","n/e","0","30","n/e","17"
"BZN|IT-North","05.01.2020 04:00 - 05.01.2020 05:00 (UTC)","175","n/e","14","3434","40","14","n/e","n/e","n/e","","816","1543","107","n/e","n/e","1067","n/e","0","31","n/e","12"
"BZN|IT-North","05.01.2020 05:00 - 05.01.2020 06:00 (UTC)","179","n/e","13","3545","48","14","n/e","n/e","n/e","","868","1831","114","n/e","n/e","1049","n/e","0","29","n/e","10"
"BZN|IT-North","05.01.2020 06:00 - 05.01.2020 07:00 (UTC)","179","n/e","12","3964","51","14","n/e","n/e","n/e","","641","2099","189","n/e","n/e","1106","n/e","0","25","n/e","10"
"BZN|IT-North","05.01.2020 07:00 - 05.01.2020 08:00 (UTC)","163","n/e","12","4306","52","14","n/e","n/e","n/e","","255","2347","220","n/e","n/e","1096","n/e","169","29","n/e","7"
"BZN|IT-North","05.01.2020 08:00 - 05.01.2020 09:00 (UTC)","174","n/e","12","3561","51","14","n/e","n/e","n/e","89","","2337","191","n/e","n/e","1234","n/e","784","25","n/e","5"
"BZN|IT-North","05.01.2020 09:00 - 05.01.2020 10:00 (UTC)","177","n/e","12","3444","48","14","n/e","n/e","n/e","","46","2361","193","n/e","n/e","1377","n/e","1774","24","n/e","4"
"BZN|IT-North","05.01.2020 10:00 - 05.01.2020 11:00 (UTC)","174","n/e","12","3878","48","14","n/e","n/e","n/e","72","","2097","189","n/e","n/e","1441","n/e","2470","25","n/e","4"
"BZN|IT-North","05.01.2020 11:00 - 05.01.2020 12:00 (UTC)","169","n/e","12","4370","48","14","n/e","n/e","n/e","0","","1813","176","n/e","n/e","1376","n/e","2597","25","n/e","2"
"BZN|IT-North","05.01.2020 12:00 - 05.01.2020 13:00 (UTC)","174","n/e","12","4145","48","14","n/e","n/e","n/e","53","","1792","173","n/e","n/e","1265","n/e","2304","25","n/e","3"
"BZN|IT-North","05.01.2020 13:00 - 05.01.2020 14:00 (UTC)","174","n/e","12","4611","47","14","n/e","n/e","n/e","19","","1890","212","n/e","n/e","1323","n/e","1416","29","n/e","4"
"BZN|IT-North","05.01.2020 14:00 - 05.01.2020 15:00 (UTC)","172","n/e","12","4509","49","14","n/e","n/e","n/e","20","","2106","324","n/e","n/e","1388","n/e","564","29","n/e","4"
"BZN|IT-North","05.01.2020 15:00 - 05.01.2020 16:00 (UTC)","174","n/e","6","5192","49","14","n/e","n/e","n/e","510","","2472","385","n/e","n/e","1439","n/e","68","30","n/e","1"
"BZN|IT-North","05.01.2020 16:00 - 05.01.2020 17:00 (UTC)","174","n/e","10","5859","50","14","n/e","n/e","n/e","646","","3125","628","n/e","n/e","1476","n/e","0","31","n/e","1"
"BZN|IT-North","05.01.2020 17:00 - 05.01.2020 18:00 (UTC)","173","n/e","14","5690","50","14","n/e","n/e","n/e","695","","3577","926","n/e","n/e","1420","n/e","0","30","n/e","1"
"BZN|IT-North","05.01.2020 18:00 - 05.01.2020 19:00 (UTC)","175","n/e","14","5602","50","14","n/e","n/e","n/e","810","","3564","595","n/e","n/e","1409","n/e","0","31","n/e","2"
"BZN|IT-North","05.01.2020 19:00 - 05.01.2020 20:00 (UTC)","176","n/e","14","5479","48","14","n/e","n/e","n/e","799","","3352","539","n/e","n/e","1317","n/e","0","30","n/e","1"
"BZN|IT-North","05.01.2020 20:00 - 05.01.2020 21:00 (UTC)","176","n/e","14","4356","41","14","n/e","n/e","n/e","770","","2467","366","n/e","n/e","1322","n/e","0","29","n/e","2"
"BZN|IT-North","05.01.2020 21:00 - 05.01.2020 22:00 (UTC)","175","n/e","13","4770","33","14","n/e","n/e","n/e","857","","2114","361","n/e","n/e","1241","n/e","0","29","n/e","3"
"BZN|IT-North","05.01.2020 22:00 - 05.01.2020 23:00 (UTC)","174","n/e","12","4628","27","14","n/e","n/e","n/e","197","","1966","339","n/e","n/e","1155","n/e","0","33","n/e","5"
"BZN|IT-North","05.01.2020 23:00 - 06.01.2020 00:00 (UTC)","172","n/e","12","3744","25","14","n/e","n/e","n/e","","95","2071","218","n/e","n/e","1262","n/e","0","33","n/e","3"
"BZN|IT-North","06.01.2020 00:00 - 06.01.2020 01:00 (UTC)","174","n/e","12","4175","25","14","n/e","n/e","n/e","","386","1875","186","n/e","n/e","1199","n/e","0","35","n/e","4"
"BZN|IT-North","06.01.2020 01:00 - 06.01.2020 02:00 (UTC)","173","n/e","13","4814","25","14","n/e","n/e","n/e","","405","1485","182","n/e","n/e","1102","n/e","0","34","n/e","5"
"BZN|IT-North","06.01.2020 02:00 - 06.01.2020 03:00 (UTC)","168","n/e","12","5048","25","14","n/e","n/e","n/e","","85","1453","182","n/e","n/e","1095","n/e","0","33","n/e","5"
"BZN|IT-North","06.01.2020 03:00 - 06.01.2020 04:00 (UTC)","173","n/e","13","5228","31","14","n/e","n/e","n/e","8","","1454","182","n/e","n/e","1090","n/e","0","34","n/e","8"
"BZN|IT-North","06.01.2020 04:00 - 06.01.2020 05:00 (UTC)","159","n/e","14","5663","40","14","n/e","n/e","n/e","9","","1512","182","n/e","n/e","1060","n/e","0","34","n/e","8"
"BZN|IT-North","06.01.2020 05:00 - 06.01.2020 06:00 (UTC)","160","n/e","13","5449","49","14","n/e","n/e","n/e","11","","1735","193","n/e","n/e","1057","n/e","0","30","n/e","5"
"BZN|IT-North","06.01.2020 06:00 - 06.01.2020 07:00 (UTC)","177","n/e","12","6050","52","14","n/e","n/e","n/e","184","","2281","806","n/e","n/e","1140","n/e","0","31","n/e","4"
"BZN|IT-North","06.01.2020 07:00 - 06.01.2020 08:00 (UTC)","175","n/e","13","6572","52","14","n/e","n/e","n/e","138","","3156","1055","n/e","n/e","1176","n/e","143","33","n/e","5"
